date,open,high,low,close,volume,k,d,j,ma,kdj_momentum,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,4104.090010783573,4104.090010783573,4087.215010588887,4099.485518619175,1465815,0.0,0.0,0.0,,0.0,0,0,,0.0,0.0,,,
2021-04-05,4161.668638487005,4173.368033116512,4143.869289388909,4158.753250946869,1070540,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.014457358626712935,1.0,1.014457358626713
2021-04-06,4153.2138483925755,4178.24127821531,4150.3910862590055,4150.3910862590055,3288338,0.0,0.0,0.0,,0.0,0,0,-0.0,0.0,0.0,-0.0020107383591367878,1.0,1.0124175503020136
2021-04-07,4185.43260608565,4185.43260608565,4151.258922460089,4178.077810938399,2456677,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.006670871275494594,1.0,1.0191712574571299
2021-04-08,4148.528993047569,4153.394049893409,4130.907974097628,4152.491616779278,2690577,0.0,0.0,0.0,,0.0,0,0,-0.0,0.0,0.0,-0.006123915187059237,1.0,1.0129299391153739
2021-04-09,4188.369696484813,4191.190390876472,4188.369696484813,4191.190390876472,3732688,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.009319410529528893,1.0,1.0223698490556408
2021-04-12,4221.684576518418,4221.684576518418,4211.745462375925,4211.745462375925,4277770,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.004904351647731842,1.0,1.0273839103094482
2021-04-13,4243.920069346611,4279.511432106487,4243.920069346611,4255.850860406326,1191689,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.010471999892776251,1.0,1.0381426745080489
2021-04-14,4234.826751665374,4260.409234101211,4201.908716210646,4227.770075333625,3864419,50.0,50.0,50.0,,0.0,0,0,-0.0,0.0,0.0,-0.006598160037502021,1.0,1.0312928429998844
2021-04-15,4264.835103464484,4264.835103464484,4209.012537961056,4258.2032773201045,3908819,61.88702132240828,53.962340440802755,77.73638308561932,,23.774042644816568,0,0,0.0,0.0,0.0,0.007198405174405842,1.0,1.0387165067372626
2021-04-16,4213.014060754924,4237.489414176244,4196.599107822443,4209.792310697214,4678143,58.952608418097434,55.62576309990098,65.60629905449034,,9.980535954589357,0,0,-0.0,0.0,0.0,-0.01136887167428935,1.0,1.0269074720662006
2021-04-19,4234.299181089645,4286.842014967793,4216.792253224054,4238.896216561892,3567940,62.385910060666674,57.879145420156206,71.39943934168761,,13.520293921531405,0,0,0.0,0.0,0.0,0.006913382826683412,1.0,1.034006876548176
2021-04-20,4287.505504472868,4326.986197988578,4287.505504472868,4288.347983241379,4830200,68.35543658291817,61.371242474410195,82.32382479993413,,20.952582325523935,0,0,0.0,0.0,0.0,0.011666189534500049,1.0,1.0460697967499635
2021-04-21,4326.900854508634,4332.157624654341,4326.900854508634,4332.157624654341,1697178,78.90362438861212,67.21536977914417,102.28013360754801,,35.06476382840384,0,0,0.0,0.0,0.0,0.010215971647862476,1.0,1.0567564161352463
2021-04-22,4266.401228899941,4320.645456001398,4252.615230293033,4272.113513228273,2443839,71.17112670006051,68.53395541944961,76.44546926128231,,7.911513841832701,0,0,-0.0,0.0,0.0,-0.01386009389047993,1.0,1.0421096729882446
2021-04-23,4347.806192952768,4373.684743595522,4347.640577676567,4347.640577676567,3396359,75.87838364221457,70.98209816037127,85.67095460590119,,14.688856445529922,0,0,0.0,0.0,0.0,0.017679086525774546,1.0,1.0605332200663504
2021-04-26,4301.815306644341,4336.080043593823,4295.015918776496,4305.896975396963,1376009,71.1590378478895,71.04107805621067,71.39495743124715,,0.3538793750364846,0,0,-0.0,0.0,0.0,-0.009601438190162459,1.0,1.0503505759052694
2021-04-27,4299.591318974947,4299.591318974947,4295.062938994487,4299.471060185323,3906417,66.80323900532386,69.6284650392484,61.15278693747479,,-8.47567810177361,0,0,-0.0,0.0,0.0,-0.00149235228997735,1.0,1.048783082818038
2021-04-28,4281.9153175477495,4320.820633495062,4267.772445242859,4274.727858887116,4436515,59.24188989315577,66.16627332388418,45.39312303169896,,-20.77315029218522,0,0,-0.0,0.0,0.0,-0.005754940771049322,1.0,1.0427473982947417
2021-04-29,4218.203858992956,4226.211591490739,4214.209414872307,4214.209414872307,4115556,39.49459326210385,57.27571330329073,3.932353179730086,,-53.34336012356064,0,0,-0.0,0.0,0.0,-0.01415726240653925,1.0,1.0279849497533469
2021-04-30,4197.631409419363,4203.0378713160435,4149.649894283797,4187.572990900116,2746687,31.972168954748778,48.841198520443406,-1.7658901766404824,,-50.60708869708389,0,0,-0.0,0.0,0.0,-0.006320621817745731,1.0,1.0214874456516216
2021-05-03,4196.546272316131,4201.953944828315,4196.546272316131,4201.953944828315,4749973,29.09690943533132,42.25976882540604,2.7711906551818686,,-39.48857817022417,0,0,0.0,0.0,0.0,0.003434197794151883,1.0,1.0249954355842323
2021-05-04,4174.516248171701,4200.77269938121,4174.516248171701,4185.011767535024,3013267,24.65930459420718,36.39294741500642,1.1920189526086915,,-35.20092846239773,0,0,-0.0,0.0,0.0,-0.004031975960646417,1.0,1.0208626786281845
2021-05-05,4131.183565591707,4154.155485866022,4063.137777457478,4121.119993114683,2649628,22.663202162197123,31.816365664069984,4.356875158451402,,-27.459490505618582,0,0,-0.0,0.0,0.0,-0.015266808785575625,1.0,1.0052773633172374
2021-05-06,4169.630361389437,4185.098783110529,4169.630361389437,4185.098783110529,3684478,30.00340502430052,31.21204545081349,27.586124171274577,,-3.6259212795389146,0,0,0.0,0.0,0.0,0.015524612266262228,1.0,1.020883904602788
2021-05-07,4066.430527669869,4131.647822773614,4047.7386262951327,4076.5771909127225,3597533,23.522404854484343,28.648831918703774,13.269550726045487,,-15.379281192658286,0,0,-0.0,0.0,0.0,-0.02593047328673792,1.0,0.9944119017856247
2021-05-10,4070.6035646304485,4079.286698349506,4047.9952558665123,4070.6008113669795,2173129,18.472240538070494,25.25663479182601,4.903452030559464,,-20.353182761266545,0,0,-0.0,0.0,0.0,-0.0014660287947116935,1.0,0.9929540653038029
