date,open,high,low,close,volume,k,d,j,ma,kdj_momentum,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,4067.642493874907,4083.6687280473498,4067.642493874907,4083.6687280473498,4099078,0.0,0.0,0.0,,0.0,0,0,,0.0,0.0,,,
2021-04-05,4103.893153056951,4108.6115503673,4067.4353267831702,4108.6115503673,2433274,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0061079445912539665,1.0,1.006107944591254
2021-04-06,4130.345274416162,4163.283296228242,4115.556612541134,4130.599771862574,2098049,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0053517401744411774,1.0,1.0114923728981475
2021-04-07,4143.534909821343,4170.43815403366,4140.673045369738,4140.673045369738,1647731,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0024386951202057805,1.0,1.0139590944120596
2021-04-08,4160.732447651031,4170.309490764214,4104.486441772189,4151.581139507637,3475059,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0026343770730936633,1.0,1.0166302450034335
2021-04-09,4118.927448166908,4143.561211267641,4097.383910883479,4122.417100472339,4254296,0.0,0.0,0.0,,0.0,0,0,-0.0,0.0,0.0,-0.0070248028534873885,1.0,1.0094886179573919
2021-04-12,4180.521533274152,4203.1434115204,4173.907899208877,4195.993455924198,3819049,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.01784786780634806,1.0,1.0275058373627084
2021-04-13,4208.658037645417,4213.82843124331,4177.098676486479,4211.150159459999,1192818,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0036121847412322605,1.0,1.031217378269957
2021-04-14,4222.286084721802,4226.974380544278,4220.770321457864,4226.974380544278,3323808,50.0,50.0,50.0,,0.0,0,0,0.0,0.0,0.0,0.0037576957565217395,1.0,1.0350923794363334
2021-04-15,4262.452179071709,4266.083159431116,4256.65418073265,4266.083159431116,4553496,66.66666666666666,55.55555555555554,88.88888888888889,,33.33333333333334,0,0,0.0,0.0,0.0,0.009252192080190014,1.0,1.0446692529516193
2021-04-16,4302.216780511858,4311.124561801738,4265.578961997027,4293.88900924984,4267309,75.08985474615784,62.066988619089635,101.13558700029425,,39.068598381204616,0,0,0.0,0.0,0.0,0.006517887434344338,1.0,1.0514782895484784
2021-04-19,4297.845746870423,4350.347262834268,4294.539042139976,4305.41158541939,3425779,77.47199967685489,67.20199230501139,98.0120144205419,,30.810022115530515,0,0,0.0,0.0,0.0,0.0026834825363972747,1.0,1.0542999131758826
2021-04-20,4304.753710928275,4305.636634553565,4251.870365011549,4301.952482003414,4279324,78.60428542072424,71.00275667691567,93.80734290834138,,22.804586231425716,0,0,-0.0,0.0,0.0,-0.0008034315296800987,1.0,1.053452855383898
2021-04-21,4320.155815227203,4365.975214852732,4299.476995463275,4333.350697794163,2009571,81.68734772347737,74.56428702576956,95.93346911889299,,21.369182093123428,0,0,0.0,0.0,0.0,0.007298596607493657,1.0,1.0611415828203574
2021-04-22,4376.812054393407,4379.719651279424,4376.812054393407,4379.719651279424,1694331,87.79156514898492,78.97337973350801,105.42793597993875,,26.45455624643074,0,0,0.0,0.0,0.0,0.010700484848564118,1.0,1.072496312249508
2021-04-23,4412.557622070047,4451.164684368416,4412.557622070047,4416.971734151202,3932556,87.70231898503579,81.88302615068393,99.3409046537395,,17.457878503055568,0,0,0.0,0.0,0.0,0.008505586164834877,1.0,1.0816185220448138
2021-04-26,4342.158902442165,4356.250826444755,4334.787410358025,4339.993337002781,2970946,75.71733484856813,79.82779571664533,67.49641311241373,,-12.331382604231592,0,0,-0.0,0.0,0.0,-0.01742786727685819,1.0,1.0627682179984252
2021-04-27,4339.276976113477,4339.276976113477,4303.380722311975,4331.948110679707,2963904,63.871772017674864,74.50912115032185,42.59707375238091,,-31.91204739794094,0,0,-0.0,0.0,0.0,-0.0018537416300805631,1.0,1.060798120309595
2021-04-28,4292.480721972227,4318.593387954103,4291.8637489823,4308.954277163616,1552123,52.12885474532179,67.04903234865516,22.28849953865503,,-44.76053281000013,0,0,-0.0,0.0,0.0,-0.005307966053287427,1.0,1.0551674398976005
2021-04-29,4345.669288461261,4381.022065656237,4345.669288461261,4347.890337038557,1319666,50.81256463870835,61.63687644533955,29.16394102544595,,-32.4729354198936,0,0,0.0,0.0,0.0,0.009036081000277196,1.0,1.0647020183533704
2021-04-30,4334.329211438459,4381.3562950921605,4310.680137749925,4344.723553052282,3701647,49.40537169397227,57.55970819488379,33.096698692149246,,-24.463009502734543,0,0,-0.0,0.0,0.0,-0.000728349553643981,1.0,1.063926543113539
2021-05-03,4374.048721473898,4397.094491737768,4374.048721473898,4384.986881602046,3003199,52.42270350170455,55.84737329715737,45.5733639107989,,-10.274009386358465,0,0,0.0,0.0,0.0,0.009267178465584447,1.0,1.0737861402628444
2021-05-04,4407.99606850075,4427.3013312322055,4407.99606850075,4408.746324139178,3431383,59.40586361165266,57.033536735322464,64.15051736431307,,7.116980628990611,0,0,0.0,0.0,0.0,0.005418361144207351,1.0,1.079604301362433
2021-05-05,4338.21960599922,4341.627800727386,4338.21960599922,4341.627800727386,1349432,50.01691588331266,54.694663117985854,40.66142141396628,,-14.033241704019574,0,0,-0.0,0.0,0.0,-0.015223947688779105,1.0,1.0631684619539103
2021-05-06,4308.682705432232,4375.0326817842515,4308.682705432232,4326.378762318372,4971173,41.83930183648495,50.40954269081888,24.698820127817086,,-25.710722563001795,0,0,-0.0,0.0,0.0,-0.003512285969437423,1.0,1.0594343102818413
2021-05-07,4401.569576587818,4422.166073373796,4372.044741924815,4404.416699542217,2778611,55.593931040074125,52.13767214057063,62.506448839081116,,10.368776698510487,0,0,0.0,0.0,0.0,0.018037703472367106,1.0,1.078544072219157
2021-05-10,4405.923760562663,4421.367573901799,4377.08198253501,4398.801162586548,1575744,63.38161128860529,55.885651856582186,78.37353015265151,,22.487878296069326,0,0,-0.0,0.0,0.0,-0.0012749785814436532,1.0,1.0771689516279346
2021-05-11,4401.360599171486,4445.372574751882,4396.6797051115145,4396.6797051115145,4884266,63.713447154953045,58.494916956039134,74.15050755278088,,15.655590596741746,0,0,-0.0,0.0,0.0,-0.00048228082984913545,1.0,1.0766494536920557
2021-05-12,4393.246594903165,4410.6114738968545,4366.675113679039,4391.3815129784425,4012155,62.642648435975886,59.87749411601805,68.17295707589155,,8.295462959873497,0,0,-0.0,0.0,0.0,-0.0012050439168703742,1.0,1.0753520438172823
2021-05-13,4445.756756429011,4445.756756429011,4432.483874525892,4439.71227873653,1282014,73.62521761738284,64.46006861647297,91.9555156192026,,27.495447002729634,0,0,0.0,0.0,0.0,0.011005822567510704,1.0,1.0871871776091453
2021-05-14,4410.1345496532285,4446.985758535594,4410.1345496532285,4412.106370149513,2419207,74.01029971610129,67.64347898301574,86.74394118227238,,19.10046219925664,0,0,-0.0,0.0,0.0,-0.006217949915185206,1.0,1.08042710219034
2021-05-17,4417.795441269214,4476.762265156083,4411.715423440114,4431.466141766542,4008306,73.6904611861683,69.65913971739992,81.75310412370507,,12.093964406305147,0,0,0.0,0.0,0.0,0.004387875085698045,1.0,1.085167881353954
2021-05-18,4376.540864121172,4381.788130895094,4323.205652725713,4374.062013569472,2266987,62.09291879235057,67.1370660757168,52.0046242256181,,-15.1324418500987,0,0,-0.0,0.0,0.0,-0.012953755339804363,1.0,1.0711108821162811
2021-05-19,4343.9450885820515,4364.7646108719755,4343.9450885820515,4354.886819817772,3436589,48.27247507956156,60.84886907699838,23.11968708468791,,-37.72918199231047,0,0,-0.0,0.0,0.0,-0.00438384131093994,1.0,1.0664153019826625
2021-05-20,4324.13967578482,4352.323805592718,4323.698160571843,4323.698160571843,1336530,32.28856129538029,51.32876648312568,-5.791849080110495,,-57.12061556323618,0,0,-0.0,0.0,0.0,-0.007161761151633028,1.0,1.058777890301416
2021-05-21,4320.044152362086,4348.720525718678,4253.75026282558,4318.033536511228,4222166,31.13405043166388,44.59719446597175,4.207762363048147,,-40.3894321029236,0,0,-0.0,0.0,0.0,-0.0013101340219053847,1.0,1.0573907493656909
2021-05-24,4306.723928738762,4315.788642926674,4301.942558657003,4311.297396666581,3510509,29.357533875150413,39.51730760236463,9.037986420721978,,-30.479321181642653,0,0,-0.0,0.0,0.0,-0.0015600017433141655,1.0,1.055741217953316
