date,open,high,low,close,volume,k,d,j,ma,kdj_momentum,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,4067.0809303749625,4078.1790378740952,4051.4122409341776,4078.1790378740952,2361562,0.0,0.0,0.0,,0.0,0,0,,0.0,0.0,,,
2021-04-05,3972.8943494380096,3994.1023862973384,3930.890170565224,3970.863850328727,2103475,0.0,0.0,0.0,,0.0,0,0,-0.0,0.0,0.0,-0.026314486575682583,1.0,0.9736855134243174
2021-04-06,3903.0031538074195,3903.9606887499563,3896.929590115845,3903.9606887499563,3073066,0.0,0.0,0.0,,0.0,0,0,-0.0,0.0,0.0,-0.01684851561285139,1.0,0.9572803578493806
2021-04-07,3897.619322131915,3957.1564855422566,3884.859644296994,3915.4679394097757,4371689,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0029475836406294142,1.0,0.9601020217716733
2021-04-08,3941.6384635868526,3941.6384635868526,3901.7532131193493,3928.777093248356,2172590,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.003399122159735146,1.0,0.9633655258294839
2021-04-09,3947.5471479663483,3970.5572891500988,3920.9618286163313,3960.9585061021603,4776561,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.008191203545018677,1.0,0.9712566489398071
2021-04-12,3945.8922996966417,3982.506215500775,3940.024275268795,3959.695279178676,4762940,0.0,0.0,0.0,,0.0,0,0,-0.0,0.0,0.0,-0.0003189195043417081,1.0,0.9709468962507386
2021-04-13,4016.0328304166264,4021.7142040556278,4016.0328304166264,4021.7142040556278,3550551,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.015662549894449374,1.0,0.9861544004581265
2021-04-14,4021.5389280664062,4057.094619642208,4021.5389280664062,4022.3281469543986,1202772,50.0,50.0,50.0,,0.0,0,0,0.0,0.0,0.0,0.00015265701828126588,1.0,0.9863049438484655
2021-04-15,4155.493647575648,4155.493647575648,4135.425326749007,4150.383718872566,1561103,66.0372891505161,55.345763050172025,87.42034135120426,,32.07457830103223,0,0,0.0,0.0,0.0,0.03183618224065765,1.0,1.0177051277856868
2021-04-16,4222.673733902869,4234.644173426533,4210.267803750149,4234.644173426533,3747910,77.35819276701073,62.683239622451595,106.70809905612902,,44.02485943367742,0,0,0.0,0.0,0.0,0.020301846831852988,1.0,1.0383664214099833
