date,open,high,low,close,volume,tr,plus_dm,minus_dm,smooth_tr,smooth_plus_dm,smooth_minus_dm,plus_di,minus_di,dx,adx,ma,position,signal,daily_return,strategy_return,cumulative_return,benchmark_return,cum_max,drawdown
2021-04-05 09:23:04.181103,4038.730775980713,4046.8641060275986,4020.6685661204488,4020.6685661204488,135695500,,0.0,0.0,,,,,,,,,0,,,,,,,
2021-04-30 09:23:04.181103,3961.6751396751606,3962.952684951573,3960.5715054146913,3962.952684951573,116756610,54.0628953841906,0.0,23.517683862874946,62.11133829686851,0.0,35.47584874140857,0.0,57.11654218726948,100.0,43.6133542489718,4099.863296308133,-1,-1.0,-0.012873330591952503,-0.0,1.0,0.9856452029756421,1.0,0.0
2021-05-18 09:23:04.181103,3990.077492015286,3990.077492015286,3956.491031582098,3977.8772893925243,89228526,88.68356296527645,18.095394878872412,0.0,62.81610053840395,7.548003958389154,25.06131548929725,12.016033936672848,39.896324786947716,53.70646130473185,41.951705494577055,3953.8667122784136,0,1.0,0.01960411118011307,-0.01960411118011307,0.9952330026064211,0.9893571738072373,1.0151337984540039,-0.01960411118011307
2021-05-20 09:23:04.181103,3951.0869473320354,3951.0869473320354,3943.433200562414,3943.433200562414,70340311,38.06554902935159,0.0,21.017318926849384,62.11059265033346,7.548003958389154,21.90237562049929,12.152522840801828,35.26351091802326,48.74087148404732,41.838317157923214,3945.7069263340454,-1,-1.0,-0.00956060805827319,-0.0,0.9952330026064211,0.9807904172433294,1.0151337984540039,-0.01960411118011307
2021-05-21 09:23:04.181103,3976.465979635824,3979.8571407334134,3976.465979635824,3979.8571407334134,83646352,36.42394017099923,28.770193401378037,0.0,57.83324500578938,10.425023298526957,19.02093314799081,18.026004415770487,32.88927181258241,29.192157045659116,40.15960670910778,3947.6900616600274,0,1.0,0.00923660635757817,-0.00923660635757817,0.986040427127275,0.9898495922466909,1.0151337984540039,-0.028659642079730263
2021-05-24 09:23:04.181103,3931.9857782254494,3935.1451878695766,3914.867608168806,3935.1451878695766,77323392,64.98953256460754,0.0,61.598371467018296,57.04133434759456,10.425023298526957,24.235528435403012,18.276261272220015,42.48766041782651,39.84502394217992,39.98188908826772,3944.2972792714427,-1,-1.0,-0.011234562267628867,-0.0,0.986040427127275,0.9787290653670084,1.0151337984540039,-0.028659642079730263
2021-05-25 09:23:04.181103,3947.095745427672,3947.1558610091784,3947.095745427672,3947.1558610091784,91750419,12.01067313960175,12.01067313960175,0.0,49.296790575724934,11.626090612487133,18.327748257762003,23.583869206714915,37.178380263130315,22.373284687496653,38.24686076311627,3946.218937274578,0,1.0,0.0030521550200042213,-0.0030521550200042213,0.9830308788876914,0.9817162981970924,1.0151337984540039,-0.03162432342928945
2021-05-26 09:23:04.181103,3864.995519019154,3873.457826886501,3788.8577610206034,3873.457826886501,85226050,158.2980999885749,0.0,158.23798440706832,59.48620128843286,6.734496353619852,34.151546698468835,11.321106757121807,57.410871695903076,67.0572359128022,42.73164563853519,3938.8459223851773,-1,-1.0,-0.018671174059955886,-0.0,0.9830308788876914,0.9633865023159589,1.0151337984540039,-0.03162432342928945
2021-06-18 09:23:04.181103,3809.110602154611,3830.266228678923,3763.3988096766857,3812.6059978041458,91803975,66.86741900223751,30.62959340699308,0.0,60.45630066593549,11.59055708529363,21.560792519483584,19.171793440256607,35.66343339236461,30.074900578868775,32.25735087924725,3786.5985723219237,0,1.0,0.01083311433960854,-0.01083311433960854,0.9975700296165307,0.9482517484605643,1.0152622371261537,-0.017426244040853245
2021-06-25 09:23:04.181103,3839.2021591487196,3886.4736132997873,3839.2021591487196,3862.309808385285,101579280,62.941285774259995,41.82391911218065,0.0,49.18630719421098,17.052076519246064,12.687845427750654,34.668340625606106,25.795482831538852,14.674655499343478,27.135464386353256,3804.8380705097507,1,1.0,0.010141794952431615,0.0,0.9975700296165307,0.9606138245092991,1.0152622371261537,-0.017426244040853245
2021-06-28 09:23:04.181103,3848.2270409561315,3848.2270409561315,3837.812673768781,3845.179167897637,87178374,24.4971346165039,0.0,1.3894853799383782,45.27856172071502,12.779199580392833,12.826793965744491,28.223510409223813,28.328625023166783,0.1858720508770826,24.547122485135212,3811.11116950341,0,-1.0,-0.004435335676712615,-0.004435335676712615,0.9931454716741532,0.9563531797419097,1.0152622371261537,-0.021784288475660385
2021-06-30 09:23:04.181103,3815.709965722998,3815.709965722998,3743.0187804269194,3797.987266598576,120537892,96.28828916596603,0.0,76.85214307436672,53.61111066940348,12.779199580392833,19.37810527692518,23.836849154640028,36.1456888972541,20.52070509581477,17.939226081424355,3823.149007294544,-1,-1.0,-0.010762307428223261,-0.0,0.9931454716741532,0.9446158528463987,1.0152622371261537,-0.021784288475660385
2021-07-01 09:23:04.181103,3761.91452853823,3761.91452853823,3732.2707246829364,3753.5950182893876,111991550,65.71654191563948,0.0,10.748055743983059,49.792618967404906,12.779199580392833,16.08315475640675,25.664847211106355,32.300278816294146,11.44728228840765,14.430190809717748,3821.3338851703506,0,1.0,-0.011688361543388037,0.011688361543388037,1.0047537150122594,0.9335748412387141,1.0152622371261537,-0.01035054957194137
2021-07-14 09:23:04.181103,3916.503956500538,3936.974346887973,3916.503956500538,3936.974346887973,70076823,21.776987419972556,0.0,0.0,62.89359637710736,23.751349316353707,7.649768964857913,37.76433641024695,12.163033131370355,51.27709213187458,16.473294499434825,3859.1890296847305,1,1.0,-0.00033176836572690327,-0.0,1.0047537150122594,0.979184004387302,1.0152622371261537,-0.01035054957194137
2021-07-16 09:23:04.181103,3858.167714038341,3906.763757589212,3858.167714038341,3893.7175443270876,126454889,140.39037233435374,0.0,63.48027496838495,76.16117333301754,28.850858467152012,12.922990887298102,37.88132089430998,16.96795141376282,38.12880025660632,25.005229677168373,3894.5548448245404,0,-1.0,-0.026219587106389497,-0.026219587106389497,0.993714163000203,0.9684253950044291,1.0204704775765194,-0.026219587106389497
2021-07-19 09:23:04.181103,3912.1909647564285,3937.9076368777924,3912.1909647564285,3925.4969444389208,96617546,44.190092550704776,31.143879288580138,0.0,75.01995993721198,28.091409358047123,12.922990887298102,37.44524708032136,17.226070099362904,36.983153185253514,28.542166425777804,3903.3857703022177,1,1.0,0.008161711718954523,0.0,0.993714163000203,0.97632940389977,1.0204704775765194,-0.026219587106389497
2021-07-21 09:23:04.181103,3874.174273963564,3916.4188871224505,3874.174273963564,3916.4188871224505,115176488,54.41608691973488,0.0,54.41608691973488,60.11199069855752,23.775150649970193,17.098236822249056,39.55142788265822,28.44397036855969,16.3356018197887,30.915343895799715,3916.943168306522,0,-1.0,-0.003098178390406603,-0.003098178390406603,0.9914161115036444,0.9740715561893257,1.0204704775765194,-0.028471540050698296
2021-07-27 09:23:04.181103,3819.6432603247013,3844.667069667592,3819.6432603247013,3844.667069667592,93746631,25.023809342890672,12.855582745254196,0.0,58.02565430493205,17.668901979444353,18.185977085314608,30.450155523610423,31.341270172922194,1.4421331750592297,29.592796965072523,3903.668460410826,-1,-1.0,0.003354962212814838,0.0,0.9914161115036444,0.9562258133048054,1.0204704775765194,-0.028471540050698296
2021-07-28 09:23:04.181103,3870.0834278801763,3900.5370895732613,3870.0834278801763,3900.5370895732613,117157976,55.870019905669324,55.870019905669324,0.0,61.434957553501725,23.255903970011286,18.185977085314608,37.85451296154713,29.602001546883184,12.233824227062007,25.688470174591266,3900.024734679355,1,2.0,0.014531822624240798,-0.014531822624240798,0.9770090284244589,0.9701215172124712,1.0204704775765194,-0.042589619305083315
2021-07-29 09:23:04.181103,3878.671674425386,3879.292441693254,3815.540997106691,3879.292441693254,111071390,84.99609246657019,0.0,54.542430773485194,59.31712954075056,14.171102498727805,23.640220162663127,23.89040502877391,39.85395170955199,25.043074395290116,21.529381274066395,3888.0981702114104,-1,-2.0,-0.005446595530855802,-0.005446595530855802,0.9716876554166365,0.9648376576924347,1.0204704775765194,-0.04780424640577119
2021-08-03 09:23:04.181103,3873.0796183761913,3901.75590529387,3859.9997127134684,3859.9997127134684,97419317,75.45485037808794,20.68644810516753,0.0,57.243876753310175,14.190129465397694,17.292192665824633,24.788903670080554,30.207934274515562,9.853349405095155,13.133612344666044,3866.628976605401,0,1.0,0.008807110918361394,-0.008807110918361394,0.9763723057722402,0.9600392693989174,1.0204704775765194,-0.04321356940085763
