日期,开盘,收盘,最高,最低,成交量,成交额,ma,atr,channel_upper,channel_lower,price_above_upper,price_below_lower,channel_width,channel_position,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-04-03 08:49:56.720308,4017.7538932912466,4011.257344237914,4007.8855206331714,4054.9139972208345,4082961,1931806.2942070714,,,,,False,False,,,0,,0.0,1.0,
2023-04-04 08:49:56.720308,4013.521276158382,4016.0844659168833,4004.915348247265,4013.3617491299424,3929610,1690186.4166443236,,,,,False,False,,,0,0.0012033936655555522,0.0,1.0,1.0012033936655556
2023-04-05 08:49:56.720308,4010.0253596719976,4000.127794823002,3998.9267118902526,3997.813522259062,4700289,1750725.1316151374,,,,,False,False,,,0,-0.003973191109225893,-0.0,1.0,0.9972254212433168
2023-04-06 08:49:56.720308,3991.2927889181087,3982.1655445946153,3988.471706745982,3999.328678512722,3097814,553344.2025484715,,,,,False,False,,,0,-0.004490419094018372,-0.0,1.0,0.9927474611707253
2023-04-07 08:49:56.720308,3978.092301837424,3973.3087735072536,4011.9591377245856,3948.598592794605,3193975,1758164.8950934415,,,,,False,False,,,0,-0.002224109215997805,-0.0,1.0,0.9905394823931771
2023-04-10 08:49:56.720308,3984.0235331031035,3993.160329360323,3974.2865999139385,4006.9339916651475,1399952,1923975.7249396665,,,,,False,False,,,0,0.004996227825391664,0.0,1.0,0.9954884433172589
2023-04-11 08:49:56.720308,4001.693896838241,3998.718674923241,3995.2581825838406,3983.8358904865227,1104524,760700.2458426977,,,,,False,False,,,0,0.0013919665388963942,0.0,1.0,0.9968741299202146
2023-04-12 08:49:56.720308,3997.0651428424358,3996.034014275074,3997.6210534666834,3989.931895067549,1184557,1300469.3096056802,,,,,False,False,,,0,-0.0006713802261217872,-0.0,1.0,0.9962048483414538
2023-04-13 08:49:56.720308,3985.5732106633272,3999.2987145256434,3983.4379804632354,3991.519892703606,3875575,1676244.4669932197,,,,,False,False,,,0,0.0008169851004538042,0.0,1.0,0.9970187328595487
2023-04-14 08:49:56.720308,4002.3670408534217,4002.578305266368,3976.7819222381286,3955.0494322168456,4170586,1568806.5641708474,,,,,False,False,,,0,0.0008200414559713654,0.0,1.0,0.9978363295528735
2023-04-17 08:49:56.720308,4030.6471893641087,4029.75397884947,4020.520798500358,4029.5365328361636,3425428,574720.2886603283,,,,,False,False,,,0,0.006789542017790362,0.0,1.0,1.0046111812392504
2023-04-18 08:49:56.720308,3994.297327146492,4004.836077957523,4034.6467558644963,4040.302076329345,2977705,1674007.8641435795,,,,,False,False,,,0,-0.00618347944383979,-0.0,1.0,0.9983991886510059
2023-04-19 08:49:56.720308,4026.5148231121875,4024.5408187663534,4053.0995917265845,3983.8983302571355,3806582,877035.5818531194,,,,,False,False,,,0,0.004920236540338019,0.0,1.0,1.0033115488208504
2023-04-20 08:49:56.720308,4036.5494851315684,4032.9105586219835,4053.5492010730886,4023.5934462547993,3155850,1624151.0816836474,,21.42457454548266,,,False,False,,,0,0.002079675727626462,0.0,1.0,1.0053981114961805
2023-04-21 08:49:56.720308,4041.8972269856413,4044.9356046509297,4017.5567976318853,4057.8535355179038,4859461,541251.6197776595,,26.565392651452903,,,False,False,,,0,0.002981728916163995,0.0,1.0,1.0083959361174855
2023-04-24 08:49:56.720308,4072.58163725608,4058.94248232037,4037.486335208038,4042.6321405839694,4026134,521658.5349817998,,26.64448361232738,,,False,False,,,0,0.0034628184570688614,0.0,1.0,1.0118878281771064
2023-04-25 08:49:56.720308,4048.965983415438,4057.3672528009056,4041.1465725951766,4081.017776292027,2295663,1836064.5791777081,,26.916222920458527,,,False,False,,,0,-0.0003880886527279914,-0.0,1.0,1.0114951259931573
2023-04-26 08:49:56.720308,4052.026820912549,4036.6765277204236,4082.5983651950255,4000.953530690282,2718911,1688505.8651243565,,31.915419093867317,,,False,False,,,0,-0.005099544554710622,-0.0,1.0,1.0063369615312825
2023-04-27 08:49:56.720308,4027.5731193445954,4025.099964362541,4042.206831702861,4010.261802726955,1312977,1332350.3517536267,,29.671453668576273,,,False,False,,,0,-0.0028678451885814082,-0.0,1.0,1.0034509429180634
2023-04-28 08:49:56.720308,4045.0566289904973,4036.86141078158,4037.4167870581273,4056.5199950158094,4486642,867444.0094378747,4016.2329319131195,29.51394027538874,4075.260812463897,3957.205051362342,False,False,118.05576110155471,0.6747350461847897,0,0.002922025918156823,0.0,1.0,1.0063830525808688
2023-05-01 08:49:56.720308,4020.9247236651177,4022.796403261886,4013.119855335743,4056.741812150241,1730675,431750.64677648514,4016.809884864319,30.393887657425825,4077.597660179171,3956.022109549467,False,False,121.57555062970368,0.5492411374372544,0,-0.003484144261710176,-0.0,1.0,1.0028766688431368
2023-05-02 08:49:56.720308,4039.4791712849046,4046.5018333060966,4055.398212976833,4048.988677061503,3071776,1264513.6136499054,4018.3307532337794,32.094961218801146,4082.520675671382,3954.140830796177,False,False,128.37984487520498,0.7194353802164322,0,0.005892773997955514,0.0,1.0,1.0087863944004518
2023-05-03 08:49:56.720308,4072.4395638178676,4058.6724150945415,4031.6942551972024,4039.9714417096097,4949546,1902697.5108514908,4021.257984247356,32.25292866859085,4085.7638415845377,3956.7521269101744,False,False,129.01171467436325,0.7900080116105949,0,0.003007679791040996,0.0,1.0,1.011820500852367
2023-05-04 08:49:56.720308,4055.9013551494577,4044.455116564286,4077.1287158911628,4072.579273521772,3793791,1671337.9123882356,4024.3724628458394,30.41057284629252,4085.1936085384245,3963.5513171532543,False,False,121.64229138517021,0.6650959833932804,0,-0.0035029430996648125,-0.0,1.0,1.008276151210807
2023-05-05 08:49:56.720308,4065.6166406408643,4061.0174346464364,4090.180070873294,4055.9966122732294,3088086,1534535.033622875,4028.7578959027987,31.751053327664813,4092.2600025581282,3965.2557892474692,False,False,127.004213310659,0.7540036893479206,0,0.004095067840985234,0.0,1.0,1.0124051104524627
2023-05-08 08:49:56.720308,4029.2063847963395,4038.4860748179835,4042.9048006115804,4023.729781973437,4352458,807466.2135601172,4031.0241831756816,33.66102155574514,4098.346226287172,3963.7021400641916,False,False,134.64408622298015,0.5554193789836747,0,-0.005548205638377102,-0.0,1.0,1.0067880787103285
2023-05-09 08:49:56.720308,4052.273989683412,4048.499332604399,3991.52256556921,4080.101039010286,2082094,685334.0155226053,4033.51321605974,32.07261068283973,4097.65843742542,3969.3679946940606,False,False,128.29044273135924,0.6168139748027832,0,0.002479458292267811,0.0,1.0,1.0092843677606431
2023-05-10 08:49:56.720308,4026.5114768727735,4020.8690022032647,4043.241652892992,4039.2305938678146,4843826,849402.5454119364,4034.754965456149,30.594966677003672,4095.9448988101562,3973.5650321021417,False,False,122.37986670801456,0.3865339240316815,0,-0.006824832643200662,-0.0,1.0,1.002396170861278
2023-05-11 08:49:56.720308,4040.4807196369266,4043.331184521159,4051.30330754021,4063.280012880475,4312438,904721.2298561903,4036.956588955925,31.842683375667256,4100.6419557072595,3973.2712222045902,False,False,127.37073350266928,0.5500475689346667,0,0.005586399931354569,0.0,1.0,1.0079959567613677
2023-05-12 08:49:56.720308,4019.199156097723,4031.904885841384,4027.7693677703264,4026.0725821095466,2095475,841011.411423257,4038.4229179846757,32.54335001629014,4103.509618017256,3973.3362179520955,False,False,130.17340006516042,0.4499280794691616,0,-0.002825961604015381,-0.0,1.0,1.0051473988905573
2023-05-15 08:49:56.720308,4013.457537774929,4011.7531441311385,3993.2337753365878,4010.2851890682423,3547523,508882.86282674666,4037.5228762487595,33.728765482942926,4104.980407214645,3970.0653452828737,False,False,134.91506193177156,0.30899291933280826,0,-0.004998069716627307,-0.0,1.0,1.0001236021154156
2023-05-16 08:49:56.720308,3983.785951199761,3980.517420194751,3951.7956288215914,3964.3400473387583,3816205,920983.0629074941,4036.3069433606206,32.17967125471461,4100.66628587005,3971.9476008511915,False,False,128.71868501885865,0.066577896925408,0,-0.007786053332339948,-0.0,1.0,0.9923365864104131
2023-05-17 08:49:56.720308,3971.9718372839566,3973.641570728749,3967.3639907781494,3962.769467211919,1093498,1946434.6792602725,4033.76198095874,31.165594398066464,4096.093169754873,3971.430792162607,False,False,124.66237759226624,0.01773412804120204,0,-0.001727375800723352,-0.0,1.0,0.9906224482048753
2023-05-18 08:49:56.720308,3969.715909128288,3967.3858812652084,3964.299463639177,3964.045160360026,4947538,918451.4184672482,4030.485747090902,29.60676437774178,4089.6992758463853,3971.2722183354185,False,True,118.42705751096673,-0.032816293437420645,-1,-0.0015742963607040528,-0.0,1.0,0.9890629148898347
2023-05-19 08:49:56.720308,3969.4769580947586,3957.6226935526784,4000.698955097153,3957.1822623632215,4863643,1469342.22405034,4026.120101535989,31.019274184034234,4088.1586499040573,3964.0815531679204,False,True,124.07709673613681,-0.05205521232478178,0,-0.0024608616365334735,-0.0,1.0,0.9866289679064643
2023-05-22 08:49:56.720308,3957.384691181814,3967.156474722868,3993.8102547627104,3957.266754894394,1474602,767401.5911669744,4021.5308011561146,31.30082348070349,4084.1324481175216,3958.9291541947077,False,False,125.20329392281383,0.06571169392102733,0,0.0024089666722704184,0.0,1.0,0.9890057242080474
2023-05-23 08:49:56.720308,3984.6040297764284,3976.8289830295566,3989.6978824457233,3957.913746816615,1552592,1496585.7345991742,4017.503887667547,32.51343473214735,4082.5307571318417,3952.4770182032526,False,False,130.05373892858915,0.18724540353027017,0,0.00243814640746276,0.0,1.0,0.9914170649614854
2023-05-24 08:49:56.720308,3986.5188306907035,3981.953749698892,3976.302164541459,3976.865408893317,4268416,1918806.7505037785,4014.7677487664705,31.232757424395654,4077.233263615262,3952.302233917679,False,False,124.93102969758274,0.2373430832435257,0,0.0012886565379612858,0.0,1.0,0.9926946610440944
