date,open,high,low,close,volume
2021-04-05 09:06:45.635570,4038.730775980713,4046.8641060275986,4020.6685661204488,4020.6685661204488,135695500
2021-04-06 09:06:45.635570,4020.184098624523,4020.7506456579595,4020.184098624523,4020.7506456579595,100269007
2021-04-07 09:06:45.635570,4052.648074540252,4052.648074540252,4030.2428508566773,4052.463302543969,95502938
2021-04-08 09:06:45.635570,4097.56087329584,4119.929941571285,4080.807310502104,4119.929941571285,81424158
2021-04-09 09:06:45.635570,4106.254392247578,4140.670257440224,4106.254392247578,4116.02373822271,158713158
2021-04-12 09:06:45.635570,4112.619201228443,4139.587494069867,4035.804396074164,4112.104633863306,78533439
2021-04-13 09:06:45.635570,4165.721693315073,4182.824558110524,4165.721693315073,4182.824558110524,91423041
2021-04-14 09:06:45.635570,4191.403205072609,4224.202560895822,4191.403205072609,4220.741740221149,108316736
2021-04-15 09:06:45.635570,4194.975350098618,4225.944527410363,4194.975350098618,4206.708075700816,112004259
2021-04-16 09:06:45.635570,4235.096074485572,4296.973973192401,4235.096074485572,4235.315307532051,119158641
2021-04-19 09:06:45.635570,4249.118304279223,4251.169430175938,4221.429185490091,4221.429185490091,136152170
2021-04-20 09:06:45.635570,4229.863561918086,4240.655681685454,4167.05205884372,4207.456465079332,110123153
2021-04-21 09:06:45.635570,4229.748179391823,4229.748179391823,4203.770813204695,4223.3028975003745,78879384
2021-04-22 09:06:45.635570,4160.68469846052,4206.549739317519,4148.043283478694,4148.043283478694,94861097
2021-04-23 09:06:45.635570,4085.721873335406,4098.632008683107,4074.8746151105834,4081.9058770329425,106156647
2021-04-26 09:06:45.635570,4063.139116947918,4064.2903256564605,4036.997349210109,4064.2903256564605,141364520
2021-04-27 09:06:45.635570,4017.7044534922857,4084.90643799313,3966.818644985883,4028.373454646131,72043890
2021-04-28 09:06:45.635570,4047.6706648724185,4074.4832604487456,4010.3338089681138,4046.2443884468485,124051530
2021-04-29 09:06:45.635570,4004.8687696221327,4014.634400798882,3984.089189277566,4014.634400798882,103598287
2021-04-30 09:06:45.635570,3961.6751396751606,3962.952684951573,3960.5715054146913,3962.952684951573,116756610
2021-05-03 09:06:45.635570,4065.821255811107,4065.821255811107,4010.4209215184055,4026.0545747771653,97960105
2021-05-04 09:06:45.635570,4040.824464585693,4040.824464585693,3971.680464704584,4021.934736338335,83151347
2021-05-05 09:06:45.635570,4032.471316814931,4037.518290128774,4029.568263606349,4029.568263606349,115017455
2021-05-06 09:06:45.635570,4001.0160933648554,4001.0160933648554,3976.96154599152,3976.96154599152,113088620
2021-05-07 09:06:45.635570,3948.147121266435,4027.344537882875,3948.147121266435,3960.0257874735917,119441139
2021-05-10 09:06:45.635570,3938.694702673539,4011.6033418200946,3938.694702673539,3969.0730117554267,99733907
2021-05-11 09:06:45.635570,3904.0031682206204,3935.427331250639,3879.6169008971287,3927.939280977816,88003559
2021-05-12 09:06:45.635570,3951.4004714487673,3984.3432738393117,3947.187975780508,3947.187975780508,68824260
2021-05-13 09:06:45.635570,3898.6095220696734,3927.8865376912604,3898.6095220696734,3927.8865376912604,116387465
2021-05-14 09:06:45.635570,3917.8390587985336,3936.3552398076067,3917.8390587985336,3920.753501065132,108477789
2021-05-17 09:06:45.635570,3907.969454856449,3971.982097136414,3865.755720325616,3901.39392905001,80684347
2021-05-18 09:06:45.635570,3990.077492015286,3990.077492015286,3956.491031582098,3977.8772893925243,89228526
2021-05-19 09:06:45.635570,3987.520162984475,3987.520162984475,3964.4505194892636,3981.4987495917658,90664823
2021-05-20 09:06:45.635570,3951.0869473320354,3951.0869473320354,3943.433200562414,3943.433200562414,70340311
2021-05-21 09:06:45.635570,3976.465979635824,3979.8571407334134,3976.465979635824,3979.8571407334134,83646352
2021-05-24 09:06:45.635570,3931.9857782254494,3935.1451878695766,3914.867608168806,3935.1451878695766,77323392
2021-05-25 09:06:45.635570,3947.095745427672,3947.1558610091784,3947.095745427672,3947.1558610091784,91750419
2021-05-26 09:06:45.635570,3864.995519019154,3873.457826886501,3788.8577610206034,3873.457826886501,85226050
2021-05-27 09:06:45.635570,3802.7547660090827,3826.12650932366,3802.7547660090827,3825.52902542513,67459901
2021-05-28 09:06:45.635570,3818.274677531608,3871.105218222912,3818.274677531608,3836.489449644041,140451804
