日期,开盘,收盘,最高,最低,成交量,成交额,SMA_20,SMA_60,EMA_20,EMA_60,WMA_20,WMA_60
2023-04-03 08:54:37.075946,3989.23584285107,3979.952735530736,4024.232256472101,3948.8908806507266,4221376,1640539.3035526841,,,3979.952735530736,3979.952735530736,,
2023-04-04 08:54:37.075946,3977.244138167953,3978.184623746249,3993.1682729015174,3986.6547412939544,3011804,848954.1463505465,,,3979.7843439322132,3979.8947646525558,,
2023-04-05 08:54:37.075946,3961.6336189023327,3963.6915755421865,3963.6208434367263,3947.2560648268045,2697366,424357.57650743716,,,3978.251699323639,3979.363512550576,,
2023-04-06 08:54:37.075946,3956.2867635038956,3950.9653226703767,3958.4887031151984,3960.847730947663,4127928,1266186.4019758536,,,3975.652996785233,3978.4324243577826,,
2023-04-07 08:54:37.075946,3974.4355112373955,3967.033997794547,3962.5236983821546,3972.9011617514084,3930354,1126726.5169352018,,,3974.8321397385007,3978.0587054540697,,
2023-04-10 08:54:37.075946,3976.9563295333437,3984.074262091653,3983.5525666239596,3975.6880556567885,2261940,1720435.2188579408,,,3975.7123418673727,3978.255936819236,,
2023-04-11 08:54:37.075946,3994.3889080372887,3994.367945550384,3971.2311617267915,4009.6256717288097,3455476,832231.7541337517,,,3977.4890660276596,3978.784199400585,,
2023-04-12 08:54:37.075946,4003.519002807677,4008.8854228242644,3999.6417921969037,4028.698151807023,3723462,1345210.3676037262,,,3980.479195246384,3979.771124758738,,
2023-04-13 08:54:37.075946,3990.799809272084,3983.2933898269685,3986.5484107840357,3974.2281538268517,3142965,698030.740315922,,,3980.7472137778677,3979.886608859336,,
2023-04-14 08:54:37.075946,3988.522347461765,3992.905815980491,3955.126133905726,3998.884208820243,2872178,677489.5063866026,,,3981.9051758924033,3980.3134681092097,,
2023-04-17 08:54:37.075946,4004.535940189479,4010.4346552462002,4004.228365038331,4024.6551359140453,3372707,1509975.1687421952,,,3984.6222691641933,3981.3010480153407,,
2023-04-18 08:54:37.075946,3973.915966230368,3969.1744718874706,3954.182551100772,3964.0508515457013,1958355,558108.4009142276,,,3983.151050375934,3980.90345535541,,
2023-04-19 08:54:37.075946,3966.3827265400987,3958.953263504578,3938.729449155989,3982.1854543859586,2766554,1884517.1787738681,,,3980.8464992453287,3980.1837769340714,,
2023-04-20 08:54:37.075946,3965.2644919467625,3970.7046052065543,3949.963925515203,3959.1106853161623,2969200,1327426.8001140377,,,3979.8806045749693,3979.872984418415,,
2023-04-21 08:54:37.075946,3975.7174393621276,3973.6779792740804,3990.1233136002193,3949.1810324329617,4804533,480155.80231540214,,,3979.289878355837,3979.6698694956494,,
2023-04-24 08:54:37.075946,3969.808182478551,3972.7090683237775,3979.3993671055036,3979.5857486621794,1060658,543691.8531508667,,,3978.66313454326,3979.441646506408,,
2023-04-25 08:54:37.075946,3962.5528524210276,3973.7004168578524,3995.468030414643,3975.6960787024186,1443113,1674745.048697785,,,3978.1904947636976,3979.25340946875,,
2023-04-26 08:54:37.075946,3984.3954826183867,3990.170276411342,3987.893775401037,4000.113523658982,1131264,711130.5407641953,,,3979.3314263491875,3979.611339532441,,
2023-04-27 08:54:37.075946,4013.435887325212,3999.67017390916,3991.177934204336,4034.4267405461514,2875732,1900595.2705995461,,,3981.268449926328,3980.2690062333168,,
2023-04-28 08:54:37.075946,3970.0185488524676,3960.4944656197504,3929.1255206773176,3967.5508947026765,2798477,1642088.7299013105,3979.1522233899314,,3979.2899752304634,3979.620660639429,3979.6689164824093,
2023-05-01 08:54:37.075946,3955.127815502636,3950.451957304666,3966.2809916507454,3941.241818143525,2952001,1398509.7685805138,3977.677184478628,,3976.5434973327683,3978.66430971042,3976.9355578076215,
2023-05-02 08:54:37.075946,3959.7425489218426,3953.892210390779,3953.0417017684754,3961.7168836883284,3457798,1593114.1110872838,3976.462563810854,,3974.3862319097216,3977.852109732727,3974.6703221802077,
2023-05-03 08:54:37.075946,3982.6388538041037,3978.8230097702008,3991.854956814487,4011.9827031005757,2482222,656097.1714889797,3977.2191355222544,,3974.808782182148,3977.8839425208407,3974.895126557288,
2023-05-04 08:54:37.075946,3964.8450434756387,3956.7275113158867,3951.359633067556,3987.1046637705413,2311585,1198831.4590525506,3977.5072449545305,,3973.0867563853612,3977.190289038711,3972.9435432995388,
2023-05-05 08:54:37.075946,3921.926550147012,3918.607804874387,3932.489617399447,3895.8323237501118,4856403,971184.2316130438,3975.0859353085225,,3967.8982848128876,3975.2695518529954,3967.334072815716,
2023-05-08 08:54:37.075946,3917.1343829541656,3918.4544755696174,3897.99122975511,3891.653540206593,1351939,566051.7047863882,3971.80494598242,,3963.189350599243,3973.406762466655,3961.940600459629,
2023-05-09 08:54:37.075946,3907.7054008284626,3906.1453419845875,3898.799510298946,3926.9213369596205,1263323,1809840.5711342662,3967.393815804131,,3957.7565878740375,3971.201469991833,3955.687304840788,
2023-05-10 08:54:37.075946,3900.6085815717884,3903.523923941145,3912.2620410508894,3898.431462436936,2460008,1073537.7811048762,3962.125740859975,,3952.591572261381,3968.982534055745,3949.6044579966947,
2023-05-11 08:54:37.075946,3868.2431069149006,3883.1098529228966,3892.0230581272517,3887.8247276990764,4933658,842718.3249461064,3957.116564014771,,3945.9742656577155,3966.1670363136845,3942.0791353360205,
2023-05-12 08:54:37.075946,3914.2828866777836,3904.9728766489793,3889.3871463539076,3897.1890888471125,2847201,1028347.6627526598,3952.719917048196,,3942.069371466407,3964.1606704230385,3937.1130698726106,
2023-05-15 08:54:37.075946,3897.9832285437515,3893.0861531013234,3906.1876982184576,3896.6953116560135,2598923,1391147.2304683053,3946.8524919409515,,3937.404303050685,3961.8303583797033,3931.4336637824335,
2023-05-16 08:54:37.075946,3883.343748900533,3873.5521750490007,3926.258948047507,3891.713306630464,1228322,1130721.2556694213,3942.0713770990283,,3931.3231480029053,3958.9359917131223,3924.452681221295,
2023-05-17 08:54:37.075946,3873.280531658222,3882.801473363923,3877.456054721067,3839.1820860383405,1729931,1702443.4270074624,3938.263787591995,,3926.7020361325262,3956.439777996755,3918.8079284846185,
2023-05-18 08:54:37.075946,3887.243340897417,3879.9279168034436,3918.6637614785395,3849.3653803044062,1094060,1081847.2849125543,3933.72495317184,,3922.247358101185,3953.931192383859,3913.252131266661,
2023-05-19 08:54:37.075946,3857.0822530483515,3854.1584131325485,3867.070466471641,3838.5088993122667,4048710,628308.3732514399,3927.748974864763,,3915.7626966756006,3950.6599537198817,3905.674365548633,
2023-05-22 08:54:37.075946,3847.644367126908,3841.007611833779,3831.1104887529777,3825.139195853058,2131839,743591.4183962144,3921.163902040263,,3908.6431647859035,3947.0647949695176,3897.4132833552067,
2023-05-23 08:54:37.075946,3798.482302797412,3789.9953753882846,3781.1643491214004,3773.7053161237222,1937166,1244136.4758851866,3911.9786499667853,,3897.3433753194636,3941.914977934067,3884.921042721684,
2023-05-24 08:54:37.075946,3817.850413589312,3808.048704307941,3794.714497379964,3824.8262868603715,4605450,1888583.0954628724,3902.872571361615,,3888.839120937414,3937.5259197823907,3875.022952658937,
2023-05-25 08:54:37.075946,3808.362015579496,3816.0394195640893,3807.548131634003,3826.4563347303756,3145240,540575.5649281454,3893.6910336443607,,3881.905816044716,3933.542755840807,3866.753128678221,
2023-05-26 08:54:37.075946,3816.5455003492584,3821.9198177173084,3830.6661814413455,3817.091466138496,3378722,1443651.86178645,3886.762301249239,,3876.1928638230584,3929.8829873777413,3859.9177747804056,
2023-05-29 08:54:37.075946,3778.924378076158,3783.5606187006665,3749.755425107025,3764.009915585428,4027800,478956.39844857494,3878.4177343190395,,3867.3707452399735,3925.0855326670176,3850.0890431091134,
2023-05-30 08:54:37.075946,3803.3286646601323,3806.361042559037,3813.0322886713725,3805.77416222991,4270071,958148.2400799841,3871.0411759274525,,3861.5602973655987,3921.192926433969,3843.226501036732,
2023-05-31 08:54:37.075946,3803.990648243245,3794.8783211835107,3801.679986928006,3808.9269621507674,3822209,1681840.3590425246,3861.8439414981176,,3855.2096329673045,3917.051463966741,3835.9728958230235,
