date,open,high,low,close,volume,pattern
2021-04-05,4207.055051616816,4237.959501511599,4186.30528036635,4195.763419016809,58047647,none
2021-04-06,4209.232365543287,4209.232365543287,4163.666269908691,4193.19496672441,36584233,none
2021-04-07,4255.4772132133685,4255.4772132133685,4217.091366626618,4247.175827854569,51693699,none
2021-04-08,4349.2411312993845,4379.187783231388,4315.285309146717,4364.136176876028,52543249,none
2021-04-09,4351.896265074788,4369.662143034738,4351.896265074788,4354.528466936051,66509070,none
2021-04-12,4344.780312330761,4376.53902588787,4327.836493915902,4344.865315039808,57342877,none
2021-04-13,4473.7231015176885,4509.007427898737,4441.813428369514,4465.700991420317,52330456,none
2021-04-14,4537.099368650536,4544.518473543711,4484.674969794578,4528.020590168061,63642804,none
2021-04-15,4491.295004002554,4569.325898683118,4491.295004002554,4501.209013163425,71448766,none
2021-04-16,4548.303119148682,4571.491131276379,4499.712110056617,4547.184572361304,59378232,none
2021-04-19,4526.846420961343,4529.330966221517,4490.930219930294,4520.644814092214,50742368,none
2021-04-20,4513.474872820232,4513.474872820232,4487.084992519135,4493.8481395186855,30918753,none
2021-04-21,4527.458060342562,4528.860976282403,4516.107979461023,4517.909370249534,34555869,none
2021-04-22,4397.075851781626,4397.075851781626,4386.691806266057,4386.691806266057,48412894,none
2021-04-23,4270.003203419213,4310.602213827385,4268.929653486055,4268.929653486055,43615904,none
2021-04-26,4252.683808520634,4263.4550360361445,4230.686612214109,4234.764919793904,48002198,none
2021-04-27,4173.167605584186,4173.167605584186,4124.962205872213,4168.043877645229,52450524,none
2021-04-28,4185.908872070293,4217.874637114502,4173.493176862081,4196.750184608248,58629404,none
2021-04-29,4154.7441985196765,4170.544964068064,4128.417917121464,4137.325602996052,50378822,none
2021-04-30,4049.92222534281,4094.6792929888907,4041.4605796496853,4041.4605796496853,59669563,none
2021-05-03,4147.1515063232355,4191.394709939788,4101.232513358482,4152.670954437468,53645160,none
2021-05-04,4135.998650623672,4177.432958816152,4135.998650623672,4141.956768048324,20626676,none
2021-05-05,4155.90820735123,4170.31966696372,4140.087274231079,4152.213872073276,36156996,none
2021-05-06,4060.510337441285,4080.5427122418464,4054.875866896554,4054.875866896554,50239204,none
2021-05-07,4023.14829698876,4066.9953910518093,4002.2248405585137,4020.768497409463,32702858,none
2021-05-10,4037.450236522369,4037.450236522369,3997.159705189647,4033.683074940922,59319099,none
2021-05-11,3975.748337729462,3975.748337729462,3955.5754089679576,3955.5754089679576,74935884,none
2021-05-12,4000.0385709051684,4000.0385709051684,3986.9284151987945,3987.221132402552,69075106,none
2021-05-13,3950.656318426304,3973.1740805147747,3948.398202748512,3948.398202748512,47781614,none
2021-05-14,3942.745710481393,3976.3903576086,3915.602592424068,3931.643018960748,72787054,none
2021-05-17,3880.329920319368,3894.0144859945103,3862.80888409713,3892.3868677676082,53238548,none
2021-05-18,4034.4444617093427,4034.4444617093427,3975.8273787284093,4029.6339606463666,48349654,none
2021-05-19,4054.2453906643746,4054.2453906643746,4032.3580774426314,4032.3580774426314,40866516,none
2021-05-20,3957.1181188680475,3997.24968373917,3953.9403522941675,3959.7083133020474,47297679,none
2021-05-21,4012.0150989203826,4051.307111133618,3982.846619273696,4022.2432685110316,45732076,none
2021-05-24,3929.754765714446,3963.323103337758,3908.9839869664006,3937.457482535453,54709556,none
2021-05-25,3942.4810968484353,3964.587648480194,3928.5119549447127,3955.4109361453034,52862505,none
2021-05-26,3808.0411379838156,3817.027511363396,3767.7958470631397,3817.027511363396,53671114,none
2021-05-27,3719.766660142096,3750.314940782569,3690.7404148371384,3723.9058719939785,59054716,none
2021-05-28,3724.60804061087,3740.380105356714,3699.9728458785994,3740.380105356714,68300136,none
2021-05-31,3795.817928452045,3860.562914711581,3771.063792166676,3795.6400837289043,65699192,none
2021-06-01,3820.1696357090887,3838.1377279524368,3777.7315757392475,3809.8569947039505,28099691,none
2021-06-02,3792.837612378477,3805.1576004838653,3750.855054742968,3803.194732947884,11866358,none
2021-06-03,3800.2060612832875,3800.2060612832875,3782.96387269677,3782.96387269677,64549587,none
2021-06-04,3683.377104932485,3690.4014384014768,3677.741421267584,3677.741421267584,32357881,none
2021-06-07,3638.138310768354,3638.138310768354,3595.464427605518,3626.9247959277495,48029612,none
2021-06-08,3587.456795120174,3633.015950082904,3586.047846438523,3594.550653997488,33348949,none
2021-06-09,3680.645315355397,3690.0250290007034,3665.7445660340513,3671.233829589862,25059051,none
2021-06-10,3684.2138314123063,3696.322250127405,3684.2138314123063,3696.322250127405,58800681,none
2021-06-11,3579.0412001744035,3624.2736538789127,3537.697828718993,3569.507963543123,64940037,none
2021-06-14,3594.594781719581,3608.1765416492,3592.7426581403124,3592.7426581403124,41999055,none
2021-06-15,3570.609453894855,3595.395777702672,3538.7154849473545,3564.6929417381916,11921241,none
2021-06-16,3503.0079343567472,3516.6386567096633,3473.167794985897,3515.406011387452,43208359,none
2021-06-17,3549.117479858994,3580.6612155165135,3549.117479858994,3558.6732632082353,57092885,none
2021-06-18,3638.4141574776695,3653.214088462577,3631.906925571606,3631.906925571606,29832723,none
2021-06-21,3687.215912008102,3697.736134056743,3687.215912008102,3697.736134056743,54530655,none
2021-06-22,3640.9177009849554,3694.3723072268854,3595.1495367976545,3635.865234024082,51472035,none
2021-06-23,3597.116955734123,3654.349014087793,3597.116955734123,3611.9309779168284,59352016,none
2021-06-24,3643.1344878292502,3643.1344878292502,3610.417394817673,3633.8879776062745,52397934,none
2021-06-25,3688.3227086367797,3702.0111538126007,3688.3227086367797,3702.0111538126007,37244132,none
2021-06-28,3671.246324067255,3687.477434474139,3618.175208786784,3665.1734987823684,68953645,none
2021-06-29,3656.09839486261,3665.7444310273895,3607.003179682178,3649.2491454127553,48058429,none
2021-06-30,3559.3619590616568,3588.696642106454,3535.9460378940516,3566.8177332957625,51901495,none
2021-07-01,3483.7710942879944,3495.607040938482,3465.435639044223,3477.698755084664,38563565,none
2021-07-02,3535.7538761736473,3557.856704161695,3505.2718644164165,3532.9934537393433,44915861,none
2021-07-05,3621.358933297986,3673.2295190101477,3621.358933297986,3627.222431100781,39325786,none
2021-07-06,3607.4582524561492,3645.21372918258,3607.4582524561492,3618.406334428586,47649454,none
2021-07-07,3665.112971123638,3686.8205171261297,3665.112971123638,3686.8205171261297,77531269,none
2021-07-08,3712.7020733544477,3753.9678960606557,3708.811714779952,3708.811714779952,30014427,none
2021-07-09,3640.9399803494634,3708.7544228074817,3640.9399803494634,3658.112654810068,27182513,none
2021-07-12,3680.7340958539025,3763.9917040788387,3638.096106111015,3679.6815869685774,72653717,none
2021-07-13,3782.778375748998,3785.770439155075,3782.778375748998,3785.770439155075,49662450,none
2021-07-14,3786.044103164912,3798.9655316745598,3749.5136722027455,3778.345994010099,40160408,none
2021-07-15,3882.4421558672093,3885.9633691076738,3882.4421558672093,3885.9633691076738,68367957,none
2021-07-16,3688.467019308922,3719.1383075541644,3688.467019308922,3692.1160977349277,46166069,none
2021-07-19,3754.106792536924,3754.106792536924,3741.1629560432057,3745.882288011999,78825486,none
2021-07-20,3750.3232976027157,3804.7813845937208,3697.938456975549,3746.557355232831,60186906,none
2021-07-21,3722.786346720912,3722.786346720912,3683.891302490086,3719.2587492912344,43415308,none
2021-07-22,3725.1585253024164,3725.1585253024164,3719.921609358715,3719.921609358715,82377442,none
2021-07-23,3554.253728940171,3574.889299465124,3552.796811637955,3570.7029446463284,45093247,none
2021-07-26,3556.6639014996963,3556.6639014996963,3536.1070863666064,3548.6072640781745,61754088,none
2021-07-27,3574.4344211635525,3598.2292838614426,3567.878777926642,3567.878777926642,55029527,none
2021-07-28,3656.5030781180712,3667.6897128738688,3656.5030781180712,3667.6897128738688,72247476,none
2021-07-29,3620.9711727280333,3638.737756411087,3615.1916376007657,3623.624540710976,74638720,none
2021-07-30,3558.096062262204,3558.515689061356,3539.8263282683174,3558.515689061356,52309725,none
2021-08-02,3513.9306647670114,3522.654718959539,3494.692845522343,3515.3490742066024,39926678,none
2021-08-03,3577.659762737983,3623.6177465077226,3574.080036013972,3574.080036013972,58542829,none
2021-08-04,3605.8569696771383,3612.5703263469595,3588.002852819317,3590.4392631965725,40289902,none
2021-08-05,3556.3620672547295,3556.3620672547295,3525.205955679955,3544.857939136077,81486652,none
2021-08-06,3560.181487486998,3587.879927649317,3560.181487486998,3574.2520940870686,52870416,none
2021-08-09,3580.2324084023353,3588.2439489355033,3556.5024656810137,3573.563388774496,44539448,none
2021-08-10,3650.009839123135,3660.367358521769,3602.396314393956,3635.5157650216343,54474292,none
2021-08-11,3581.2225327189785,3581.2225327189785,3546.4739657315436,3577.0716073884187,31426960,none
2021-08-12,3557.0870695884514,3572.270466734755,3510.4803271105698,3545.482912223251,36316745,none
2021-08-13,3530.343215544512,3530.343215544512,3489.3868673581514,3509.15908420131,69041323,none
2021-08-16,3406.03302553757,3406.03302553757,3395.604686739707,3395.604686739707,43490744,none
2021-08-17,3411.2099809367664,3412.3090393082507,3378.5601364614704,3408.660555808203,34679355,none
2021-08-18,3429.8339814924393,3445.7831080039955,3409.304215365055,3419.1141511196934,58355531,none
2021-08-19,3412.550946603876,3425.1757251502618,3383.983933431139,3411.0682797290897,68021437,none
2021-08-20,3385.9410892478104,3385.9410892478104,3366.867543276492,3385.6983037684963,61533627,none
