date,open,high,low,close,volume,body,upper_shadow,lower_shadow,total_range,hammer,hanging_man,morning_star_first,evening_star_first,bullish_marubozu,bearish_marubozu,doji,ma20,uptrend,downtrend,position,signal,daily_return,strategy_return,cumulative_return,benchmark_return,cum_max,drawdown
2021-04-05 10:00:40.144163,4038.730775980713,4046.8641060275986,4020.6685661204488,4020.6685661204488,135695500,18.062209860264375,8.133330046885476,0.0,26.19553990714985,False,False,False,False,False,False,False,,False,False,0,,,,,,,
2021-05-04 10:00:40.144163,4040.824464585693,4040.824464585693,3971.680464704584,4021.934736338335,83151347,18.889728247358107,0.0,50.254271633750704,69.14399988110881,True,True,False,False,False,False,False,4114.636678598132,False,True,1,1.0,-0.0010232942356620534,-0.0,1.0,1.0003149153423276,1.0,0.0
2021-05-05 10:00:40.144163,4032.471316814931,4037.518290128774,4029.568263606349,4029.568263606349,115017455,2.9030532085821505,5.046973313842955,0.0,7.950026522425105,False,False,False,False,False,False,False,4113.491926651251,False,True,0,-1.0,0.0018979739275839513,0.0018979739275839513,1.001897973927584,1.0022134869710206,1.001897973927584,0.0
2021-05-19 10:00:40.144163,3987.520162984475,3987.520162984475,3964.4505194892636,3981.4987495917658,90664823,6.021413392709292,0.0,17.048230102502202,23.069643495211494,True,True,False,False,False,False,False,3995.7299799251464,False,True,1,1.0,0.0009104001797386463,0.0,1.001897973927584,0.9902578847560971,1.001897973927584,0.0
2021-05-20 10:00:40.144163,3951.0869473320354,3951.0869473320354,3943.433200562414,3943.433200562414,70340311,7.653746769621193,0.0,0.0,7.653746769621193,False,False,True,False,False,True,False,3985.499475779333,False,True,0,-1.0,-0.00956060805827319,-0.00956060805827319,0.9923192200844843,0.9807904172433294,1.001897973927584,-0.00956060805827319
2021-05-24 10:00:40.144163,3931.9857782254494,3935.1451878695766,3914.867608168806,3935.1451878695766,77323392,3.1594096441272086,0.0,17.11817005664352,20.27757970077073,True,True,False,False,False,False,False,3973.939782075012,False,True,1,1.0,-0.011234562267628867,-0.0,0.9923192200844843,0.9787290653670084,1.001897973927584,-0.00956060805827319
2021-05-25 10:00:40.144163,3947.095745427672,3947.1558610091784,3947.095745427672,3947.1558610091784,91750419,0.060115581506579474,0.0,0.0,0.060115581506579474,False,False,False,True,True,False,False,3969.878902393165,False,True,0,-1.0,0.0030521550200042213,0.0030521550200042213,0.9953479321735118,0.9817162981970924,1.001897973927584,-0.006537633496148332
2021-05-26 10:00:40.144163,3864.995519019154,3873.457826886501,3788.8577610206034,3873.457826886501,85226050,8.462307867347135,0.0,76.13775799855057,84.6000658658977,True,True,False,False,False,False,False,3961.2395743151474,False,True,1,1.0,-0.018671174059955886,-0.0,0.9953479321735118,0.9633865023159589,1.001897973927584,-0.006537633496148332
2021-05-27 10:00:40.144163,3802.7547660090827,3826.12650932366,3802.7547660090827,3825.52902542513,67459901,22.774259416047244,0.5974838985298447,0.0,23.37174331457709,False,False,False,True,True,False,False,3951.7843055464596,False,True,0,-1.0,-0.012373647423933987,-0.012373647423933987,0.983031847796655,0.9514658974033242,1.001897973927584,-0.018830386548214118
2021-06-08 10:00:40.144163,3808.717427946386,3808.717427946386,3703.349071206646,3774.707680953083,121842135,34.009746993303,0.0,71.3586097464372,105.3683567397402,True,True,False,False,False,False,False,3893.357353137629,False,True,1,1.0,-0.0038815295395643323,-0.0,0.983031847796655,0.938825874074795,1.001897973927584,-0.018830386548214118
2021-06-09 10:00:40.144163,3806.9468059216583,3851.264636003797,3806.9468059216583,3817.281383883874,89041893,10.334577962215462,33.983252119923236,0.0,44.3178300821387,False,False,False,False,False,False,False,3886.8620235427975,False,True,0,-1.0,0.011278675470848931,0.011278675470848931,0.9941191449854624,0.9494145864321207,1.001897973927584,-0.0077640928962331435
2021-06-17 10:00:40.144163,3799.63663527193,3799.63663527193,3695.735176336305,3771.7462395313146,113978393,27.89039574061553,0.0,76.01106319500968,103.90145893562521,True,True,False,False,False,False,False,3837.818575569215,False,True,1,1.0,0.006665336048772952,0.0,0.9941191449854624,0.9380893196005657,1.001897973927584,-0.0077640928962331435
2021-06-18 10:00:40.144163,3809.110602154611,3830.266228678923,3763.3988096766857,3812.6059978041458,91803975,3.4953956495346574,17.660230874777426,45.71179247792543,66.86741900223751,False,False,False,False,False,False,False,3829.456018422751,False,True,0,-1.0,0.01083311433960854,0.01083311433960854,1.0048885513502839,0.9482517484605643,1.0048885513502839,0.0
2021-06-23 10:00:40.144163,3807.0642593810567,3809.341871903345,3796.1020618180632,3809.341871903345,74744604,2.277612522288109,0.0,10.962197562993424,13.239810085281533,True,True,False,False,False,False,False,3815.6091844149914,False,True,1,1.0,-0.0026538381664092947,-0.0,1.0048885513502839,0.9474399118599786,1.0048885513502839,0.0
2021-06-24 10:00:40.144163,3842.135130287386,3844.6496941876067,3820.217412961197,3823.5323275255273,84482503,18.602802761858584,2.5145639002207645,3.314914564330138,24.432281226409486,False,False,True,False,False,False,False,3815.5093495200113,True,False,0,-1.0,0.003725172509941199,0.003725172509941199,1.0086319345573287,0.9509692889744604,1.0086319345573287,0.0
2021-06-28 10:00:40.144163,3848.2270409561315,3848.2270409561315,3837.812673768781,3845.179167897637,87178374,3.047873058494588,0.0,7.36649412885572,10.414367187350308,True,True,False,False,False,False,False,3815.650054184054,True,False,-1,-1.0,-0.004435335676712615,-0.0,1.0086319345573287,0.9563531797419097,1.0086319345573287,0.0
2021-06-29 10:00:40.144163,3839.8312221507476,3861.6528567298783,3819.870923501286,3839.3070695928855,113181086,0.5241525578621804,21.82163457913066,19.436146091599312,41.78193322859215,False,False,False,False,False,False,False,3813.710325109975,True,False,0,1.0,-0.0015271325595894725,0.0015271325595894725,1.0101722492252327,0.9548927016626589,1.0101722492252327,0.0
2021-06-30 10:00:40.144163,3815.709965722998,3815.709965722998,3743.0187804269194,3797.987266598576,120537892,17.72269912442198,0.0,54.96848617165642,72.6911852960784,True,True,False,False,False,False,False,3809.7690110540925,False,True,1,1.0,-0.010762307428223261,-0.0,1.0101722492252327,0.9446158528463987,1.0101722492252327,0.0
2021-07-02 10:00:40.144163,3801.767451743082,3801.767451743082,3785.0224610122996,3785.0224610122996,132375752,16.74499073078232,0.0,0.0,16.74499073078232,False,False,True,False,False,True,False,3802.5870519065443,False,True,0,-1.0,0.008372624795637718,0.008372624795637718,1.0067239262318843,0.9413913131030529,1.0101722492252327,-0.0034135990134287475
2021-07-05 10:00:40.144163,3840.505822122711,3840.505822122711,3784.9035956139505,3837.187689662142,108316532,3.318132460568904,0.0,52.28409404819149,55.602226508760396,True,True,False,False,False,False,False,3804.975615754818,True,False,-1,-1.0,0.01378201297011361,0.0,1.0067239262318843,0.9543655803901915,1.0101722492252327,-0.0034135990134287475
2021-07-06 10:00:40.144163,3802.33678335211,3848.569803559457,3772.239968043725,3835.1601642312035,75662065,32.82338087909329,13.409639328253434,30.096815308384976,76.3298355157317,False,False,False,False,False,False,False,3807.998239918724,True,False,0,1.0,-0.0005283883914255494,0.0005283883914255494,1.0072558674678755,0.9538613046963372,1.0101722492252327,-0.0028870143280950167
2021-07-07 10:00:40.144163,3900.8507159456994,3900.8507159456994,3752.155754410807,3874.2751037315006,127267530,26.575612214198827,0.0,122.1193493206938,148.69496153489263,True,True,False,False,False,False,False,3810.8479259111054,True,False,-1,-1.0,0.010199036761255664,0.0,1.0072558674678755,0.9635897712080744,1.0101722492252327,-0.0028870143280950167
2021-07-08 10:00:40.144163,3920.1878243049377,3920.1878243049377,3888.813626548261,3888.813626548261,87896875,31.37419775667695,0.0,0.0,31.37419775667695,False,False,True,False,False,True,False,3813.6392138627843,True,False,0,1.0,0.0037525788508816493,-0.0037525788508816493,1.003476060402189,0.9672057178044358,1.0101722492252327,-0.006628759430066911
2021-07-29 10:00:40.144163,3878.671674425386,3879.292441693254,3815.540997106691,3879.292441693254,111071390,0.6207672678683593,0.0,63.13067731869478,63.75144458656314,True,True,False,False,False,False,False,3885.8917533522363,False,True,1,1.0,-0.005446595530855802,-0.0,1.003476060402189,0.9648376576924347,1.0101722492252327,-0.006628759430066911
2021-07-30 10:00:40.144163,3861.3034310331177,3861.3034310331177,3832.938699068062,3846.8121459599624,94853999,14.491285073155268,0.0,13.873446891900585,28.364731965055853,False,False,False,False,False,False,False,3888.981237599619,False,True,0,-1.0,-0.008372737096127403,-0.008372737096127403,0.9950742191661839,0.9567593256441326,1.0101722492252327,-0.014945995666212908
2021-08-30 10:00:40.144163,3646.02852994534,3670.4035725618323,3590.7581425105977,3670.4035725618323,99816352,24.375042616492465,0.0,55.27038743474213,79.6454300512346,True,True,False,False,False,False,False,3795.8772861057414,False,True,1,1.0,0.0032871013165509666,0.0,0.9950742191661839,0.9128838928654623,1.0101722492252327,-0.014945995666212908
2021-08-31 10:00:40.144163,3726.3607931284655,3760.1269558856325,3726.3607931284655,3736.753264646076,89644851,10.392471517610375,23.373691239556592,0.0,33.76616275716697,False,False,False,False,False,False,False,3789.7149637023713,False,True,0,-1.0,0.018076947336320703,0.018076947336320703,1.0130621234217814,0.9293860469209667,1.0130621234217814,0.0
2021-09-13 10:00:40.144163,3735.5261068234577,3745.7457608911786,3713.3118284253997,3745.6073355353487,90040763,10.081228711891072,0.13842535582989512,22.214278398058013,32.43393246577898,True,True,False,False,False,False,False,3725.7503008075932,True,False,-1,-1.0,0.0021157775581810423,0.0,1.0130621234217814,0.9315881858796168,1.0130621234217814,0.0
2021-09-14 10:00:40.144163,3720.8471051819174,3778.745761027546,3720.8471051819174,3740.9078608265995,89749317,20.060755644682104,37.83790020094648,0.0,57.89865584562858,False,False,False,False,False,False,False,3723.061559532108,True,False,0,1.0,-0.0012546629392152786,0.0012546629392152786,1.0143331749231614,0.9304193567081829,1.0143331749231614,0.0
2021-10-06 10:00:40.144163,3609.402949593505,3640.229100025152,3536.230450909128,3638.645755381588,103351402,29.242805788082933,1.5833446435640326,73.17249868437693,103.9986491160239,True,True,False,False,False,False,False,3743.918305561766,False,True,1,1.0,-0.011615494415964656,-0.0,1.0143331749231614,0.9049852519658256,1.0143331749231614,0.0
2021-10-07 10:00:40.144163,3643.2326541155458,3672.5827057457113,3643.2326541155458,3652.198343641259,123245191,8.96568952571306,20.38436210445252,0.0,29.35005163016558,False,False,False,False,False,False,False,3739.11743009498,False,True,0,-1.0,0.0037246242615474046,0.0037246242615474046,1.0181111848757727,0.90835598199164,1.0181111848757727,0.0
2021-10-13 10:00:40.144163,3616.3514444530765,3619.6275976013,3602.9674788395128,3619.6275976013,81901043,3.2761531482233295,0.0,13.38396561356376,16.66011876178709,True,True,False,False,False,False,False,3720.0612827792925,False,True,1,1.0,-0.004216644311738849,-0.0,1.0181111848757727,0.9002551536084175,1.0181111848757727,0.0
2021-10-14 10:00:40.144163,3669.068528650676,3669.068528650676,3638.3281288898834,3645.430971908482,63859172,23.637556742193738,0.0,7.102843018598833,30.74039976079257,False,False,True,False,False,False,False,3715.706133961473,False,True,0,-1.0,0.007128737311065336,0.007128737311065336,1.0253690320662094,0.9066728361114247,1.0253690320662094,0.0
2021-10-25 10:00:40.144163,3611.0346728710006,3616.619330086672,3589.498293071308,3616.619330086672,70051066,5.584657215671541,0.0,21.53637979969244,27.12103701536398,True,True,False,False,False,False,False,3656.4652080713736,False,True,1,1.0,0.006854664164667401,0.0,1.0253690320662094,0.8995069527892857,1.0253690320662094,0.0
2021-10-26 10:00:40.144163,3538.1426494900975,3575.474038338231,3538.1426494900975,3568.514543419885,127264579,30.371893929787348,6.959494918346081,0.0,37.33138884813343,False,False,False,True,False,False,False,3645.2778113451554,False,True,0,-1.0,-0.013301036762869534,-0.013301036762869534,1.0117305608751888,0.8875425777417787,1.0253690320662094,-0.013301036762869645
2021-11-24 10:00:40.144163,3698.944558482647,3698.944558482647,3634.415942361775,3696.4676079050987,69749420,2.4769505775484504,0.0,62.05166554332391,64.52861612087236,True,True,False,False,False,False,False,3565.232620899079,True,False,-1,-1.0,0.018344917295146423,0.0,1.0117305608751888,0.9193664056403006,1.0253690320662094,-0.013301036762869645
2021-11-25 10:00:40.144163,3684.970787648311,3685.2414353674453,3684.970787648311,3685.2414353674453,73385897,0.2706477191341037,0.0,0.0,0.2706477191341037,False,False,False,True,True,False,False,3572.835144243493,True,False,0,1.0,-0.0030370001115782586,0.0030370001115782586,1.0148031867014538,0.9165742897637897,1.0253690320662094,-0.010304431901424382
2021-11-26 10:00:40.144163,3669.7605624459497,3672.9404942068913,3607.4863051271714,3655.4149174343997,56440645,14.345645011550005,3.1799317609415994,47.92861230722838,65.45418907971998,True,True,False,False,False,False,False,3578.5839186539233,True,False,-1,-1.0,-0.00809350444364354,-0.0,1.0148031867014538,0.9091559916766571,1.0253690320662094,-0.010304431901424382
2021-11-29 10:00:40.144163,3609.2190555041916,3652.6219089664824,3609.2190555041916,3620.956030235244,86011709,11.736974731052214,31.665878731238536,0.0,43.40285346229075,False,False,False,False,False,False,False,3582.3267308010263,True,False,0,1.0,-0.009426805978934194,0.009426805978934194,1.0243695394492924,0.9005855545385357,1.0253690320662094,-0.0009747638027480798
2021-11-30 10:00:40.144163,3591.7462626609017,3591.7462626609017,3558.7200521255136,3589.5755001057732,103233970,2.1707625551284764,0.0,30.85544798025967,33.026210535388145,True,True,False,False,False,False,False,3584.044913317597,True,False,-1,-1.0,-0.008666365972809675,-0.0,1.0243695394492924,0.892780750533079,1.0253690320662094,-0.0009747638027480798
2021-12-01 10:00:40.144163,3577.5325264541616,3585.0527561758317,3577.5325264541616,3585.0527561758317,102057171,7.520229721670148,0.0,0.0,7.520229721670148,False,False,False,True,True,False,False,3586.9005693790277,False,True,0,1.0,-0.0012599662355083918,0.0012599662355083918,1.0256602104816819,0.8916558769316956,1.0256602104816819,0.0
