date,open,high,low,close,volume,k,d,j,ma,rsi,kdj_momentum,ma_slope,volatility,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,6125.298579779178,6135.237798766031,6091.931173273951,6108.138279407417,2931246,0.0,0.0,0.0,,,0.0,,,0,0,,0.0,0.0,,,
2021-04-05,6069.57852836316,6076.791548619913,6016.36808922717,6073.18758923275,3208544,0.0,0.0,0.0,,,0.0,,,0,0,-0.0,0.0,0.0,-0.00572198738402796,1.0,0.994278012615972
2021-04-06,6075.852501290911,6119.803618313103,6068.628241694067,6081.689558431939,4301762,0.0,0.0,0.0,,,0.0,,,0,0,0.0,0.0,0.0,0.001399918753417495,1.0,0.9956699210519439
2021-04-07,6080.442796888997,6098.797072457284,6070.404266563748,6085.128752285666,3485798,0.0,0.0,0.0,,,0.0,,,0,0,0.0,0.0,0.0,0.000565499738302,1.0,0.9962329721317339
2021-04-08,6169.131374101892,6172.830658091605,6167.72251510443,6172.830658091605,1570651,0.0,0.0,0.0,,,0.0,,,0,0,0.0,0.0,0.0,0.0144124979727005,1.0,1.01059117782292
2021-04-09,6148.319083413286,6154.654619796541,6140.056557853814,6140.056557853814,1570761,0.0,0.0,0.0,,,0.0,,,0,0,-0.0,0.0,0.0,-0.005309411848975487,1.0,1.0052255330489168
2021-04-12,6194.490034394689,6277.023447844078,6135.650544651633,6202.720718693169,3102289,0.0,0.0,0.0,,,0.0,,,0,0,0.0,0.0,0.0,0.010205795378089855,1.0,1.0154846591480453
2021-04-13,6271.561183684941,6293.172913546579,6233.113758608684,6279.539817980324,4714875,0.0,0.0,0.0,,,0.0,,,0,0,0.0,0.0,0.0,0.012384742562347784,1.0,1.0280611752276074
2021-04-14,6261.042736309582,6267.199728851777,6224.6512664560005,6253.960258427112,4348186,50.0,50.0,50.0,,,0.0,,,0,0,-0.0,0.0,0.0,-0.004073476766556894,1.0,1.0238733919157186
2021-04-15,6150.431957230005,6171.259380762702,6142.071469569793,6171.259380762702,3267094,51.9856204236287,50.661873474542894,54.633114321800335,,,3.971240847257441,,,0,0,-0.0,0.0,0.0,-0.013223761304362758,1.0,1.0103339345751368
