date,open,high,low,close,volume,k,d,j,ma,rsi,kdj_momentum,ma_slope,volatility,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,3595.945543450175,3617.5384380311575,3583.0610414320745,3596.387762365022,1330499,0.0,0.0,0.0,,,0.0,,,0,0,,0.0,0.0,,,
2021-04-05,3542.2612521202095,3574.010017246181,3536.877439712818,3544.3899497188977,4332806,0.0,0.0,0.0,,,0.0,,,0,0,-0.0,0.0,0.0,-0.014458344339357332,1.0,0.9855416556606427
2021-04-06,3497.1020677096003,3511.3056714130257,3488.5906412747668,3506.5403787910864,4555208,0.0,0.0,0.0,,,0.0,,,0,0,-0.0,0.0,0.0,-0.010678726512813097,1.0,0.9750173258528576
2021-04-07,3478.731877348095,3489.056937776906,3478.731877348095,3489.056937776906,1980484,0.0,0.0,0.0,,,0.0,,,0,0,-0.0,0.0,0.0,-0.004985951714666315,1.0,0.9701559365451922
2021-04-08,3528.3516750062786,3528.3516750062786,3505.129730844473,3528.3394962097304,4270000,0.0,0.0,0.0,,,0.0,,,0,0,0.0,0.0,0.0,0.011258789734126085,1.0,0.9810787182440687
2021-04-09,3573.74560569577,3584.30307686578,3552.0334756367074,3581.616690803917,3609630,0.0,0.0,0.0,,,0.0,,,0,0,0.0,0.0,0.0,0.015099792594057027,1.0,0.9958928034079975
2021-04-12,3628.2664383703604,3628.2664383703604,3607.4571737991955,3621.759984636736,1802187,0.0,0.0,0.0,,,0.0,,,0,0,0.0,0.0,0.0,0.011208149084152463,1.0,1.007054918420429
2021-04-13,3598.427418651844,3598.427418651844,3595.1899612259776,3595.397068409494,2161619,0.0,0.0,0.0,,,0.0,,,0,0,-0.0,0.0,0.0,-0.007279034596183065,1.0,0.9997245308289903
2021-04-14,3635.841899521482,3639.1248836204836,3635.841899521482,3639.1248836204836,1028978,50.0,50.0,50.0,,,0.0,,,0,0,0.0,0.0,0.0,0.012162165785581491,1.0,1.0118833463128452
2021-04-15,3641.284810171142,3683.3336927808928,3641.284810171142,3650.7145665007006,1733725,61.352421497141904,53.7841404990473,76.48898349333112,,,22.704842994283823,,,0,0,0.0,0.0,0.0,0.003184744478647028,1.0,1.01510593621305
2021-04-16,3686.6310035281153,3693.5038872761456,3682.7733444457217,3692.224238842448,3490361,74.03634195350395,60.53487431719951,101.03927722611283,,,40.50440290891332,,,0,0,0.0,0.0,0.0,0.011370286990564527,1.0,1.026647982033618
2021-04-19,3704.292943335578,3704.292943335578,3696.870743030826,3696.8873102999423,3140193,81.5964928450035,67.5554138264675,109.67865088207549,,,42.12323705560799,,,0,0,0.0,0.0,0.0,0.0012629437314339853,1.0,1.0279445806669167
2021-04-20,3681.031629435007,3707.1893891411924,3681.031629435007,3686.6140010427703,1302330,84.33671912497073,73.14918225930191,106.71179285630836,,,33.562610597006454,,,0,0,-0.0,0.0,0.0,-0.002778907874348646,1.0,1.0250880173773074
2021-04-21,3629.743969632875,3641.9402067164906,3619.404138040282,3634.782685298302,4204362,74.0021259556564,73.4334968247534,75.13938421746238,,54.46461257159969,1.7058873927089735,,,0,0,-0.0,0.0,0.0,-0.014059328079860656,1.0,1.010675968630266
2021-04-22,3591.2439594933066,3622.17676857631,3563.742020504878,3600.3036518396243,1955489,57.830696265646246,68.23256330505102,37.0269621868367,,50.421543229266554,-31.205601118214318,,,0,0,-0.0,0.0,0.0,-0.009485858287521798,1.0,1.0010888396172355
2021-04-23,3634.0298269088917,3634.0298269088917,3618.3249558446323,3633.287483663091,1920664,54.7143038153677,63.726476808489906,36.68995782912327,,59.97824620290454,-27.036518979366633,,,0,0,0.0,0.0,0.0,0.00916140276296229,1.0,1.0102602176784756
2021-04-26,3683.2209876155434,3725.870129048112,3644.929984719283,3692.229447436952,4425312,62.89305443651854,63.44866935116611,61.78182460722341,,69.90027079960343,-1.666844743942697,,,0,0,0.0,0.0,0.0,0.016222763554739617,1.0,1.0266494303186333
2021-04-27,3691.2611774852803,3729.672007268252,3691.2611774852803,3691.8987348731844,4706212,67.67384138787438,64.85706003006885,73.30740410348542,,72.56825042607436,8.450344073416574,,,0,0,-0.0,0.0,0.0,-8.956988412434086e-05,1.0,1.0265574734481233
2021-04-28,3719.052794203226,3753.83553490439,3685.6314195945347,3716.0269515555246,4183678,71.81940586648824,67.17784197554198,81.10253364838076,,71.61092690766219,13.924691672838776,,,0,0,0.0,0.0,0.0,0.006535449213280975,1.0,1.0332664876803574
2021-04-29,3679.548362092151,3713.4661633672513,3678.701692854806,3678.701692854806,1525958,68.03804587802,67.46457660970131,69.18498441465738,,61.60498460923837,1.7204078049560678,,0.018694265303036462,0,0,-0.0,0.0,0.0,-0.010044399351058053,1.0,1.0228879464420308
2021-04-30,3686.546292968905,3687.185536242411,3681.492425193991,3687.185536242411,2081540,67.00480059707483,67.31131793882582,66.39176591357284,,58.4609888926228,-0.9195520252529832,,0.018973704551967587,0,0,0.0,0.0,0.0,0.0023062058562899335,1.0,1.0252469366144439
2021-05-03,3665.1002895161687,3667.457279727035,3641.2891651925847,3661.386539277018,2796904,61.79205717565401,65.47156435110188,54.433042824758274,,58.546381586767886,-11.038521526343601,,0.018231021523730222,0,0,-0.0,0.0,0.0,-0.006996934846865588,1.0,1.018073350597004
2021-05-04,3714.9389145839164,3723.9078392763777,3673.0926641905935,3711.0179435902965,4138505,67.01987536724937,65.98766802315103,69.08429005544605,,59.170727670079906,3.0966220322950164,,0.01676369870019447,0,0,0.0,0.0,0.0,0.013555357726059425,1.0,1.0318736990557145
2021-05-05,3717.497022459902,3727.9332582821,3717.497022459902,3727.9332582821,2405289,71.64172392759787,67.87235332463331,79.18046513352698,,59.718031699260465,11.30811180889367,,0.014155328701416715,0,0,0.0,0.0,0.0,0.004558133360960781,1.0,1.0365771169876783
2021-05-06,3684.391315828053,3692.5795261815765,3618.418374938898,3681.7819638676597,3477643,63.358283588405726,66.36766341255745,57.33952394010228,,48.70100783977026,-9.028139472455166,,0.011540709051399109,0,0,-0.0,0.0,0.0,-0.012379860694101463,1.0,1.0237444366806776
2021-05-07,3689.1353655875205,3719.3935432797853,3687.644951078188,3691.837948018902,1129674,60.31130018752016,64.34887567087836,52.23614922080378,,49.38018850419319,-12.112726450074575,,0.01033816575554064,0,0,0.0,0.0,0.0,0.0027312818222071655,1.0,1.0265405712511693
2021-05-10,3682.391637254231,3696.3709526117764,3682.391637254231,3684.0337406402987,3843579,56.358949255803374,61.68556686585336,45.70571403570341,,49.68134026331415,-15.979852830149952,,0.009891638773767456,0,0,-0.0,0.0,0.0,-0.0021139084349005577,1.0,1.0243705584788338
2021-05-11,3676.629549154151,3706.5571544489753,3662.2751471539723,3687.452661515243,4255651,58.58478037030752,60.65197136733808,54.4503983762464,,57.38815071753517,-6.20157299109168,,0.008576798040534734,0,0,0.0,0.0,0.0,0.0009280373404914055,1.0,1.0253212126076023
2021-05-12,3647.1876126765546,3656.7942597621445,3638.4733373394115,3648.471292903999,2912935,48.20380600008441,56.50258291158685,31.606252177079554,,56.6723182071849,-24.896330734507295,,0.008431548743216933,0,0,-0.0,0.0,0.0,-0.010571354316783577,1.0,1.014482178780613
