date,open,high,low,close,volume
2021-04-05 10:48:45.829551,3029.0480819855347,3035.148079520699,3015.5014245903367,3015.5014245903367,67847750
2021-04-06 10:48:45.829551,3018.765384127104,3019.190805583202,3018.765384127104,3019.190805583202,50134503
2021-04-07 10:48:45.829551,3046.7883569848113,3046.7883569848113,3029.94406816447,3046.6494450544837,47751469
2021-04-08 10:48:45.829551,3084.226877704393,3101.064036135389,3071.616500393711,3101.064036135389,40712079
2021-04-09 10:48:45.829551,3094.436060830032,3120.3715446417145,3094.436060830032,3101.7981513359796,79356579
2021-04-12 10:48:45.829551,3102.886521079029,3123.2335428332367,3044.931331971968,3102.498290595401,39266719
2021-04-13 10:48:45.829551,3146.63289599894,3159.551770792604,3146.63289599894,3159.551770792604,45711520
2021-04-14 10:48:45.829551,3169.714404709459,3194.518649381555,3169.714404709459,3191.9014320421797,54158368
2021-04-15 10:48:45.829551,3176.0778653924017,3199.525087452224,3176.0778653924017,3184.9608854284998,56002129
2021-04-16 10:48:45.829551,3210.1249877243677,3257.0272976916326,3210.1249877243677,3210.291162344319,59579320
2021-04-19 10:48:45.829551,3224.4088488854204,3225.9653290815327,3203.397186406736,3203.397186406736,68076085
2021-04-20 10:48:45.829551,3213.4064208741966,3221.605140867798,3165.6888327465076,3196.3838602641918,55061576
2021-04-21 10:48:45.829551,3216.895805319002,3216.895805319002,3197.1389600468024,3211.993905867465,39439692
2021-04-22 10:48:45.829551,3167.8557791877793,3202.7764341451925,3158.230877901194,3158.230877901194,47430548
2021-04-23 10:48:45.829551,3114.169203525303,3124.0094097751557,3105.9013383710717,3111.260621263878,53078323
2021-04-26 10:48:45.829551,3100.290410735115,3101.168815637611,3080.3435003526633,3101.168815637611,70682260
2021-04-27 10:48:45.829551,3068.882042470398,3120.213584110737,3030.0134433114563,3077.0314487871497,36021945
2021-04-28 10:48:45.829551,3095.016238688448,3115.5182571531186,3066.4669359182744,3093.9256488002175,62025765
2021-04-29 10:48:45.829551,3065.458363666864,3072.933299173946,3049.5529889779577,3072.933299173946,51799143
2021-04-30 10:48:45.829551,3035.4911432381527,3036.470016375124,3034.6455231645937,3036.470016375124,58378305
2021-05-03 10:48:45.829551,3118.421215304219,3118.421215304219,3075.930026704527,3087.920793865072,48980052
2021-05-04 10:48:45.829551,3102.3162903572875,3102.3162903572875,3049.231441190592,3087.8138262745747,41575673
2021-05-05 10:48:45.829551,3098.917304103899,3102.795856908577,3096.686334280184,3096.686334280184,57508727
2021-05-06 10:48:45.829551,3077.6869346363915,3077.6869346363915,3059.1835433872834,3059.1835433872834,56544310
2021-05-07 10:48:45.829551,3039.873851604228,3100.851861919532,3039.873851604228,3049.019824559635,59720569
2021-05-10 10:48:45.829551,3035.3943176438,3091.582086861449,3035.3943176438,3058.80566422626,49866953
2021-05-11 10:48:45.829551,3011.3818155150757,3035.6210768678043,2992.5712872439826,3029.845113720848,44001779
2021-05-12 10:48:45.829551,3050.645247735624,3076.0784591466054,3047.393026153849,3047.393026153849,34412130
2021-05-13 10:48:45.829551,3012.502176990031,3035.1248769030453,3012.502176990031,3035.1248769030453,58193732
2021-05-14 10:48:45.829551,3029.9328731931573,3044.252702232431,3029.9328731931573,3032.1868107077057,54238894
2021-05-17 10:48:45.829551,3024.8094712102784,3074.3559297694705,2992.1355965807466,3019.7199450593544,40342173
2021-05-18 10:48:45.829551,3090.8658634168614,3090.8658634168614,3064.8485130687336,3081.4151221996985,44614263
2021-05-19 10:48:45.829551,3091.3277862989494,3091.3277862989494,3073.443029096021,3086.659681368354,45332411
2021-05-20 10:48:45.829551,3065.4435698721127,3065.4435698721127,3059.5054244622256,3059.5054244622256,35170155
2021-05-21 10:48:45.829551,3087.4482484519053,3090.0812483177633,3087.4482484519053,3090.0812483177633,41823176
2021-05-24 10:48:45.829551,3055.139216942237,3057.594067201262,3041.8384585946474,3057.594067201262,38661696
2021-05-25 10:48:45.829551,3069.0518818137753,3069.0986244950905,3069.0518818137753,3069.0986244950905,45875209
2021-05-26 10:48:45.829551,3007.2795278308454,3013.8638886877848,2948.0381859464214,3013.8638886877848,42613025
2021-05-27 10:48:45.829551,2960.819783946511,2979.0169920887924,2960.819783946511,2978.551791923068,33729950
2021-05-28 10:48:45.829551,2974.8164954701897,3015.976751655504,2974.8164954701897,2989.0076181937975,70225902
2021-05-31 10:48:45.829551,3037.963584252594,3037.963584252594,3015.574482141388,3015.574482141388,62525407
