date,open,high,low,close,volume,OBV,price_change,OBV_ma,OBV_change
2021-04-05,4207.055051616816,4237.959501511599,4186.30528036635,4195.763419016809,58047647,0.0,,,
2021-04-06,4209.232365543287,4209.232365543287,4163.666269908691,4193.19496672441,36584233,-36584233.0,-2.5684522923993427,,-inf
2021-04-07,4255.4772132133685,4255.4772132133685,4217.091366626618,4247.175827854569,51693699,15109466.0,53.98086113015961,,-141.30048592244643
2021-04-08,4349.2411312993845,4379.187783231388,4315.285309146717,4364.136176876028,52543249,67652715.0,116.96034902145857,,347.7505359884988
2021-04-09,4351.896265074788,4369.662143034738,4351.896265074788,4354.528466936051,66509070,1143645.0,-9.607709939977212,,-98.30953569269171
2021-04-12,4344.780312330761,4376.53902588787,4327.836493915902,4344.865315039808,57342877,-56199232.0,-9.663151896243107,,-5014.045180103966
2021-04-13,4473.7231015176885,4509.007427898737,4441.813428369514,4465.700991420317,52330456,-3868776.0,120.83567638050954,,-93.11596286582706
2021-04-14,4537.099368650536,4544.518473543711,4484.674969794578,4528.020590168061,63642804,59774028.0,62.31959874774384,,-1645.0371900570103
2021-04-15,4491.295004002554,4569.325898683118,4491.295004002554,4501.209013163425,71448766,-11674738.0,-26.811577004636092,,-119.53145603639092
2021-04-16,4548.303119148682,4571.491131276379,4499.712110056617,4547.184572361304,59378232,47703494.0,45.97555919787919,,-508.6044072252414
2021-04-19,4526.846420961343,4529.330966221517,4490.930219930294,4520.644814092214,50742368,-3038874.0,-26.53975826909027,,-106.37033840749694
2021-04-20,4513.474872820232,4513.474872820232,4487.084992519135,4493.8481395186855,30918753,-33957627.0,-26.796674573528435,,1017.4410982488907
2021-04-21,4527.458060342562,4528.860976282403,4516.107979461023,4517.909370249534,34555869,598242.0,24.061230730848365,,-101.76173087713107
2021-04-22,4397.075851781626,4397.075851781626,4386.691806266057,4386.691806266057,48412894,-47814652.0,-131.2175639834768,,-8092.526770103069
2021-04-23,4270.003203419213,4310.602213827385,4268.929653486055,4268.929653486055,43615904,-91430556.0,-117.762152780002,,91.21870007544968
2021-04-26,4252.683808520634,4263.4550360361445,4230.686612214109,4234.764919793904,48002198,-139432754.0,-34.16473369215146,,52.501264456928375
2021-04-27,4173.167605584186,4173.167605584186,4124.962205872213,4168.043877645229,52450524,-191883278.0,-66.72104214867431,,37.61707525335116
2021-04-28,4185.908872070293,4217.874637114502,4173.493176862081,4196.750184608248,58629404,-133253874.0,28.706306963018505,,-30.55472296027797
2021-04-29,4154.7441985196765,4170.544964068064,4128.417917121464,4137.325602996052,50378822,-183632696.0,-59.42458161219565,,37.80664718235509
2021-04-30,4049.92222534281,4094.6792929888907,4041.4605796496853,4041.4605796496853,59669563,-243302259.0,-95.8650233463668,-49204597.95,32.49397536482284
2021-05-03,4147.1515063232355,4191.394709939788,4101.232513358482,4152.670954437468,53645160,-189657099.0,111.21037478778271,-58687452.9,-22.048771852956783
2021-05-04,4135.998650623672,4177.432958816152,4135.998650623672,4141.956768048324,20626676,-210283775.0,-10.714186389143833,-67372430.0,10.875773229031616
2021-05-05,4155.90820735123,4170.31966696372,4140.087274231079,4152.213872073276,36156996,-174126779.0,10.257104024952241,-76834242.25,-17.19438221042018
2021-05-06,4060.510337441285,4080.5427122418464,4054.875866896554,4054.875866896554,50239204,-224365983.0,-97.33800517672262,-91435177.15,28.85208368782839
2021-05-07,4023.14829698876,4066.9953910518093,4002.2248405585137,4020.768497409463,32702858,-257068841.0,-34.10736948709064,-104345801.45,14.575675671833022
2021-05-10,4037.450236522369,4037.450236522369,3997.159705189647,4033.683074940922,59319099,-197749742.0,12.91457753145869,-111423326.95,-23.07518047276682
2021-05-11,3975.748337729462,3975.748337729462,3955.5754089679576,3955.5754089679576,74935884,-272685626.0,-78.10766597296424,-124864169.45,37.8943017786592
2021-05-12,4000.0385709051684,4000.0385709051684,3986.9284151987945,3987.221132402552,69075106,-203610520.0,31.6457234345944,-138033396.85,-25.33140709074265
2021-05-13,3950.656318426304,3973.1740805147747,3948.398202748512,3948.398202748512,47781614,-251392134.0,-38.822929654039854,-150019266.65,23.467163680933577
2021-05-14,3942.745710481393,3976.3903576086,3915.602592424068,3931.643018960748,72787054,-324179188.0,-16.755183787764054,-168613400.75,28.95359247795717
2021-05-17,3880.329920319368,3894.0144859945103,3862.80888409713,3892.3868677676082,53238548,-377417736.0,-39.256151193139885,-187332343.85,16.422568126119195
2021-05-18,4034.4444617093427,4034.4444617093427,3975.8273787284093,4029.6339606463666,48349654,-329068082.0,137.2470928787584,-202087866.6,-12.810647033291511
2021-05-19,4054.2453906643746,4054.2453906643746,4032.3580774426314,4032.3580774426314,40866516,-288201566.0,2.7241167962647523,-216527857.0,-12.418863522594691
2021-05-20,3957.1181188680475,3997.24968373917,3953.9403522941675,3959.7083133020474,47297679,-335499245.0,-72.64976414058401,-230912086.65,16.411319222325105
2021-05-21,4012.0150989203826,4051.307111133618,3982.846619273696,4022.2432685110316,45732076,-289767169.0,62.53495520898423,-240828917.3,-13.631051837389386
2021-05-24,3929.754765714446,3963.323103337758,3908.9839869664006,3937.457482535453,54709556,-344476725.0,-84.78578597557862,-251081115.85,18.88052265852105
2021-05-25,3942.4810968484353,3964.587648480194,3928.5119549447127,3955.4109361453034,52862505,-291614220.0,17.953453609850385,-256067662.95,-15.345740702800747
2021-05-26,3808.0411379838156,3817.027511363396,3767.7958470631397,3817.027511363396,53671114,-345285334.0,-138.38342478190725,-266669235.95,18.404834304719444
2021-05-27,3719.766660142096,3750.314940782569,3690.7404148371384,3723.9058719939785,59054716,-404340050.0,-93.12163936941761,-277704603.65,17.103163727191493
2021-05-28,3724.60804061087,3740.380105356714,3699.9728458785994,3740.380105356714,68300136,-336039914.0,16.474233362735504,-282341486.4,-16.891756332324736
2021-05-31,3795.817928452045,3860.562914711581,3771.063792166676,3795.6400837289043,65699192,-270340722.0,55.25997837219029,-286375667.55,-19.551008455501506
2021-06-01,3820.1696357090887,3838.1377279524368,3777.7315757392475,3809.8569947039505,28099691,-242241031.0,14.216910975046176,-287973530.35,-10.394176205536654
2021-06-02,3792.837612378477,3805.1576004838653,3750.855054742968,3803.194732947884,11866358,-254107389.0,-6.662261756066528,-291972560.85,4.898574758790564
2021-06-03,3800.2060612832875,3800.2060612832875,3782.96387269677,3782.96387269677,64549587,-318656976.0,-20.23086025111388,-296687110.5,25.40248327843784
2021-06-04,3683.377104932485,3690.4014384014768,3677.741421267584,3677.741421267584,32357881,-351014857.0,-105.2224514291861,-301384411.3,10.15445555474046
2021-06-07,3638.138310768354,3638.138310768354,3595.464427605518,3626.9247959277495,48029612,-399044469.0,-50.816625339834445,-311449147.65,13.683070970411947
2021-06-08,3587.456795120174,3633.015950082904,3586.047846438523,3594.550653997488,33348949,-432393418.0,-32.37414193026143,-319434537.25,8.357201161958727
2021-06-09,3680.645315355397,3690.0250290007034,3665.7445660340513,3671.233829589862,25059051,-407334367.0,76.68317559237403,-329620729.6,-5.795428412372361
2021-06-10,3684.2138314123063,3696.322250127405,3684.2138314123063,3696.322250127405,58800681,-348533686.0,25.08842053754279,-334477807.2,-14.435482434999159
2021-06-11,3579.0412001744035,3624.2736538789127,3537.697828718993,3569.507963543123,64940037,-413473723.0,-126.81428658428194,-338942533.95,18.632355955401113
2021-06-14,3594.594781719581,3608.1765416492,3592.7426581403124,3592.7426581403124,41999055,-371474668.0,23.234694597189446,-338645380.55,-10.157611636181297
2021-06-15,3570.609453894855,3595.395777702672,3538.7154849473545,3564.6929417381916,11921241,-383395909.0,-28.049716402120794,-341361771.9,3.209166607290692
2021-06-16,3503.0079343567472,3516.6386567096633,3473.167794985897,3515.406011387452,43208359,-426604268.0,-49.28693035073957,-348281907.0,11.269906116812534
2021-06-17,3549.117479858994,3580.6612155165135,3549.117479858994,3558.6732632082353,57092885,-369511383.0,43.26725182078326,-349982513.9,-13.38310215874352
2021-06-18,3638.4141574776695,3653.214088462577,3631.906925571606,3631.906925571606,29832723,-339678660.0,73.23366236337051,-352478088.45,-8.073559942265707
2021-06-21,3687.215912008102,3697.736134056743,3687.215912008102,3697.736134056743,54530655,-285148005.0,65.82920848513731,-349511652.45,-16.05360048229112
2021-06-22,3640.9177009849554,3694.3723072268854,3595.1495367976545,3635.865234024082,51472035,-336620040.0,-61.87090003266121,-351761943.45,18.050988994294382
2021-06-23,3597.116955734123,3654.349014087793,3597.116955734123,3611.9309779168284,59352016,-395972056.0,-23.934256107253532,-354296279.55,17.63175359375515
2021-06-24,3643.1344878292502,3643.1344878292502,3610.417394817673,3633.8879776062745,52397934,-343574122.0,21.956999689446093,-351257983.15,-13.232735291805541
2021-06-25,3688.3227086367797,3702.0111538126007,3688.3227086367797,3702.0111538126007,37244132,-306329990.0,68.1231762063262,-349772486.95,-10.840202918425856
2021-06-28,3671.246324067255,3687.477434474139,3618.175208786784,3665.1734987823684,68953645,-375283635.0,-36.83765503023233,-355019632.6,22.50959659548841
2021-06-29,3656.09839486261,3665.7444310273895,3607.003179682178,3649.2491454127553,48058429,-423342064.0,-15.924353369613073,-364074684.25,12.805895199773376
2021-06-30,3559.3619590616568,3588.696642106454,3535.9460378940516,3566.8177332957625,51901495,-475243559.0,-82.43141211699276,-375131492.75,12.2599428248642
2021-07-01,3483.7710942879944,3495.607040938482,3465.435639044223,3477.698755084664,38563565,-513807124.0,-89.11897821109869,-384889000.15,8.114484514244612
2021-07-02,3535.7538761736473,3557.856704161695,3505.2718644164165,3532.9934537393433,44915861,-468891263.0,55.29469865467945,-390782820.45,-8.741774666401858
2021-07-05,3621.358933297986,3673.2295190101477,3621.358933297986,3627.222431100781,39325786,-429565477.0,94.2289773614375,-392308870.85,-8.386973506051444
2021-07-06,3607.4582524561492,3645.21372918258,3607.4582524561492,3618.406334428586,47649454,-477214931.0,-8.816096672194817,-394549946.5,11.092477527005729
2021-07-07,3665.112971123638,3686.8205171261297,3665.112971123638,3686.8205171261297,77531269,-399683662.0,68.41418269754377,-394167411.25,-16.24661425356786
2021-07-08,3712.7020733544477,3753.9678960606557,3708.811714779952,3708.811714779952,30014427,-369669235.0,21.991197653822383,-395224188.7,-7.509545636618997
2021-07-09,3640.9399803494634,3708.7544228074817,3640.9399803494634,3658.112654810068,27182513,-396851748.0,-50.699059969884274,-394393089.95,7.353198596577837
2021-07-12,3680.7340958539025,3763.9917040788387,3638.096106111015,3679.6815869685774,72653717,-324198031.0,21.568932158509597,-392029258.1,-18.30752097380204
2021-07-13,3782.778375748998,3785.770439155075,3782.778375748998,3785.770439155075,49662450,-274535581.0,106.08885218649766,-386586241.7,-15.318553862531015
2021-07-14,3786.044103164912,3798.9655316745598,3749.5136722027455,3778.345994010099,40160408,-314695989.0,-7.424445144976289,-380990827.75,14.62848926675191
2021-07-15,3882.4421558672093,3885.9633691076738,3882.4421558672093,3885.9633691076738,68367957,-246328032.0,107.61737509757495,-374831660.2,-21.72508051890042
2021-07-16,3688.467019308922,3719.1383075541644,3688.467019308922,3692.1160977349277,46166069,-292494101.0,-193.84727137274604,-372472432.25,18.74170333971572
2021-07-19,3754.106792536924,3754.106792536924,3741.1629560432057,3745.882288011999,78825486,-213668615.0,53.76619027707147,-368898462.75,-26.949427605721187
2021-07-20,3750.3232976027157,3804.7813845937208,3697.938456975549,3746.557355232831,60186906,-153481709.0,0.6750672208318065,-359741546.2,-28.168341897100802
2021-07-21,3722.786346720912,3722.786346720912,3683.891302490086,3719.2587492912344,43415308,-196897017.0,-27.298605941596634,-349787794.25,28.286958936585727
2021-07-22,3725.1585253024164,3725.1585253024164,3719.921609358715,3719.921609358715,82377442,-114519575.0,0.6628600674807785,-338335066.9,-41.83783139792311
2021-07-23,3554.253728940171,3574.889299465124,3552.796811637955,3570.7029446463284,45093247,-159612822.0,-149.21866471238673,-330999208.5,39.37601672028559
2021-07-26,3556.6639014996963,3556.6639014996963,3536.1070863666064,3548.6072640781745,61754088,-221366910.0,-22.095680568153966,-323303372.25,38.689929309062656
2021-07-27,3574.4344211635525,3598.2292838614426,3567.878777926642,3567.878777926642,55029527,-166337383.0,19.271513848467748,-310453138.2,-24.858966952197147
2021-07-28,3656.5030781180712,3667.6897128738688,3656.5030781180712,3667.6897128738688,72247476,-94089907.0,99.81093494722654,-291395455.6,-43.43429883106914
2021-07-29,3620.9711727280333,3638.737756411087,3615.1916376007657,3623.624540710976,74638720,-168728627.0,-44.06517216289285,-274141530.75,79.32702069734216
2021-07-30,3558.096062262204,3558.515689061356,3539.8263282683174,3558.515689061356,52309725,-221038352.0,-65.10885164961974,-261748885.2,31.00228214385932
2021-08-02,3513.9306647670114,3522.654718959539,3494.692845522343,3515.3490742066024,39926678,-260965030.0,-43.16661485475379,-253318862.85,18.063235469652806
2021-08-03,3577.659762737983,3623.6177465077226,3574.080036013972,3574.080036013972,58542829,-202422201.0,58.73096180736957,-239579226.35,-22.43320838811238
2021-08-04,3605.8569696771383,3612.5703263469595,3588.002852819317,3590.4392631965725,40289902,-162132299.0,16.359227182600534,-227701658.2,-19.90389483019207
2021-08-05,3556.3620672547295,3556.3620672547295,3525.205955679955,3544.857939136077,81486652,-243618951.0,-45.58132406049526,-221399144.0,50.25935763730829
2021-08-06,3560.181487486998,3587.879927649317,3560.181487486998,3574.2520940870686,52870416,-190748535.0,29.39415495099138,-211093983.35,-21.70209492446259
2021-08-09,3580.2324084023353,3588.2439489355033,3556.5024656810137,3573.563388774496,44539448,-235287983.0,-0.6887053125724378,-206648480.95,23.349824416737984
2021-08-10,3650.009839123135,3660.367358521769,3602.396314393956,3635.5157650216343,54474292,-180813691.0,61.95237624713809,-201962386.45,-23.152177729365807
2021-08-11,3581.2225327189785,3581.2225327189785,3546.4739657315436,3577.0716073884187,31426960,-212240651.0,-58.44415763321558,-196839619.55,17.380851984267064
2021-08-12,3557.0870695884514,3572.270466734755,3510.4803271105698,3545.482912223251,36316745,-248557396.0,-31.588695165167792,-196951087.75,17.111116475043218
