date,open,high,low,close,volume,OBV,price_change,RSI,signal,OBV_ma,OBV_change,position,strategy_returns,cumulative_returns,benchmark_returns,benchmark_cumulative,drawdown
2021-04-05,4207.055051616816,4237.959501511599,4186.30528036635,4195.763419016809,58047647,0.0,,,0,,,0.0,0.0,1.0,,,0.0
2021-04-06,4209.232365543287,4209.232365543287,4163.666269908691,4193.19496672441,36584233,-36584233.0,-2.5684522923993427,,0,,-inf,0.0,0.0,1.0,-0.0006121537455515691,0.9993878462544484,0.0
2021-04-07,4255.4772132133685,4255.4772132133685,4217.091366626618,4247.175827854569,51693699,15109466.0,53.98086113015961,,0,,-141.30048592244643,0.0,0.0,1.0,0.01287344412996072,1.0122534098573668,0.0
2021-04-08,4349.2411312993845,4379.187783231388,4315.285309146717,4364.136176876028,52543249,67652715.0,116.96034902145857,,0,,347.7505359884988,0.0,0.0,1.0,0.027538381682808755,1.0401292306177436,0.0
2021-04-09,4351.896265074788,4369.662143034738,4351.896265074788,4354.528466936051,66509070,1143645.0,-9.607709939977212,,0,,-98.30953569269171,0.0,0.0,1.0,-0.0022015146985754352,1.0378393708281208,0.0
2021-04-12,4344.780312330761,4376.53902588787,4327.836493915902,4344.865315039808,57342877,-56199232.0,-9.663151896243107,,0,,-5014.045180103966,0.0,0.0,1.0,-0.0022191040820184194,1.0355362972438367,0.0
2021-04-13,4473.7231015176885,4509.007427898737,4441.813428369514,4465.700991420317,52330456,-3868776.0,120.83567638050954,,0,,-93.11596286582706,0.0,0.0,1.0,0.027811144332192672,1.0643357466677095,0.0
2021-04-14,4537.099368650536,4544.518473543711,4484.674969794578,4528.020590168061,63642804,59774028.0,62.31959874774384,,0,,-1645.0371900570103,0.0,0.0,1.0,0.013955166023760901,1.0791887287174808,0.0
2021-04-15,4491.295004002554,4569.325898683118,4491.295004002554,4501.209013163425,71448766,-11674738.0,-26.811577004636092,,0,,-119.53145603639092,0.0,0.0,1.0,-0.005921257748441655,1.0727985740955315,0.0
2021-04-16,4548.303119148682,4571.491131276379,4499.712110056617,4547.184572361304,59378232,47703494.0,45.97555919787919,,0,,-508.6044072252414,0.0,0.0,1.0,0.010214046729095871,1.0837561888622507,0.0
2021-04-19,4526.846420961343,4529.330966221517,4490.930219930294,4520.644814092214,50742368,-3038874.0,-26.53975826909027,,0,,-106.37033840749694,0.0,0.0,1.0,-0.005836525403082216,1.0774308183352086,0.0
2021-04-20,4513.474872820232,4513.474872820232,4487.084992519135,4493.8481395186855,30918753,-33957627.0,-26.796674573528435,,0,,1017.4410982488907,0.0,0.0,1.0,-0.005927622203362515,1.0710442154938578,0.0
2021-04-21,4527.458060342562,4528.860976282403,4516.107979461023,4517.909370249534,34555869,598242.0,24.061230730848365,,0,,-101.76173087713107,0.0,0.0,1.0,0.005354259864559063,1.0767788645500447,0.0
2021-04-22,4397.075851781626,4397.075851781626,4386.691806266057,4386.691806266057,48412894,-47814652.0,-131.2175639834768,64.52284364025778,0,,-8092.526770103069,0.0,0.0,1.0,-0.02904386813235904,1.045505041200342,0.0
2021-04-23,4270.003203419213,4310.602213827385,4268.929653486055,4268.929653486055,43615904,-91430556.0,-117.762152780002,54.719791294354145,0,,91.21870007544968,0.0,0.0,1.0,-0.026845321709582537,1.0174381220203284,0.0
2021-04-26,4252.683808520634,4263.4550360361445,4230.686612214109,4234.764919793904,48002198,-139432754.0,-34.16473369215146,52.57655438278588,0,,52.501264456928375,0.0,0.0,1.0,-0.008003114706809922,1.0092954480227183,0.0
2021-04-27,4173.167605584186,4173.167605584186,4124.962205872213,4168.043877645229,52450524,-191883278.0,-66.72104214867431,45.17156464668865,0,,37.61707525335116,0.0,0.0,1.0,-0.015755548043956513,0.9933934451008498,0.0
2021-04-28,4185.908872070293,4217.874637114502,4173.493176862081,4196.750184608248,58629404,-133253874.0,28.706306963018505,38.55375106960116,0,,-30.55472296027797,0.0,0.0,1.0,0.006887237228230925,1.0002351814182289,0.0
2021-04-29,4154.7441985196765,4170.544964068064,4128.417917121464,4137.325602996052,50378822,-183632696.0,-59.42458161219565,36.09455998948712,0,,37.80664718235509,0.0,0.0,1.0,-0.014159666169823004,0.9860721851580344,0.0
2021-04-30,4049.92222534281,4094.6792929888907,4041.4605796496853,4041.4605796496853,59669563,-243302259.0,-95.8650233463668,32.506675634968715,0,-49204597.95,32.49397536482284,0.0,0.0,1.0,-0.02317077081797625,0.9632241325457566,0.0
2021-05-03,4147.1515063232355,4191.394709939788,4101.232513358482,4152.670954437468,53645160,-189657099.0,111.21037478778271,31.749141063349185,0,-58687452.9,-22.048771852956783,0.0,0.0,1.0,0.02751737214703276,0.989729529462021,0.0
2021-05-04,4135.998650623672,4177.432958816152,4135.998650623672,4141.956768048324,20626676,-210283775.0,-10.714186389143833,26.04976268026347,-1,-67372430.0,10.875773229031616,0.0,0.0,1.0,-0.002580071117287752,0.9871759568891292,0.0
2021-05-05,4155.90820735123,4170.31966696372,4140.087274231079,4152.213872073276,36156996,-174126779.0,10.257104024952241,27.895367475548923,0,-76834242.25,-17.19438221042018,0.0,0.0,1.0,0.002476390894293523,0.989620590439835,0.0
2021-05-06,4060.510337441285,4080.5427122418464,4054.875866896554,4054.875866896554,50239204,-224365983.0,-97.33800517672262,20.72305215781458,-1,-91435177.15,28.85208368782839,0.0,0.0,1.0,-0.023442435331039402,0.9664214737461841,0.0
2021-05-07,4023.14829698876,4066.9953910518093,4002.2248405585137,4020.768497409463,32702858,-257068841.0,-34.10736948709064,20.53819369518679,0,-104345801.45,14.575675671833022,0.0,0.0,1.0,-0.008411446023672053,0.9582924716836505,0.0
2021-05-10,4037.450236522369,4037.450236522369,3997.159705189647,4033.683074940922,59319099,-197749742.0,12.91457753145869,22.427514832763677,0,-111423326.95,-23.07518047276682,0.0,0.0,1.0,0.003211967448456532,0.9613704759087993,0.0
2021-05-11,3975.748337729462,3975.748337729462,3955.5754089679576,3955.5754089679576,74935884,-272685626.0,-78.10766597296424,18.35525059281015,0,-124864169.45,37.8943017786592,0.0,0.0,1.0,-0.019363857923842542,0.9427546346011244,0.0
2021-05-12,4000.0385709051684,4000.0385709051684,3986.9284151987945,3987.221132402552,69075106,-203610520.0,31.6457234345944,24.683039426518093,0,-138033396.85,-25.33140709074265,0.0,0.0,1.0,0.008000283185816137,0.9502969386526741,0.0
2021-05-13,3950.656318426304,3973.1740805147747,3948.398202748512,3948.398202748512,47781614,-251392134.0,-38.822929654039854,27.427350677181394,0,-150019266.65,23.467163680933577,0.0,0.0,1.0,-0.009736838857153263,0.941044050494567,0.0
2021-05-14,3942.745710481393,3976.3903576086,3915.602592424068,3931.643018960748,72787054,-324179188.0,-16.755183787764054,28.11678855402444,0,-168613400.75,28.95359247795717,0.0,0.0,1.0,-0.00424353951334,0.9370506928824998,0.0
2021-05-17,3880.329920319368,3894.0144859945103,3862.80888409713,3892.3868677676082,53238548,-377417736.0,-39.256151193139885,29.277809894027882,0,-187332343.85,16.422568126119195,0.0,0.0,1.0,-0.009984668242722705,0.9276945525874546,0.0
2021-05-18,4034.4444617093427,4034.4444617093427,3975.8273787284093,4029.6339606463666,48349654,-329068082.0,137.2470928787584,39.19971728121512,0,-202087866.6,-12.810647033291511,0.0,0.0,1.0,0.035260393568605775,0.9604054276231399,0.0
2021-05-19,4054.2453906643746,4054.2453906643746,4032.3580774426314,4032.3580774426314,40866516,-288201566.0,2.7241167962647523,42.67973668884343,0,-216527857.0,-12.418863522594691,0.0,0.0,1.0,0.0006760209048435328,0.9610546817693383,0.0
2021-05-20,3957.1181188680475,3997.24968373917,3953.9403522941675,3959.7083133020474,47297679,-335499245.0,-72.64976414058401,44.107946850702895,0,-230912086.65,16.411319222325105,0.0,0.0,1.0,-0.018016694635080488,0.9437396530402856,0.0
2021-05-21,4012.0150989203826,4051.307111133618,3982.846619273696,4022.2432685110316,45732076,-289767169.0,62.53495520898423,39.89049946340236,0,-240828917.3,-13.631051837389386,0.0,0.0,1.0,0.0157928186272982,0.9586439622121402,0.0
2021-05-24,3929.754765714446,3963.323103337758,3908.9839869664006,3937.457482535453,54709556,-344476725.0,-84.78578597557862,35.78180476680302,0,-251081115.85,18.88052265852105,0.0,0.0,1.0,-0.021079228757579616,0.938436486835598,0.0
2021-05-25,3942.4810968484353,3964.587648480194,3928.5119549447127,3955.4109361453034,52862505,-291614220.0,17.953453609850385,36.4617945766067,0,-256067662.95,-15.345740702800747,0.0,0.0,1.0,0.004559656501557763,0.9427154348640969,0.0
2021-05-26,3808.0411379838156,3817.027511363396,3767.7958470631397,3817.027511363396,53671114,-345285334.0,-138.38342478190725,34.51282639508517,0,-266669235.95,18.404834304719444,0.0,0.0,1.0,-0.034985852801622475,0.9097337314261241,0.0
2021-05-27,3719.766660142096,3750.314940782569,3690.7404148371384,3723.9058719939785,59054716,-404340050.0,-93.12163936941761,32.04971939138473,0,-277704603.65,17.103163727191493,0.0,0.0,1.0,-0.02439637626194513,0.887539525016069,0.0
2021-05-28,3724.60804061087,3740.380105356714,3699.9728458785994,3740.380105356714,68300136,-336039914.0,16.474233362735504,32.340978446712654,0,-282341486.4,-16.891756332324736,0.0,0.0,1.0,0.004423912399782015,0.8914659221260842,0.0
2021-05-31,3795.817928452045,3860.562914711581,3771.063792166676,3795.6400837289043,65699192,-270340722.0,55.25997837219029,40.09828707921086,1,-286375667.55,-19.551008455501506,1.0,0.0,1.0,0.014773893779685965,0.9046363449677848,0.0
2021-06-01,3820.1696357090887,3838.1377279524368,3777.7315757392475,3809.8569947039505,28099691,-242241031.0,14.216910975046176,38.77705863118907,0,-287973530.35,-10.394176205536654,1.0,0.0,1.0,0.003745589850837394,0.9080247416801948,0.0
2021-06-02,3792.837612378477,3805.1576004838653,3750.855054742968,3803.194732947884,11866358,-254107389.0,-6.662261756066528,40.422249994698745,0,-291972560.85,4.898574758790564,1.0,0.0,1.0,-0.001748690768532124,0.9064368871968198,0.0
2021-06-03,3800.2060612832875,3800.2060612832875,3782.96387269677,3782.96387269677,64549587,-318656976.0,-20.23086025111388,40.23775288778592,0,-296687110.5,25.40248327843784,1.0,0.0,1.0,-0.005319438438387003,0.9016151519770932,0.0
2021-06-04,3683.377104932485,3690.4014384014768,3677.741421267584,3677.741421267584,32357881,-351014857.0,-105.2224514291861,37.02996826813539,0,-301384411.3,10.15445555474046,1.0,0.0,1.0,-0.0278148179496559,0.876536890664199,0.0
2021-06-07,3638.138310768354,3638.138310768354,3595.464427605518,3626.9247959277495,48029612,-399044469.0,-50.816625339834445,22.827979073068974,-1,-311449147.65,13.683070970411947,0.0,-0.04444975921832027,0.9555502407816797,-0.01381734589766781,0.8644254772538256,-0.044449759218320284
2021-06-08,3587.456795120174,3633.015950082904,3586.047846438523,3594.550653997488,33348949,-432393418.0,-32.37414193026143,21.596269617244843,0,-319434537.25,8.357201161958727,0.0,0.0,0.9555502407816797,-0.008926058231648604,0.8567095651069373,-0.044449759218320284
2021-06-09,3680.645315355397,3690.0250290007034,3665.7445660340513,3671.233829589862,25059051,-407334367.0,76.68317559237403,31.38201403669703,0,-329620729.6,-5.795428412372361,0.0,0.0,0.9555502407816797,0.021333174289001944,0.8749858995744186,-0.044449759218320284
2021-06-10,3684.2138314123063,3696.322250127405,3684.2138314123063,3696.322250127405,58800681,-348533686.0,25.08842053754279,27.896867389031357,0,-334477807.2,-14.435482434999159,0.0,0.0,0.9555502407816797,0.006833784417470845,0.8809653645804371,-0.044449759218320284
2021-06-11,3579.0412001744035,3624.2736538789127,3537.697828718993,3569.507963543123,64940037,-413473723.0,-126.81428658428194,26.392362443815927,0,-338942533.95,18.632355955401113,0.0,0.0,0.9555502407816797,-0.03430823342848721,0.8507409992099991,-0.044449759218320284
2021-06-14,3594.594781719581,3608.1765416492,3592.7426581403124,3592.7426581403124,41999055,-371474668.0,23.234694597189446,26.88783535168946,0,-338645380.55,-10.157611636181297,0.0,0.0,0.9555502407816797,0.006509214949089737,0.8562786552398604,-0.044449759218320284
2021-06-15,3570.609453894855,3595.395777702672,3538.7154849473545,3564.6929417381916,11921241,-383395909.0,-28.049716402120794,31.287742270493553,0,-341361771.9,3.209166607290692,0.0,0.0,0.9555502407816797,-0.0078073269006804225,0.8495934078603278,-0.044449759218320284
2021-06-16,3503.0079343567472,3516.6386567096633,3473.167794985897,3515.406011387452,43208359,-426604268.0,-49.28693035073957,33.46327705024201,0,-348281907.0,11.269906116812534,0.0,0.0,0.9555502407816797,-0.013826416792776186,0.8378465752988558,-0.044449759218320284
2021-06-17,3549.117479858994,3580.6612155165135,3549.117479858994,3558.6732632082353,57092885,-369511383.0,43.26725182078326,36.175843610283344,0,-349982513.9,-13.38310215874352,0.0,0.0,0.9555502407816797,0.012307896066806379,0.8481587038675638,-0.044449759218320284
2021-06-18,3638.4141574776695,3653.214088462577,3631.906925571606,3631.906925571606,29832723,-339678660.0,73.23366236337051,37.874876248122355,0,-352478088.45,-8.073559942265707,0.0,0.0,0.9555502407816797,0.020578922802636956,0.865612896358839,-0.044449759218320284
2021-06-21,3687.215912008102,3697.736134056743,3687.215912008102,3697.736134056743,54530655,-285148005.0,65.82920848513731,42.286610176669775,0,-349511652.45,-16.05360048229112,0.0,0.0,0.9555502407816797,0.01812524655344161,0.8813023435251817,-0.044449759218320284
2021-06-22,3640.9177009849554,3694.3723072268854,3595.1495367976545,3635.865234024082,51472035,-336620040.0,-61.87090003266121,39.301214752112934,0,-351761943.45,18.050988994294382,0.0,0.0,0.9555502407816797,-0.016732102505319535,0.86655630237514,-0.044449759218320284
2021-06-23,3597.116955734123,3654.349014087793,3597.116955734123,3611.9309779168284,59352016,-395972056.0,-23.934256107253532,39.11596988007244,0,-354296279.55,17.63175359375515,0.0,0.0,0.9555502407816797,-0.006582822675405886,0.8608519158983491,-0.044449759218320284
2021-06-24,3643.1344878292502,3643.1344878292502,3610.417394817673,3633.8879776062745,52397934,-343574122.0,21.956999689446093,46.878493051677154,1,-351257983.15,-13.232735291805541,1.0,0.0,0.9555502407816797,0.00607901973312619,0.8660850516823947,-0.044449759218320284
2021-06-25,3688.3227086367797,3702.0111538126007,3688.3227086367797,3702.0111538126007,37244132,-306329990.0,68.1231762063262,55.21616460993036,1,-349772486.95,-10.840202918425856,1.0,0.0,0.9555502407816797,0.01874663628216755,0.8823212331357069,-0.044449759218320284
2021-06-28,3671.246324067255,3687.477434474139,3618.175208786784,3665.1734987823684,68953645,-375283635.0,-36.83765503023233,54.87585177184425,0,-355019632.6,22.50959659548841,1.0,0.0,0.9555502407816797,-0.0099507142198354,0.8735415066946807,-0.044449759218320284
2021-06-29,3656.09839486261,3665.7444310273895,3607.003179682178,3649.2491454127553,48058429,-423342064.0,-15.924353369613073,48.34315818160847,-1,-364074684.25,12.805895199773376,0.0,0.004227199049927665,0.9595895418516701,-0.004344774776665616,0.8697461655900232,-0.040410458148329886
2021-06-30,3559.3619590616568,3588.696642106454,3535.9460378940516,3566.8177332957625,51901495,-475243559.0,-82.43141211699276,41.01654380932568,-1,-375131492.75,12.2599428248642,0.0,0.0,0.9595895418516701,-0.022588595306136328,0.8500998214364462,-0.040410458148329886
