date,open,high,low,close,volume,body,upper_shadow,lower_shadow,total_range,hammer,hanging_man,bullish_marubozu,bearish_marubozu,bullish_engulfing,bearish_engulfing,morning_star_simple,evening_star_simple,long_lower_shadow,long_upper_shadow,ma5,ma10,ma20,rsi,ema12,ema26,macd_line,signal_line,macd_histogram,uptrend,downtrend,position,signal,daily_return,strategy_return,cumulative_return,benchmark_return,cum_max,drawdown
2021-04-05 10:16:53.648408,4038.730775980713,4046.8641060275986,4020.6685661204488,4020.6685661204488,135695500,18.062209860264375,8.133330046885476,0.0,26.19553990714985,False,False,False,False,False,False,False,False,False,False,,,,,4020.6685661204488,4020.6685661204488,0.0,0.0,0.0,False,False,0,,,,,,,
2021-04-08 10:16:53.648408,4097.56087329584,4119.929941571285,4080.807310502104,4119.929941571285,81424158,22.369068275444988,0.0,16.75356279373591,39.1226310691809,False,False,False,False,True,False,False,False,False,False,,,,,4040.087547808017,4030.2071821343166,9.880365673700453,2.3835332446504216,7.496832429050031,False,False,1,1.0,0.016648303510845563,0.0,1.0,1.0246877786165334,1.0,0.0
2021-04-09 10:16:53.648408,4106.254392247578,4140.670257440224,4106.254392247578,4116.02373822271,158713158,9.769345975131728,24.64651921751465,0.0,34.41586519264638,False,False,False,False,False,False,False,False,False,True,4065.9672388232743,,,,4051.7700386410465,4036.56396406679,15.20607457425649,4.9480415105716355,10.258033063684856,False,False,0,-1.0,-0.0009481237312218838,-0.0009481237312218838,0.9990518762687781,1.023716247816534,1.0,-0.0009481237312218838
2021-04-13 10:16:53.648408,4165.721693315073,4182.824558110524,4165.721693315073,4182.824558110524,91423041,17.10286479545084,0.0,0.0,17.10286479545084,False,False,True,False,True,False,False,False,False,False,4116.669234862358,,,,4079.7864800676507,4052.579198042356,27.207282025294717,11.63103734349737,15.576244681797347,False,False,1,1.0,0.01719798753777746,0.0,0.9990518762687781,1.0403306040583544,1.0,-0.0009481237312218838
2021-04-14 10:16:53.648408,4191.403205072609,4224.202560895822,4191.403205072609,4220.741740221149,108316736,29.33853514853945,3.460820674673414,0.0,32.79935582321286,False,False,True,False,False,False,False,False,False,False,4150.324922397794,,,,4101.47190470665,4065.035682648192,36.43622205845804,16.592074286489506,19.844147771968537,False,False,0,-1.0,0.009064970711502252,0.009064970711502252,1.008108252266426,1.0497611705144227,1.008108252266426,0.0
2021-05-04 10:16:53.648408,4040.824464585693,4040.824464585693,3971.680464704584,4021.934736338335,83151347,18.889728247358107,0.0,50.254271633750704,69.14399988110881,True,True,False,False,False,False,False,False,True,False,4014.364157062561,4061.773662362741,4114.636678598132,22.287295927352574,4060.473848999396,4075.455010467027,-14.981161467630955,6.026664318712463,-21.007825786343417,False,True,1,1.0,-0.0010232942356620534,-0.0,1.008108252266426,1.0003149153423276,1.008108252266426,0.0
2021-05-05 10:16:53.648408,4032.471316814931,4037.518290128774,4029.568263606349,4029.568263606349,115017455,2.9030532085821505,5.046973313842955,0.0,7.950026522425105,False,False,False,False,False,False,False,False,False,False,4011.0289320944603,4042.4001989733383,4113.491926651251,29.966192169423692,4055.719143554312,4072.055992181051,-16.336848626739084,1.553961729622154,-17.890810356361236,False,True,0,-1.0,0.0018979739275839513,0.0018979739275839513,1.0100216154454098,1.0022134869710206,1.0100216154454098,0.0
2021-05-06 10:16:53.648408,4001.0160933648554,4001.0160933648554,3976.96154599152,3976.96154599152,113088620,24.05454737333548,0.0,0.0,24.05454737333548,False,False,False,True,False,False,False,False,False,False,4003.4943611329886,4025.292025224621,4106.343506872263,31.4032048060582,4043.602590083113,4065.0119591299745,-21.409369046861684,-3.038704425674614,-18.37066462118707,False,True,-1,-1.0,-0.013055174692027105,-0.0,1.0100216154454098,0.9891294148199083,1.0100216154454098,0.0
2021-05-07 10:16:53.648408,3948.147121266435,4027.344537882875,3948.147121266435,3960.0257874735917,119441139,11.878666207156584,67.31875040928344,0.0,79.19741661644002,False,False,False,False,False,False,False,False,False,True,4002.9089816373917,4013.1040162686854,4098.543609334806,31.479046370957093,4030.7446204508788,4057.2352056739464,-26.490585223067683,-7.729080585153229,-18.761504637914456,False,True,0,1.0,-0.004258466752085743,0.004258466752085743,1.014322758913672,0.9849172400933878,1.014322758913672,0.0
2021-05-17 10:16:53.648408,3907.969454856449,3971.982097136414,3865.755720325616,3901.39392905001,80684347,6.5755258064391455,64.0126422799649,35.638208724393735,106.22637681079777,False,False,False,False,False,True,False,False,False,False,3925.0322449129453,3958.2724569729944,4019.299146104918,18.674377534773853,3965.1852907144594,4010.16068929119,-44.97539857673064,-31.3926963161205,-13.58270226061014,False,True,-1,-1.0,-0.00493771720406877,-0.0,1.014322758913672,0.9703346259188115,1.014322758913672,0.0
2021-05-18 10:16:53.648408,3990.077492015286,3990.077492015286,3956.491031582098,3977.8772893925243,89228526,12.200202622761935,0.0,21.386257810426287,33.58646043318822,True,True,False,False,False,False,False,False,False,False,3935.019846595887,3953.8667122784136,4007.820187320577,40.10697289928012,3967.1379058957,4007.7693263357332,-40.63142044003325,-33.24044114090305,-7.390979299130201,False,False,0,1.0,0.01960411118011307,-0.01960411118011307,0.9944378627754095,0.9893571738072373,1.014322758913672,-0.01960411118011307
2021-05-20 10:16:53.648408,3951.0869473320354,3951.0869473320354,3943.433200562414,3943.433200562414,70340311,7.653746769621193,0.0,0.0,7.653746769621193,False,False,False,True,False,False,False,False,False,False,3944.9913339323693,3945.7069263340454,3985.499475779333,46.44537087341019,3965.360487094801,4001.201864567616,-35.84137747281511,-34.27833242053396,-1.5630450522811543,False,True,-1,-1.0,-0.00956060805827319,-0.0,0.9944378627754095,0.9807904172433294,1.014322758913672,-0.01960411118011307
2021-05-21 10:16:53.648408,3976.465979635824,3979.8571407334134,3976.465979635824,3979.8571407334134,83646352,3.391161097589247,0.0,0.0,3.391161097589247,False,False,True,False,True,False,False,False,False,False,3956.812061866026,3947.6900616600274,3980.397038964357,52.06774104312781,3967.5907415007414,3999.6207739132306,-32.03003241248916,-33.828672418924995,1.798640006435832,False,False,1,2.0,0.00923660635757817,-0.00923660635757817,0.9852526316898816,0.9898495922466909,1.014322758913672,-0.028659642079730374
2021-05-24 10:16:53.648408,3931.9857782254494,3935.1451878695766,3914.867608168806,3935.1451878695766,77323392,3.1594096441272086,0.0,17.11817005664352,20.27757970077073,True,True,False,False,False,False,False,False,True,False,3963.562313629939,3944.2972792714427,3973.939782075012,51.362953288821146,3962.5991178651775,3994.8448045766636,-32.24568671148609,-33.51207527743722,1.2663885659511323,False,True,0,-1.0,-0.011234562267628867,-0.011234562267628867,0.9741837496498165,0.9787290653670084,1.014322758913672,-0.03957222581384645
2021-05-31 10:16:53.648408,3896.904736815928,3896.904736815928,3868.185433358024,3868.185433358024,125050814,28.71930345790406,0.0,0.0,28.71930345790406,False,False,False,True,False,False,False,False,False,False,3870.163519264575,3916.8629164472572,3937.5676867101256,31.664044096455925,3907.0327355372137,3954.114479842065,-47.08174430485133,-39.574783432997016,-7.506960871854311,False,True,-1,-1.0,0.008261715333773179,0.0,0.9741837496498165,0.9620751797232676,1.014322758913672,-0.03957222581384645
2021-06-01 10:16:53.648408,3927.623479924359,3937.021026001734,3878.101651074473,3878.101651074473,84419611,49.52182884988588,9.397546077374955,0.0,58.91937492726083,False,False,False,False,False,False,False,False,False,False,3856.352677277634,3906.8853526154517,3930.376032446933,33.072498475092985,3902.581799466023,3948.4838999333547,-45.90210046733182,-40.84024683986398,-5.0618536274678405,False,True,0,1.0,0.002563532148933234,-0.002563532148933234,0.9716863982886208,0.964541490376179,1.014322758913672,-0.042034313289701086
2021-06-03 10:16:53.648408,3894.6759289694246,3908.104181184113,3825.037064327863,3868.2388624620144,108349301,26.437066507410236,13.4282522146882,43.20179813415143,83.06711685624987,True,True,False,False,False,False,False,False,False,False,3865.5657888509572,3888.8973986178585,3917.3021624759517,26.821991439931054,3893.9438237228305,3937.624161065991,-43.68033734316032,-42.00303055195781,-1.6773067912025041,False,True,1,1.0,-0.0022117868576043698,-0.0,0.9716863982886208,0.9620884683351271,1.014322758913672,-0.042034313289701086
2021-06-07 10:16:53.648408,3811.5866402249726,3821.7979319017713,3789.4164126966753,3789.4164126966753,83627899,22.170227528297346,10.211291676798737,0.0,32.38151920509608,False,False,False,False,False,False,False,False,False,False,3845.3176547480043,3857.7405870062894,3901.0189331388656,19.99835887257754,3867.4581124021875,3918.1680067783204,-50.70989437613298,-44.51521794147288,-6.194676434660096,False,True,0,-1.0,-0.006450254924163623,-0.006450254924163623,0.9518865087161293,0.9424841541597373,1.014322758913672,-0.06155461824046149
2021-06-08 10:16:53.648408,3808.717427946386,3808.717427946386,3703.349071206646,3774.707680953083,121842135,34.009746993303,0.0,71.3586097464372,105.3683567397402,True,True,False,False,False,False,False,False,True,False,3824.6388607237263,3840.49576900068,3893.357353137629,25.784115955053693,3853.1888152561714,3907.5413159764507,-54.352500720279295,-46.48267449723417,-7.8698262230451235,False,True,1,1.0,-0.0038815295395643323,-0.0,0.9518865087161293,0.938825874074795,1.014322758913672,-0.06155461824046149
2021-06-10 10:16:53.648408,3818.4387049196644,3839.5744485605737,3803.5183360141436,3832.9878675146706,73282751,14.549162595006237,6.586581045903131,14.920368905520718,36.056112546430086,False,False,False,False,False,False,False,False,False,False,3805.682228967785,3835.6240089093712,3882.1170900339685,49.1387562446721,3845.406636963452,3895.828170816553,-50.42153385310121,-48.34374645455495,-2.0777873985462563,False,True,0,-1.0,0.004114573187375736,0.004114573187375736,0.966583308575192,0.9533210222331577,1.014322758913672,-0.04706534475240254
2021-06-11 10:16:53.648408,3778.7371031207817,3788.721824557227,3767.876004594296,3767.876004594296,114482731,10.861098526485875,9.984721436445398,0.0,20.845819962931273,False,False,False,False,False,True,False,True,False,False,3796.45386992852,3828.762664404397,3874.473215210426,28.811051830447383,3833.4788473681974,3886.3502325778672,-52.871385209669825,-49.24927420557793,-3.6221110040918916,False,True,-1,-1.0,-0.016987234285871455,-0.0,0.966583308575192,0.9371267346788366,1.014322758913672,-0.04706534475240254
2021-06-14 10:16:53.648408,3831.4505939457595,3831.4505939457595,3768.713517515527,3782.448177961042,125815168,49.00241598471757,0.0,13.734660445514692,62.737076430232264,False,False,False,False,False,False,False,False,False,False,3795.060222981393,3820.1889388646987,3868.5259276559773,30.184332684890123,3825.627975151712,3878.653784087732,-53.02580893602044,-50.004581151666436,-3.0212277843540036,False,True,0,1.0,0.0038674768885647026,-0.0038674768885647026,0.962845069968405,0.940751050666863,1.014322758913672,-0.050750797507885026
2021-06-18 10:16:53.648408,3809.110602154611,3830.266228678923,3763.3988096766857,3812.6059978041458,91803975,3.4953956495346574,17.660230874777426,45.71179247792543,66.86741900223751,False,False,False,False,True,False,False,False,False,False,3776.7432747153275,3786.5985723219237,3829.456018422751,54.56161668176239,3802.7530809245077,3851.672882025096,-48.9198011005883,-51.4221736980338,2.5023725974455004,False,False,1,1.0,0.01083311433960854,0.0,0.962845069968405,0.9482517484605643,1.014322758913672,-0.050750797507885026
2021-06-21 10:16:53.648408,3850.296889679416,3850.296889679416,3850.0021749163475,3850.0021749163475,115667174,0.29471476306844124,0.0,0.0,0.29471476306844124,False,False,False,True,False,False,False,False,False,False,3790.2540741063885,3792.657148543891,3825.19886777509,63.59748978684097,3810.0221723078675,3851.5491259429664,-41.526953635098835,-49.44312968544681,7.916176050347978,False,False,0,-1.0,0.00980856063640978,0.00980856063640978,0.9722891942206583,0.9575527332339213,1.014322758913672,-0.041440029146177504
2021-06-25 10:16:53.648408,3839.2021591487196,3886.4736132997873,3839.2021591487196,3862.309808385285,101579280,23.10764923656552,24.16380491450218,0.0,47.2714541510677,False,False,False,False,True,False,False,False,False,False,3832.932866304175,3804.8380705097507,3816.800367457074,67.17209856521794,3820.631542230042,3845.8583340448117,-25.226791814769513,-38.68509974801892,13.458307933249408,False,False,1,1.0,0.010141794952431615,0.0,0.9722891942206583,0.9606138245092991,1.014322758913672,-0.041440029146177504
2021-06-28 10:16:53.648408,3848.2270409561315,3848.2270409561315,3837.812673768781,3845.179167897637,87178374,3.047873058494588,0.0,7.36649412885572,10.414367187350308,True,True,False,False,False,False,False,False,True,False,3831.968264900433,3811.11116950341,3815.650054184054,65.80643987239236,3824.4081000250567,3845.808025441317,-21.39992541626043,-35.22806488166722,13.828139465406792,False,False,0,-1.0,-0.004435335676712615,-0.004435335676712615,0.9679767652694492,0.9563531797419097,1.014322758913672,-0.04569156438317412
2021-07-09 10:16:53.648408,3835.72762021389,3864.1517471707407,3835.72762021389,3864.1517471707407,118208369,28.424126956850614,0.0,0.0,28.424126956850614,False,False,True,False,False,False,False,False,False,False,3859.917666268769,3832.0679314734634,3818.4530009916075,53.71254743884833,3839.122735959294,3841.1329251954785,-2.0101892361844875,-14.809397849552193,12.799208613367705,True,False,1,1.0,-0.006341748858612717,-0.0,0.9679767652694492,0.9610719420475058,1.014322758913672,-0.04569156438317412
2021-07-12 10:16:53.648408,3882.4884306970503,3904.769267074285,3878.4291953932857,3878.4291953932857,131474684,4.059235303764581,22.280836377234664,0.0,26.340071680999245,False,False,False,False,False,False,False,False,False,True,3868.1659674149982,3835.3929342230285,3823.25205186322,57.41159802291971,3845.1698835645234,3843.8956118767974,1.2742716877260136,-11.592663942096552,12.866935629822565,True,False,0,-1.0,0.003694846671846941,0.003694846671846941,0.9715532909990302,0.9646229555139855,1.014322758913672,-0.04216554103591985
2021-07-13 10:16:53.648408,3951.455926004316,3951.455926004316,3916.4963761033714,3938.2809439205107,109133760,13.17498208380539,0.0,21.784567817139305,34.959549900944694,True,True,False,False,False,False,False,False,False,False,3888.7901233528596,3845.2903216557906,3831.65893815124,74.83452091626367,3859.494662080829,3850.8871179541093,8.607544126719858,-7.55262232833327,16.16016645505313,True,False,-1,-1.0,0.015431955957405652,0.0,0.9715532909990302,0.9795089744789798,1.014322758913672,-0.04216554103591985
2021-07-14 10:16:53.648408,3916.503956500538,3936.974346887973,3916.503956500538,3936.974346887973,70076823,20.47039038743469,0.0,0.0,20.47039038743469,False,False,True,False,False,False,False,False,False,False,3901.329971984154,3859.1890296847305,3841.169018489637,88.3043631105411,3871.414613589621,3857.2639497269884,14.150663862632427,-3.2119650901401307,17.362628952772557,True,False,1,2.0,-0.00033176836572690327,0.00033176836572690327,0.9718756216466016,0.979184004387302,1.014322758913672,-0.041847761862832344
