日期,开盘,收盘,最高,最低,成交量,成交额,atr,atr_avg,adjusted_period,adaptive_ma,price_above_ma,price_below_ma,signal,returns,strategy_returns,cum_returns,benchmark_returns
2023-04-03 17:38:10.740344,3999.7007161924066,3996.4735215763976,3992.453094519883,3984.6499853404066,2691435,1420190.4274535582,,,20.0,,False,False,0,,0.0,1.0,
2023-04-04 17:38:10.740344,3980.7170514758145,3988.195664314846,3965.714798588936,3972.080539706383,3781736,1678980.9210503127,,,20.0,,False,False,0,-0.0020712904056190418,-0.0,1.0,0.997928709594381
2023-04-05 17:38:10.740344,3972.309152547769,3967.6466230726132,3976.1423951322313,3975.582038625372,2367255,1957658.6658804542,,,20.0,,False,False,0,-0.0051524656691493975,-0.0,1.0,0.9927869161779374
2023-04-06 17:38:10.740344,4000.8233841187102,3986.144569591993,3955.2534384405126,3989.8982086327633,3264589,1894734.098264162,,,20.0,,False,False,0,0.004662196076588687,0.0,1.0,0.9974154834434307
2023-04-07 17:38:10.740344,4020.625946493654,4024.1689741843234,4046.536190995441,4022.541440882762,1492958,422825.06795411074,,,20.0,,False,False,0,0.009539143382404358,0.0,1.0,1.0069299727518277
2023-04-10 17:38:10.740344,4012.975793946501,4020.3210814522877,3980.7669423729267,4013.867664538111,1817581,1357822.0359533713,,,20.0,,False,False,0,-0.0009561956162180696,-0.0,1.0,1.005967150726044
2023-04-11 17:38:10.740344,4024.3289589536234,4023.4473274013008,4054.518446193782,4008.544328355129,1804916,646576.8370975093,,,20.0,,False,False,0,0.0007776110130695013,0.0,1.0,1.0067494018612346
2023-04-12 17:38:10.740344,4023.860974195441,4023.688301693462,4002.443426303222,4021.6636646428738,2442536,699564.0812960477,,,20.0,,False,False,0,5.989249331550539e-05,0.0,1.0,1.006809698593056
2023-04-13 17:38:10.740344,4039.925525975061,4020.892046971595,4011.5887181688504,4010.530224712137,3002529,1421680.8741699113,,,20.0,,False,False,0,-0.0006949481451359318,-0.0,1.0,1.0061100180605138
2023-04-14 17:38:10.740344,4023.6491459162403,4021.444450694875,4028.6448138990368,4015.1273247215313,4960158,576359.8529847106,,,20.0,,False,False,0,0.00013738337583468763,0.0,1.0,1.006248240851256
2023-04-17 17:38:10.740344,4001.4003677128517,4004.028087249574,3982.390408938421,3971.807125171586,2624329,478519.79509596166,,,20.0,,False,False,0,-0.0043308725655258895,-0.0,1.0,1.0018903079508448
2023-04-18 17:38:10.740344,3979.25094880426,3975.489819225823,3965.759877165847,3969.4801564352615,2642793,941518.0367301251,,,20.0,,False,False,0,-0.007127389569176246,-0.0,1.0,0.9947494454204971
2023-04-19 17:38:10.740344,3986.9399341914964,3973.988743914005,3964.524864237974,4030.443962241167,3519404,597765.3998651727,,,20.0,,False,False,0,-0.00037758248167518715,-0.0,1.0,0.9943738454562503
2023-04-20 17:38:10.740344,3983.1433093743026,3987.6035171352796,3980.250097056879,4021.8400467469587,3497399,1654437.1600021936,32.97037594159159,,20.0,,False,False,0,0.003425971762533342,0.0,1.0,0.9977805421721851
2023-04-21 17:38:10.740344,3988.7132111979213,3985.024204414712,3952.5137863414884,3959.508056892265,2447680,1454811.989300838,34.91942034261407,,20.0,,False,False,0,-0.0006468327930506668,-0.0,1.0,0.9971351449972403
2023-04-24 17:38:10.740344,4017.7929462542083,4003.871595731376,4008.3570283681624,4010.5893836907867,2831529,1311883.7430534493,34.54845293465785,,20.0,,False,False,0,0.00472955504154382,0.0,1.0,1.0018511505493626
2023-04-25 17:38:10.740344,4025.5527246750103,4028.1558829642863,4048.5933045281436,4057.0993191924304,4900958,1198606.3828827925,37.449459918342164,,20.0,,False,False,0,0.006065201306355572,0.0,1.0,1.0079275794564484
2023-04-26 17:38:10.740344,4027.0136903604734,4019.6457877968737,4015.7902765447056,4014.366826893276,1739236,1320045.6472438115,36.84499352626075,,20.0,,False,False,0,-0.002112652889974531,-0.0,1.0,1.0057981783428247
2023-04-27 17:38:10.740344,4020.0468836826376,4014.7659446257708,3985.702250559474,4012.4513394969454,4672295,645395.3053346936,34.955844657257295,,20.0,,False,False,0,-0.001213998304506747,-0.0,1.0,1.0045771410596405
2023-04-28 17:38:10.740344,4013.237050085745,4026.0909856083376,4056.3435683406283,4027.5644445708763,2839985,1040844.7694452968,34.825529793218784,,20.0,4004.5543564809864,True,False,1,0.0028208471275210645,0.0028208471275210645,1.002820847127521,1.0074108996023718
2023-05-01 17:38:10.740344,4029.9623451548164,4040.8070459410196,4041.5481840842344,4071.767714096025,4792565,1478073.474671514,34.80428769672124,,20.0,4006.771032699218,True,False,0,0.0036551733145837595,0.0036551733145837595,1.0064863311272498,1.0110931610394192
2023-05-02 17:38:10.740344,4100.0100536479085,4091.7916744076256,4092.47217592155,4055.0601661120263,3674071,1476742.34574374,36.99437547403922,,20.0,4011.950833203856,True,False,0,0.012617437033480616,0.012617437033480616,1.0191856090353069,1.0238505653338168
2023-05-03 17:38:10.740344,4132.059927735482,4118.682518269641,4133.4163584621165,4107.6854841001805,1904779,1855671.1730016312,39.02770455069393,,20.0,4019.502627963708,True,False,0,0.006571899549580262,0.006571899549580262,1.0258835944802647,1.0305792084029717
2023-05-04 17:38:10.740344,4142.1432228997655,4120.573774407262,4099.09145053934,4126.335362417938,2878340,1113844.246623973,39.46153159017932,,20.0,4026.2240882044716,True,False,0,0.00045918959017399175,0.00045918959017399175,1.0263546695475803,1.0310524396473202
2023-05-05 17:38:10.740344,4139.347271004552,4138.57101591848,4123.284703233706,4164.913403684991,1327470,1330089.544806618,39.08312471549646,,20.0,4031.94419029118,True,False,0,0.004367654238591312,0.004367654238591312,1.0308374318703277,1.0355557202055556
2023-05-08 17:38:10.740344,4166.156345783213,4156.978677346466,4131.348478768479,4167.480309094067,4575433,507115.6486196436,38.41463065062927,,20.0,4038.7770700858878,True,False,0,0.004447830267303221,0.004447830267303221,1.0354224218004697,1.040161696281365
2023-05-09 17:38:10.740344,4159.224713723518,4176.903962220805,4157.2039268247445,4188.948286448755,1229949,1661958.7597879416,36.772878228268254,,20.0,4046.449901826864,True,False,0,0.004793213153322595,0.004793213153322595,1.040385422171889,1.0451474130055631
2023-05-10 17:38:10.740344,4185.53586464803,4171.197740525638,4134.944363003562,4187.047859046957,1295600,1855862.2294276627,36.35204225571748,,20.0,4053.8253737684718,True,False,0,-0.0013661366760591154,-0.0013661366760591154,1.0389641134894225,1.0437195987927679
2023-05-11 17:38:10.740344,4182.810117431727,4183.756290876809,4198.944965799604,4177.089907008992,1231099,1280153.6990194386,35.82757757572991,,20.0,4061.968585963732,True,False,0,0.0030107779904933185,0.0030107779904933185,1.042092203775229,1.0468620067890597
2023-05-12 17:38:10.740344,4204.7127127520025,4202.691038285029,4216.747362313353,4206.371994833079,1734573,842847.1661134396,36.35799844433489,,20.0,4071.0309153432404,True,False,0,0.004525776859782615,0.004525776859782615,1.0468084805568347,1.0515998706347713
2023-05-15 17:38:10.740344,4203.7989056356355,4205.651909721081,4190.299727912495,4212.973630842525,3155126,1274494.2128079876,33.4411117951549,,20.0,4081.112106466816,True,False,0,0.0007045179883744535,0.0007045179883744535,1.04754597596177,1.0523407416602057
2023-05-16 17:38:10.740344,4195.13020089777,4189.865165264849,4149.005293954874,4164.692741192505,2416533,1979692.0172078807,36.50236605909754,,20.0,4091.830873768768,True,False,0,-0.0037536973565840404,-0.0037536973565840404,1.043613805400902,1.04839057300001
2023-05-17 17:38:10.740344,4218.997514085818,4210.159335202815,4210.102709627067,4225.624479866756,2623819,966415.9724079279,36.63206444227665,36.30928852961408,40.177792474451444,,False,False,0,0.004843633180898088,0.004843633180898088,1.0486686878567852,1.0534685923659337
2023-05-18 17:38:10.740344,4224.492796154658,4208.812478955327,4232.356893647678,4203.716054390621,3511687,439405.91514040664,35.70800840957658,36.44617015301333,39.59493041911526,,False,False,0,-0.000319906241131207,-0.000319906241131207,1.048333212198661,1.0531315811884001
2023-05-19 17:38:10.740344,4247.00275618429,4243.73027619321,4251.573964065312,4223.837786084055,3043802,1402542.6713291928,35.49977673974071,36.47518797286966,39.465164520136554,,False,False,0,0.008296353760705033,0.008296353760705033,1.0570305553861574,1.0618687333425096
2023-05-22 17:38:10.740344,4248.321498281311,4246.43833259818,4265.834100670781,4244.83519352721,3846201,1707107.7015809615,33.388254918100756,36.41717807204181,38.336541536552275,,False,False,0,0.00063813113198119,0.00063813113198119,1.0577050794910048,1.0625463448393329
2023-05-23 17:38:10.740344,4266.38080543396,4258.492498499502,4271.433063301044,4278.455236544252,1778206,1681643.7680189656,32.701984910356586,36.17980432164253,38.07748025369748,,False,False,0,0.002838653232942967,0.002838653232942967,1.0607075374344022,1.0655625454562627
2023-05-24 17:38:10.740344,4273.446332301933,4256.6099647144965,4286.686783583076,4270.048304251137,4145986,972216.5265167345,33.31650043559038,36.00337966710901,38.5074294378129,4087.178969183369,True,False,1,-0.0004420657746065926,-0.0004420657746065926,1.060238634935235,1.0650914967242138
2023-05-25 17:38:10.740344,4271.159866892653,4282.296435598422,4267.265766140121,4283.037525373433,1979041,2084455.7517476107,32.03706696281948,35.857440782387116,37.86913190890959,4097.579137261492,True,False,0,0.006034490145175653,0.006034490145175653,1.0666366345292861,1.0715187808649065
2023-05-26 17:38:10.740344,4306.417135383953,4301.716651617692,4274.286943661687,4338.6206171266995,4801384,1948416.9591537265,33.99527327372594,35.81592795641248,38.98332681208079,4102.951177112971,True,False,0,0.004535000393207422,0.004535000393207422,1.071473832086286,1.076378118957458
2023-05-29 17:38:10.740344,4298.084110810807,4291.966057409042,4285.182541732918,4313.773738535393,1900138,708702.3112975532,32.89273761533195,35.72035045234301,38.416805657725234,4111.485899069192,True,False,0,-0.0022666751435111987,-0.0022666751435111987,1.0690451489841732,1.0739383194301977
2023-05-30 17:38:10.740344,4314.900484751101,4303.791488740095,4289.8738355314035,4319.545798202348,1357366,784260.1255522593,31.86560487076505,35.4639119221793,37.97072186547821,4122.43086782684,True,False,0,0.002755248101424135,0.002755248101424135,1.0719906336012486,1.0768972859458543
2023-05-31 17:38:10.740344,4309.965843368365,4309.243418840023,4294.550593060687,4322.269966015713,2291637,1382606.0995071973,31.203551442311696,35.0727042667602,37.79363872542018,4130.23957964813,True,False,0,0.0012667737538381019,0.0012667737538381019,1.0733486032002548,1.07826147116327
2023-06-01 17:38:10.740344,4313.054391601335,4310.922316375623,4320.220788565203,4349.99119343545,3636114,689353.1212281514,31.757601667946215,34.68750777064854,38.310685148051185,4134.994388509379,True,False,0,0.0003896037824784315,0.0003896037824784315,1.0737667838759797,1.0786815659109361
2023-06-02 17:38:10.740344,4294.278306493963,4318.741806228744,4299.785523714828,4312.009999020518,3619169,946838.7942266868,31.667993259964856,34.31675119787195,38.456288637211465,4142.765295846943,True,False,0,0.0018138786271832963,0.0018138786271832963,1.0757144664958316,1.0806381633488786
