date,open,high,low,close,volume,turnover,turnover_ma,turnover_change,turnover_trend,abnormal_turnover,extremely_low_turnover,price_change,turnover_price_rise,turnover_price_fall,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,4147.296038420894,4173.18357444878,4133.471739122816,4139.868566120449,22146039,0.044292078,,,False,False,False,,False,False,0,0,,0.0,0.0,,,
2021-04-05,4149.968981995571,4149.968981995571,4116.502670976544,4139.414509508213,17626435,0.03525287,,-0.20408182248753381,False,False,False,-0.00010967899221536737,False,False,0,0,-0.0,0.0,0.0,-0.00010967899221536737,1.0,0.9998903210077846
2021-04-06,4175.813073439017,4175.813073439017,4147.151948051492,4170.378886325699,94607830,0.18921566,,4.367383137883526,False,False,False,0.007480375967751085,False,False,0,0,0.0,0.0,0.0,0.007480375967751085,1.0,1.0073698765354382
2021-04-07,4226.695763398655,4247.098577692771,4198.230194803897,4236.334998644809,176024991,0.352049982,,0.8605752927638228,False,False,False,0.01581537652019449,False,False,0,0,0.0,0.0,0.0,0.01581537652019449,1.0,1.0233018104279479
2021-04-08,4230.274216402493,4242.82544878295,4230.274216402493,4231.979632538082,35128299,0.070256598,,-0.8004357290380433,False,False,False,-0.0010280976618044502,False,False,0,0,-0.0,0.0,0.0,-0.0010280976618044502,1.0,1.0222497562293267
2021-04-09,4227.543409446,4251.871720404635,4215.200066515944,4227.598548451596,32877976,0.065755952,,-0.06406011859555161,False,False,False,-0.0010352327910091441,False,False,0,0,-0.0,0.0,0.0,-0.0010352327910091441,1.0,1.021191489761077
2021-04-12,4300.867372298504,4329.006006941193,4278.006162148648,4295.722862799789,179225153,0.358450306,,4.45122221027231,False,False,False,0.01611418718391433,False,False,0,0,0.0,0.0,0.0,0.01611418718391433,1.0,1.0376471605777073
2021-04-13,4337.1348792944955,4343.0525499296,4298.236620868577,4331.345252488785,106375686,0.212751372,,-0.4064689904323865,False,False,False,0.00829252510618872,False,False,0,0,0.0,0.0,0.0,0.00829252510618872,1.0,1.0462518757081634
2021-04-14,4311.118748459236,4370.465943514166,4311.118748459236,4317.458277949215,58709097,0.117418194,,-0.4480966543426098,False,False,False,-0.0032061573783782604,False,False,0,0,-0.0,0.0,0.0,-0.0032061573783782604,1.0,1.0428974275372196
2021-04-15,4344.72987441489,4361.9199448996305,4307.67266292473,4344.017494151884,84476415,0.16895283,,0.43889821708550536,False,False,False,0.006151586070516801,False,False,0,0,0.0,0.0,0.0,0.006151586070516801,1.0,1.0493129008254354
2021-04-16,4334.260563424597,4335.7904873425605,4308.024138433789,4330.300240532405,52945668,0.10589133599999999,,-0.3732491133767929,False,False,False,-0.0031577344331477075,False,False,0,0,-0.0,0.0,0.0,-0.0031577344331477075,1.0,1.0459994493473528
2021-04-19,4329.01895573869,4329.01895573869,4312.476328001289,4316.450984347758,48185400,0.09637079999999999,,-0.08990854549233374,False,False,False,-0.0031982207734732038,False,False,0,0,-0.0,0.0,0.0,-0.0031982207734732038,1.0,1.0426541121794086
2021-04-20,4336.969993988462,4338.172629702167,4330.867744689963,4330.867744689963,50496423,0.10099284599999998,,0.047961062894569695,False,False,False,0.0033399569216661096,False,False,0,0,0.0,0.0,0.0,0.0033399569216661096,1.0,1.0461365319982858
2021-04-21,4265.75224604771,4265.75224604771,4259.031012243809,4259.031012243809,189036840,0.37807368,,2.7435689256642997,False,False,False,-0.016587145274577497,False,False,0,0,-0.0,0.0,0.0,-0.016587145274577497,1.0,1.0287841133649875
2021-04-22,4195.386126656811,4227.407793454772,4194.68287441562,4194.68287441562,172674057,0.345348114,,-0.08655869935193594,False,False,False,-0.015108633311943787,False,False,0,0,-0.0,0.0,0.0,-0.015108633311943787,1.0,1.0132405914390028
2021-04-23,4188.574345119306,4198.980821568055,4174.832156545412,4176.791956294569,63913182,0.127826364,,-0.6298622786166425,False,False,False,-0.004265142003981315,False,False,0,0,-0.0,0.0,0.0,-0.004265142003981315,1.0,1.0089189764323174
2021-04-26,4144.222747480032,4144.222747480032,4106.542528225102,4140.829231952681,109020911,0.218041822,,0.7057656587963341,False,False,False,-0.00861013062613547,False,False,0,0,-0.0,0.0,0.0,-0.00861013062613547,1.0,1.0002320522540482
2021-04-27,4150.736904021771,4173.952307666161,4140.082084504134,4157.897534619374,65231906,0.130463812,,-0.4016569353378453,False,False,False,0.004121952804763129,False,False,0,0,0.0,0.0,0.0,0.004121952804763129,1.0,1.0043549615672507
2021-04-28,4137.601511648546,4152.252664743671,4119.993395545992,4126.020844150961,99155397,0.198310794,,0.520044454932836,False,False,False,-0.007666540650172804,False,False,0,0,-0.0,0.0,0.0,-0.007666540650172804,1.0,0.9966550334271926
2021-04-29,4079.603229938628,4117.263944013606,4073.9168301629825,4073.9168301629825,152138413,0.304276826,0.1809996118,0.5343432390271201,True,False,False,-0.012628150936716986,False,True,0,0,-0.0,0.0,0.0,-0.012628150936716986,1.0,0.9840691232332354
2021-04-30,4133.207166509296,4167.640873543398,4095.549464312521,4136.872800029741,174851523,0.34970304599999996,0.19627016020000002,0.1492924078286526,True,False,False,0.015453425411298793,True,False,0,0,0.0,0.0,0.0,0.015453425411298793,1.0,0.9992763620286824
2021-05-03,4128.149065069988,4160.227553998332,4128.149065069988,4132.111702073293,26145910,0.05229182,0.1971221077,-0.8504679310113873,False,False,True,-0.0011508930021763009,False,False,-1,0,-0.0,0.0,0.0,-0.0011508930021763009,1.0,0.9981263018563834
2021-05-04,4141.475861415967,4152.681345014368,4130.327080913448,4139.020796717697,35574420,0.07114883999999999,0.1912187667,0.36061127725139386,False,False,False,0.0016720493400352865,False,False,-1,0,0.0,0.0,0.0,0.0016720493400352865,1.0,0.9997952182806742
2021-05-05,4089.9602624519507,4106.367033050386,4086.1749542327425,4086.1749542327425,151503893,0.303007786,0.1887666569,3.2587874377150783,True,False,False,-0.01276771610494487,False,True,-1,0,-0.0,0.0,0.0,-0.01276771610494487,1.0,0.9870301167705852
2021-05-06,4070.08334310982,4106.101334486256,4054.1977343814983,4068.477984631302,61522555,0.12304511000000001,0.1914060825,-0.5939209628098467,False,False,False,-0.004330937808501911,False,False,-1,0,-0.0,0.0,0.0,-0.004330937808501911,1.0,0.9827553507197334
2021-05-07,4079.464013460035,4079.464013460035,4047.5221958967604,4076.9256488291107,46094677,0.092189354,0.19272775260000002,-0.2507678362837825,False,False,False,0.002076369647253662,False,False,-1,0,0.0,0.0,0.0,0.002076369647253662,1.0,0.984795914100644
2021-05-10,4048.5453551823994,4048.5453551823994,4034.827286381148,4034.827286381148,133544436,0.267088872,0.18815968090000001,1.8971769560290008,True,False,False,-0.010326006916523855,False,True,-1,0,-0.0,0.0,0.0,-0.010326006916523855,1.0,0.9746269046802764
2021-05-11,4062.4129231544466,4062.4129231544466,4053.725439682582,4053.725439682582,74686857,0.14937371400000002,0.184990798,-0.4407340415140919,False,False,False,0.004683757682818701,False,False,-1,0,0.0,0.0,0.0,0.004683757682818701,1.0,0.9791918209329544
2021-05-12,4035.0350988396895,4053.24429959849,4033.497242576281,4033.497242576281,72596832,0.145193664,0.1863795715,-0.027983839244969277,False,False,False,-0.0049900264355063895,False,False,-1,0,-0.0,0.0,0.0,-0.0049900264355063895,1.0,0.9743056278610673
2021-05-13,4033.130852039368,4062.39053726102,4013.2078128520334,4025.5522621637533,49105718,0.098211436,0.1828425018,-0.323583183354337,False,False,False,-0.001969749806362442,False,False,-1,0,-0.0,0.0,0.0,-0.001969749806362442,1.0,0.9723864895392501
2021-05-14,3996.859737682611,4005.1911155705684,3981.1033046445673,4005.1305236875214,75095224,0.15019044799999998,0.18505745739999999,0.529256205967704,False,False,False,-0.005073027785075901,False,False,-1,0,-0.0,0.0,0.0,-0.005073027785075901,1.0,0.9674535458599851
2021-05-17,4086.0396134416364,4086.0396134416364,4038.7209349339932,4082.79030803598,212479734,0.42495946799999995,0.20148689079999998,1.8294706731282937,True,True,False,0.019390075776346327,True,False,-1,0,0.0,0.0,0.0,0.019390075776346327,1.0,0.9862125434243052
2021-05-18,4100.5243289187065,4100.5243289187065,4085.739619644349,4085.739619644349,28483186,0.056966372,0.1992855671,-0.865948693252788,False,False,True,0.000722376459688423,False,False,-1,0,0.0,0.0,0.0,0.000722376459688423,1.0,0.9869249601499244
2021-05-19,4045.0745850656754,4077.4633039825085,4043.275923610196,4046.8393784972623,118734761,0.237469522,0.1922553592,3.1685912875055475,True,False,False,-0.009520979007094255,False,True,-1,0,-0.0,0.0,0.0,-0.009520979007094255,1.0,0.9775284683227596
2021-05-20,4076.1449662283317,4106.291953000388,4051.1008823548364,4083.066858232047,111093159,0.222186318,0.1860972694,-0.06435859166802882,True,False,False,0.00895204290224072,True,False,0,0,0.0,0.0,0.0,0.00895204290224072,1.0,0.9862793451093467
2021-05-21,4032.209230573747,4058.23119590999,4014.490002846421,4037.474815504076,137622266,0.275244532,0.19346817779999997,0.2388005457653788,True,False,False,-0.011166126911698937,False,True,0,0,-0.0,0.0,0.0,-0.011166126911698937,1.0,0.9752664247714684
2021-05-24,4040.1618401397373,4055.464169874023,4027.389201572882,4048.9856572194008,53186993,0.106373986,0.18788478599999997,-0.6135291581378264,False,False,False,0.0028510002517223576,False,False,-1,0,0.0,0.0,0.0,0.0028510002517223576,1.0,0.9780469095939882
2021-05-25,3967.431595024272,3973.6683621565776,3932.2829154754113,3973.6683621565776,213764786,0.42752957199999997,0.202738074,3.019117719251396,True,True,False,-0.018601521822763534,False,True,-1,0,-0.0,0.0,0.0,-0.018601521822763534,1.0,0.9598537486614892
2021-05-26,3920.6149093774143,3945.4017136801576,3895.7107604459734,3923.5223029539,153862590,0.30772518,0.2082087933,-0.2802248074666517,True,False,False,-0.01261958840859645,False,True,0,0,-0.0,0.0,0.0,-0.01261958840859645,1.0,0.9477407894209329
2021-05-27,3923.228900336058,3934.288713254613,3900.1817672372053,3934.288713254613,56527160,0.11305432,0.198647668,-0.6326127098211463,False,False,False,0.0027440675671976944,False,False,-1,0,0.0,0.0,0.0,0.0027440675671976944,1.0,0.9503414541832932
2021-05-28,3966.7525701079658,4021.846055401222,3946.5480244850423,3966.6286658456515,109818690,0.21963738,0.1921443847,0.9427597282439095,True,False,False,0.00822002525693799,True,False,-1,0,0.0,0.0,0.0,0.00822002525693799,1.0,0.958153284939395
2021-05-31,3983.3680673750328,3999.463623087986,3949.578214503366,3976.1928113505205,42694185,0.08538836999999999,0.19379921220000002,-0.6112302468732782,False,False,False,0.0024111522178065226,False,False,-1,0,0.0,0.0,0.0,0.0024111522178065226,1.0,0.9604635383573752
2021-06-01,3966.968083354379,3974.5677981493814,3929.9306337823505,3974.183262188956,19509340,0.03901868,0.19219270419999998,-0.5430445621575866,False,False,True,-0.0005053953007077006,False,False,-1,0,-0.0,0.0,0.0,-0.0005053953007077006,1.0,0.9599781245985883
2021-06-02,3976.708247290066,3976.708247290066,3964.661354772088,3964.661354772088,52509394,0.10501878799999999,0.1822932543,1.6915002762779259,False,False,False,-0.002395940697415999,False,False,-1,0,-0.0,0.0,0.0,-0.002395940697415999,1.0,0.9576780739412335
2021-06-03,3911.9398096505834,3917.855249439075,3907.9475123072484,3907.9475123072484,164497022,0.328994044,0.192590701,2.132716062196414,True,False,False,-0.014304839024038118,False,True,-1,0,-0.0,0.0,0.0,-0.014304839024038118,1.0,0.9439786432566533
2021-06-04,3889.484930343552,3889.484930343552,3854.7213520734117,3881.484565071228,92201816,0.184403632,0.19720141489999998,-0.43949249123792644,False,False,False,-0.006771571816837518,False,False,0,0,-0.0,0.0,0.0,-0.006771571816837518,1.0,0.93758642408028
2021-06-07,3860.207209720687,3898.472980779682,3858.9617200115795,3865.2926558602385,62215176,0.12443035200000001,0.1900684889,-0.32522830136013803,False,False,False,-0.004171576349085049,False,False,-1,0,-0.0,0.0,0.0,-0.004171576349085049,1.0,0.9336752107283635
2021-06-08,3916.3949905577565,3925.086401598988,3906.1447979777336,3909.7130936195754,131492680,0.26298536,0.1957490712,1.113514554712503,True,False,False,0.011492127948446562,True,False,-1,0,0.0,0.0,0.0,0.011492127948446562,1.0,0.9444051257123466
2021-06-09,3916.92165724632,3925.49441810821,3916.92165724632,3925.49441810821,67531125,0.13506225,0.19524250049999997,-0.48642673493307764,False,False,False,0.004036440554778586,False,False,-1,0,0.0,0.0,0.0,0.004036440554778586,1.0,0.9482171608619127
2021-06-10,3863.7768455449145,3904.936660611386,3829.552480220323,3856.90963721395,206099261,0.412198522,0.2109418548,2.0519151132163134,True,False,False,-0.017471628689084362,False,True,-1,0,-0.0,0.0,0.0,-0.017471628689084362,1.0,0.9316502627107155
2021-06-11,3873.039917509586,3884.2789590795287,3871.7092935718265,3871.7092935718265,61233116,0.12246623200000001,0.209555644,-0.702895023966146,False,False,False,0.0038371799575183108,False,False,-1,0,0.0,0.0,0.0,0.0038371799575183108,1.0,0.9352251724262057
2021-06-14,3862.30999601847,3884.4462625682145,3835.8977351604362,3858.041064167466,50450473,0.100900946,0.1933527179,-0.17609169195309282,False,False,False,-0.0035302829752877907,False,False,-1,0,-0.0,0.0,0.0,-0.0035302829752877907,1.0,0.9319235629219289
2021-06-15,3823.5861931985123,3832.597354750065,3795.5004491031814,3832.597354750065,89660254,0.17932050800000002,0.19947042469999998,0.7771935260151079,False,False,False,-0.006594981492995533,False,False,-1,0,-0.0,0.0,0.0,-0.006594981492995533,1.0,0.9257775442715723
2021-06-16,3851.687659065651,3877.1764493798855,3851.687659065651,3858.5950832508,94469925,0.18893985,0.19704394109999998,0.053643289924206305,False,False,False,0.006783318489878454,False,False,0,0,0.0,0.0,0.0,0.006783318489878454,1.0,0.9320573882051439
2021-06-17,3905.9225867812615,3919.035095553723,3901.2626984406056,3901.2626984406056,129046706,0.258093412,0.19883929579999998,0.3660083460424046,True,False,False,0.011057811008730933,True,False,0,0,0.0,0.0,0.0,0.011057811008730933,1.0,0.9423639026532078
2021-06-18,3932.3653246150993,3939.837999622918,3932.3653246150993,3939.837999622918,124303078,0.248606156,0.197507377,-0.03675900103951524,True,False,False,0.00988790147295937,True,False,0,0,0.0,0.0,0.0,0.00988790147295937,1.0,0.9516819040743162
2021-06-21,3911.109363529136,3958.585215233758,3872.3273790346907,3907.489416161382,108446811,0.216893622,0.2030333588,-0.12756133842478135,True,False,False,-0.008210637966493017,False,True,0,0,-0.0,0.0,0.0,-0.008210637966493017,1.0,0.9438679885006992
2021-06-22,3885.5832880987828,3933.0686644373814,3885.5832880987828,3896.236673015977,56981385,0.11396277,0.1873550187,-0.4745683669757703,False,False,False,-0.002879788515578241,False,False,-1,0,-0.0,0.0,0.0,-0.002879788515578241,1.0,0.941149848307193
2021-06-23,3917.131832258316,3917.131832258316,3890.7541346270937,3910.4982646847493,62790725,0.12558145,0.1782478322,0.1019515408409255,False,False,False,0.0036603504524104213,False,False,-1,0,0.0,0.0,0.0,0.0036603504524104213,1.0,0.9445947865802302
2021-06-24,3940.688165124976,3950.426149790753,3940.688165124976,3950.426149790753,123079687,0.246159374,0.18490308490000001,0.9601571251168064,True,False,False,0.010210434170649707,True,False,1,1,0.0,3713.4005808033075,4661.502856753088,0.010210434170649707,1.0,0.9542395094665466
2021-06-25,3936.4034172491492,3950.689410092331,3891.3536178037184,3932.0600641923384,77449654,0.15489930799999999,0.18166618129999998,-0.37073569255989414,False,False,False,-0.004649140346386971,False,False,-1,1,-0.004649140346386971,0.0,0.0,-0.004649140346386971,0.995350859653613,0.9498031160629691
2021-06-28,3930.240841388704,3938.806799357668,3888.7693033958944,3925.3292266108792,42521035,0.08504207,0.1816488663,-0.45098482944804374,False,False,False,-0.0017117840194644796,False,False,-1,1,-0.0017117840194644796,0.0,0.0,-0.0017117840194644796,0.9936470339582978,0.948177258267255
2021-06-29,3876.2566051455606,3900.2138136589792,3854.9624441742076,3881.6658759273723,138435946,0.276871892,0.19354152689999998,2.2557049940106118,True,False,False,-0.011123487524944742,False,True,-1,1,-0.011123487524944742,0.0,0.0,-0.011123487524944742,0.9825942135718643,0.9376302203634829
2021-06-30,3838.765462339323,3849.4778654115667,3824.313084576545,3834.3021309264655,145901370,0.29180274,0.2028807245,0.05392691866316279,True,False,False,-0.012201911889078043,False,True,0,1,-0.012201911889078043,0.0,0.0,-0.012201911889078043,0.9706046855551425,0.9261893390300708
2021-07-01,3869.1965114769464,3888.572333201133,3843.1847194886936,3867.1821561300153,109405069,0.218810138,0.1973715292,-0.25014364841125214,True,False,False,0.008575230662797306,True,False,0,1,0.008575230662797306,0.0,0.0,0.008575230662797306,0.9789278446161697,0.9341316262496775
2021-07-02,3917.4789205108905,3961.8499262533755,3917.4789205108905,3921.705278414214,161689706,0.323379412,0.20432031820000002,0.4778995843419285,True,False,False,0.014098927871233569,True,False,0,1,0.014098927871233569,0.0,0.0,0.014098927871233569,0.9927296776885551,0.9473018806704098
2021-07-05,3911.0879983066125,3941.8819775033962,3911.0879983066125,3918.993035872996,32471472,0.064942944,0.2013459478,-0.7991741539810827,False,False,False,-0.0006915977485983937,False,False,-1,1,-0.0006915977485983937,0.0,0.0,-0.0006915977485983937,0.9920431080784989,0.9466467288224951
2021-07-06,3943.6564787252746,3959.1973234962647,3943.6564787252746,3959.1973234962647,134676447,0.269352894,0.2016643245,3.147531316104179,True,False,False,0.0102588310964713,True,False,-1,1,0.0102588310964713,0.0,0.0,0.0102588310964713,1.0022203107646948,0.9563582177215122
2021-07-07,3976.3995230016276,4012.6131721876586,3973.6207696215292,3973.6207696215292,57131852,0.114263704,0.2006243972,-0.5757843834415977,False,False,False,0.003643022801532725,False,False,-1,1,0.003643022801532725,0.0,0.0,0.003643022801532725,1.0058714222089697,0.9598422525151049
2021-07-08,3935.314650052349,3991.895324369551,3935.314650052349,3947.669297767484,85642191,0.17128438199999999,0.1885786902,0.4990270401176562,False,False,False,-0.006530938244647122,False,False,0,1,-0.006530938244647122,0.0,0.0,-0.006530938244647122,0.9993021380684676,0.9535735820393257
2021-07-09,3962.62957240724,4036.1999707648815,3925.882508985383,3961.8740889806377,68130204,0.136260408,0.189268399,-0.2044785028911742,False,False,False,0.003598272839416161,False,False,-1,1,0.003598272839416161,0.0,0.0,0.003598272839416161,1.0028978998102498,0.9570047999599626
2021-07-12,4020.9208325711975,4023.0405582878125,4020.9208325711975,4023.0405582878125,177626819,0.355253638,0.20198603359999998,1.6071669916033127,True,False,False,0.01543877163519669,True,False,-1,1,0.01543877163519669,0.0,0.0,0.01543877163519669,1.0183814114588385,0.9717797785203315
2021-07-13,4026.610877996163,4038.0957802598714,3996.918445383886,4021.1490093987754,28481146,0.056962292,0.19586812280000002,-0.8396573999335089,False,False,True,-0.000470178926021636,False,False,-1,1,-0.000470178926021636,0.0,0.0,-0.000470178926021636,1.0179025899805185,0.9713228681477373
2021-07-14,4080.7066276929704,4083.1732358920476,4080.7066276929704,4083.1732358920476,182542601,0.365085202,0.2046753904,5.409243539568246,True,False,False,0.015424503381570975,True,False,-1,1,0.015424503381570975,0.0,0.0,0.015424503381570975,1.033603231921783,0.9863050410120793
2021-07-15,3975.0985543594506,4000.653975274059,3975.0985543594506,3977.7194560984935,289194978,0.578389956,0.2206902176,0.5842602023622967,True,True,False,-0.025826428050270023,False,True,-1,1,-0.025826428050270023,0.0,0.0,-0.025826428050270023,1.0069089524200285,0.9608323048347622
2021-07-16,4015.699089814989,4015.699089814989,4006.956452608595,4009.8297359890803,113912350,0.22782470000000002,0.21965114479999998,-0.6061053660482305,True,False,False,0.008072535090768218,True,False,0,1,0.008072535090768218,0.0,0.0,0.008072535090768218,1.015037260271648,0.9685886573318846
2021-07-19,4015.1334230158673,4063.070551953386,3970.391013686956,4012.4446194438674,35778936,0.071557872,0.2123843573,-0.6859081916929991,False,False,False,0.0006521183259522445,False,False,-1,1,0.0006521183259522445,0.0,0.0,0.0006521183259522445,1.0156991846705954,0.9692202917456402
2021-07-20,4002.0458091036608,4002.0458091036608,3969.1562910992657,3999.51686693699,56940619,0.113881238,0.21238028069999998,0.5914564647758112,False,False,False,-0.003221914252530933,False,False,-1,1,-0.003221914252530933,0.0,0.0,-0.003221914252530933,1.0124266889912212,0.9660975470738227
2021-07-21,4005.876284397563,4005.876284397563,4002.1201538401297,4002.1201538401297,41719437,0.083438874,0.2102731519,-0.26731676380265557,False,False,False,0.000650900343654115,False,False,-1,1,0.000650900343654115,0.0,0.0,0.000650900343654115,1.0130856778710102,0.9667263802992164
2021-07-22,3909.4080514738907,3923.975559278911,3906.371008221032,3921.4513943612765,229888289,0.459776578,0.22095401209999999,4.510340156316108,True,True,False,-0.020156506146235875,False,True,-1,1,-0.020156506146235875,0.0,0.0,-0.020156506146235875,0.9926654101783396,0.9472405540729869
2021-07-23,3917.3207444317763,3917.3207444317763,3901.222555358155,3911.400537132982,55276355,0.11055271000000001,0.2187366822,-0.759551235774346,False,False,False,-0.0025630452140109616,False,False,-1,1,-0.0025630452140109616,0.0,0.0,-0.0025630452140109616,0.9901211638496679,0.944812733704353
2021-07-26,3929.1310639109765,3950.83477208026,3924.324011921177,3924.324011921177,60750321,0.121500642,0.2205596108,0.09902906948187873,False,False,False,0.0033040530279384583,False,False,-1,1,0.0033040530279384583,0.0,0.0,0.0033040530279384583,0.9933925766791113,0.9479344450779837
2021-07-27,3973.8858545966204,3981.9826838224726,3973.8858545966204,3981.9826838224726,176634830,0.35326966,0.22437949919999997,1.90755385473601,True,False,False,0.01469263794889053,True,False,1,1,0.01469263794889053,0.0,0.0,0.01469263794889053,1.007988134149373,0.961862102678797
2021-07-28,3957.766788724878,3972.1422761760637,3953.3404779824355,3959.699759510696,89154589,0.178309178,0.2187048211,-0.4952604251381225,False,False,False,-0.0055959370195920455,False,False,0,1,-0.0055959370195920455,0.0,0.0,-0.0055959370195920455,1.0023474960341772,0.9564795829306741
