date,open,high,low,close,volume,k,d,j,ma,rsi,kdj_momentum,ma_slope,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,6155.187661375432,6184.647677673775,6097.161629104081,6147.814656175779,2217507,0.0,0.0,0.0,,,0.0,,0,0,,0.0,0.0,,,
2021-04-05,6188.539497715533,6256.374043081473,6152.95528112754,6182.522834136645,4354225,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.005645612286961033,1.0,1.005645612286961
2021-04-06,6224.831388006696,6276.189868752474,6191.450054377504,6212.045523901252,3146753,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.0047751849134463065,1.0,1.0104477560430272
2021-04-07,6196.446404046446,6205.2107679461415,6195.922946575531,6205.2107679461415,1468601,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.0011002424127146693,1.0,1.0093360185659963
2021-04-08,6101.243121187837,6101.323071968148,6084.7416860274825,6101.323071968148,1632433,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.016742009234342103,1.0,0.9924377056226104
2021-04-09,6210.358618444206,6210.358618444206,6164.042441000537,6199.396287340831,1009968,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.016074089868027164,1.0,1.008390238491207
2021-04-12,6263.019003136635,6287.075579869669,6252.102683793674,6276.180739857932,4033811,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.012385795157811685,1.0,1.0208799534242958
2021-04-13,6304.268688995878,6308.565222069402,6242.581592736675,6285.218878601074,3423887,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.0014400698637857534,1.0,1.0223500918797652
2021-04-14,6191.713388345239,6191.713388345239,6183.300065747512,6183.300065747512,3806368,50.0,50.0,50.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.016215634621820185,1.0,1.0057720363342586
2021-04-15,6146.4051034027925,6159.634615293195,6146.4051034027925,6159.236003802917,2740041,44.42753714120618,48.14251238040205,36.99758666281443,,,-11.144925717587626,,0,0,-0.0,0.0,0.0,-0.003891782978137859,1.0,1.0018577898433658
2021-04-16,6136.879802952386,6136.879802952386,6113.1342274223125,6129.186279118177,4121270,36.23735117482493,44.17412531187634,20.363802900722106,,,-23.81032241115423,,0,0,-0.0,0.0,0.0,-0.004878807155008658,1.0,0.9969699188899769
