date,open,high,low,close,volume,k,d,j,ma,rsi,kdj_momentum,ma_slope,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,4107.443807194868,4112.7031647609,4089.8057060790297,4112.7031647609,2666652,0.0,0.0,0.0,,,0.0,,0,0,,0.0,0.0,,,
2021-04-05,4157.5728855675525,4157.5728855675525,4129.583990982573,4154.366978603946,1113156,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.010130518098178554,1.0,1.0101305180981786
2021-04-06,4147.385923185028,4176.362949251979,4131.478925590848,4152.778271872602,3366304,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.0003824184862643021,1.0,1.0097442255145181
2021-04-07,4117.602210663512,4124.551998414824,4092.8954309984815,4124.551998414824,1448585,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.0067969613617367974,1.0,1.0028810330284592
2021-04-08,4120.877430326361,4126.147900495771,4120.877430326361,4126.147900495771,1620735,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.00038692737576351277,1.0,1.003269075154772
2021-04-09,4100.285577358848,4109.167092152908,4085.3323696591833,4109.167092152908,2949252,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.004115414365254089,1.0,0.9991402071906648
2021-04-12,4138.640632634981,4138.640632634981,4124.500247261876,4132.959926527551,1817616,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.005790184200608284,1.0,1.0049254130325327
2021-04-13,4082.434328847284,4082.434328847284,4081.153365075509,4081.153365075509,2945256,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.012534977926962121,1.0,0.9923286951619266
2021-04-14,4099.1309984070695,4099.1309984070695,4093.1062783449715,4093.1062783449715,3248258,50.0,50.0,50.0,,,0.0,,0,0,0.0,0.0,0.0,0.002928807667888611,1.0,0.9952350350533827
2021-04-15,4148.628943791165,4148.628943791165,4139.239987328732,4141.91258929581,1110797,54.6054299560445,51.53514331868149,60.746003230770526,,,9.210859912089035,,0,0,0.0,0.0,0.0,0.011924027286819738,1.0,1.0071022447681584
2021-04-16,4106.781823685258,4124.831209607992,4106.781823685258,4108.7685247212075,1636566,46.07182017853603,49.71403560529967,38.787389325008746,,,-10.926646280290925,,0,0,-0.0,0.0,0.0,-0.008002115896955098,1.0,0.9990432958854399
2021-04-19,4069.993057929263,4104.476146554393,4069.993057929263,4080.0090079069005,3841991,34.96025465297285,44.796108621190726,15.288546716537098,,,-29.507561904653627,,0,0,-0.0,0.0,0.0,-0.0069995466138502715,1.0,0.9920504457666351
2021-04-20,4069.649625614096,4088.2358417406867,4048.749683759319,4066.904963782906,2501446,29.36591216928929,39.65270980389025,8.792316900087386,,,-30.86039290380286,,0,0,-0.0,0.0,0.0,-0.0032117684295792648,1.0,0.9888642094643718
2021-04-21,4093.160111765277,4122.226115744419,4053.7867261671304,4079.427910781937,3100824,29.81571233998222,36.373710649254235,16.699715721438196,,44.700459301374366,-19.67399492781604,,0,0,0.0,0.0,0.0,0.0030792327606747882,1.0,0.9919091525340132
2021-04-22,4087.114380692181,4120.2561215678315,4072.4812876005567,4089.3739637472645,4483282,33.43493790162198,35.39411973337681,29.516574238112312,,46.398600297313244,-5.877545495264499,,0,0,0.0,0.0,0.0,0.0024380999451025787,1.0,0.9943275261843532
2021-04-23,4066.5540681500493,4109.6266644555435,4055.5285087347297,4081.8470314300093,2000117,33.33574450302518,34.70799465659293,30.591244195889686,,37.48593978041387,-4.116750460703244,,0,0,-0.0,0.0,0.0,-0.0018406074827057584,1.0,0.9924973594993979
2021-04-26,4069.735616874254,4071.14552320493,4051.0935019561725,4067.2485995289794,3818938,28.39758912043291,32.60452614453959,19.983715072219553,,35.875172222686885,-12.620811072320038,,0,0,-0.0,0.0,0.0,-0.0035764279720976733,1.0,0.9889477641806511
2021-04-27,4185.842968471463,4213.272889134664,4176.06847284296,4182.911032012657,2898444,46.11357517917634,37.107542489418506,64.125640558692,,57.47809720553267,27.018098069273492,,0,0,0.0,0.0,0.0,0.028437512400169673,1.0,1.0170709784876584
2021-04-28,4167.566743716444,4177.797999237975,4161.60068974628,4167.267295440581,3871887,54.75472290987869,42.989935962905236,78.28429680382558,,55.08591717709524,35.29436084092035,,0,0,-0.0,0.0,0.0,-0.0037399161618193455,1.0,1.0132672182974949
2021-04-29,4100.411289824979,4111.501430051429,4094.2596847528725,4107.63663256717,3244434,48.433977993946954,44.80461663991914,55.6927007020026,,49.82876836573366,10.888084062083458,,0,0,-0.0,0.0,0.0,-0.014309296391583293,1.0,0.9987680773470009
2021-04-30,4040.3668809588003,4053.633051485516,4019.4528596677646,4053.633051485516,3723975,38.167657090254686,42.592296790030986,29.31837769070208,,41.68669947673706,-13.273919099328907,,0,0,-0.0,0.0,0.0,-0.013147117408947362,1.0,0.9856371561698113
2021-05-03,3996.3167212047397,4025.1422406891365,3981.7857578598578,4011.561414597724,4678458,29.73269464942245,38.305762743161466,12.586558461944406,,42.554992351315555,-25.71920428121706,,0,0,-0.0,0.0,0.0,-0.010378748237306334,1.0,0.9754074762725903
2021-05-04,4067.341112804997,4072.249991905961,4055.20320339886,4072.249991905961,3253838,32.84832819563046,36.48661789398446,25.571748798922457,,47.97946854690514,-10.914869095062002,,0,0,0.0,0.0,0.0,0.01512841784931851,1.0,0.9901638481469912
2021-05-05,4066.4999851013686,4078.634989425292,4051.67527684236,4059.0880409326946,2065394,33.0301425444577,35.334459444142205,28.4215087450887,,41.380784983862824,-6.9129506990535035,,0,0,-0.0,0.0,0.0,-0.003232107802671025,1.0,0.9869635318474725
2021-05-06,4013.1637951248445,4031.8379965990052,3999.5416345500093,4014.1457206912914,3315717,26.679815947057133,32.44957827844718,15.14029128427704,,40.38899552184506,-17.309286994170137,,0,0,-0.0,0.0,0.0,-0.011072024008396797,1.0,0.9760358479274452
2021-05-07,4008.6959822973486,4031.8841123541115,4005.672017521253,4013.5887065014044,2106110,22.36605679642703,29.088404451107124,8.921361487066847,,42.84357028477484,-20.167042964040277,,0,0,-0.0,0.0,0.0,-0.0001387628224396309,1.0,0.9759004104383846
2021-05-10,4004.7716468867766,4025.9158296219025,3973.418281623039,3998.3726910027885,3530111,18.98064677227902,25.719151891497752,5.503636533841558,,42.64946952948751,-20.215515357656194,,0,0,-0.0,0.0,0.0,-0.0037911247542550264,1.0,0.972200650234684
2021-05-11,4011.217393178704,4026.1202041153156,3989.1401782239855,4006.1233218658517,3671895,20.548775749037517,23.995693177344336,13.65494089242388,,42.05628600951746,-10.340752284920455,,0,0,0.0,0.0,0.0,0.0019384463285536668,1.0,0.9740852090157489
2021-05-12,4062.593579723899,4076.043837056211,4059.145456013126,4059.145456013126,1568172,40.85810696722045,29.616497773969705,63.34132535372194,,47.00397003045015,33.72482757975224,,0,0,0.0,0.0,0.0,0.013235272578323798,1.0,0.9869774922715858
2021-05-13,4097.746759900015,4104.057548006791,4097.746759900015,4100.447873729481,1345036,59.6510429006434,39.628012816194264,99.69710306954165,,51.72789493596815,60.06909025334739,,0,0,0.0,0.0,0.0,0.010175150943450673,1.0,0.9970201372332377
2021-05-14,4117.4965704440865,4146.2833214788325,4110.4516879625635,4110.4516879625635,3260981,66.19132952795013,48.482451720112884,101.60908514362463,,54.0478335803413,53.12663342351174,,0,0,0.0,0.0,0.0,0.0024396881855697217,1.0,0.9994525554828207
2021-05-17,4089.7974613762676,4089.7974613762676,4071.553381948288,4085.649749099334,4825187,65.7689960715337,54.24463317058649,88.81772187342814,,39.017381802855674,34.57308870284165,,0,0,-0.0,0.0,0.0,-0.006033871882222153,1.0,0.9934219868106778
2021-05-18,4088.958382160713,4124.372065055237,4088.958382160713,4090.636475229261,1467009,66.44902413222044,58.312763491131136,82.72154541439906,,41.13355360722309,24.408781923267924,,0,0,0.0,0.0,0.0,0.0012205466538159904,1.0,0.9946345046925068
2021-05-19,4042.997653027641,4064.6476057173313,4042.997653027641,4052.5518800486307,4588710,59.558574863402306,58.72803394855485,61.21965669309722,,43.2920550133264,2.4916227445423687,,0,0,-0.0,0.0,0.0,-0.009310188136064101,1.0,0.9853742703271986
2021-05-20,4024.578478364276,4028.834808150687,4018.9190013291523,4018.9190013291523,2735672,48.479559211079966,55.311875702729886,34.814926227780134,,45.55202010036418,-20.49694947494975,,0,0,-0.0,0.0,0.0,-0.008299185233151096,1.0,0.977196466733772
2021-05-21,4001.112380172796,4060.023953571313,3987.517573073327,3997.9175486861964,3493594,34.50321144487968,48.37565428344648,6.758325767746086,,48.15200125395049,-41.61732851570039,,0,0,-0.0,0.0,0.0,-0.0052256471543741245,1.0,0.9720899827981202
2021-05-24,3889.7632954190067,3903.6040117324173,3889.7632954190067,3899.9685889068714,2813934,24.328261402349582,40.35985665641417,-7.7349291057795995,,28.804631380709054,-48.09478576219377,,0,0,-0.0,0.0,0.0,-0.02449999495650257,1.0,0.9482737831222996
2021-05-25,3909.3863232350736,3957.138855290422,3877.910864933598,3907.4395083072363,2585424,19.88646064940163,33.53539132074332,-7.411400693281749,,31.07807886134151,-40.94679201402507,,0,0,0.0,0.0,0.0,0.0019156357878407082,1.0,0.9500903303179198
2021-05-26,3908.3680881941,3922.68177959891,3906.793145239174,3906.793145239174,3223734,16.844978303764915,27.971920315083853,-5.4089057188729655,,34.94040593436084,-33.38082603395682,,0,0,-0.0,0.0,0.0,-0.0001654185731316815,1.0,0.9499331677311323
2021-05-27,3847.4690805954956,3888.5263073570845,3844.480579738083,3844.480579738083,2721750,11.229985535843277,22.391275388670326,-11.092594169810823,,29.780530409244363,-33.483869558481146,,0,0,-0.0,0.0,0.0,-0.015949799025583133,1.0,0.9347819246180852
2021-05-28,3845.9822246595454,3864.837805314746,3845.9822246595454,3861.0546087332373,1440496,9.460520689472144,18.081023822270932,-7.780485576125432,,33.634662917436216,-25.861509398396365,,0,0,0.0,0.0,0.0,0.004311123089684843,1.0,0.9388118845571263
2021-05-31,3862.5711298089345,3871.203156982869,3809.238207144587,3862.423894604571,2306379,13.248247195405376,16.470098279982412,6.804545026251304,,32.60963126088055,-9.665553253731108,,0,0,0.0,0.0,0.0,0.000354640379402138,1.0,0.9391448251600528
2021-06-01,3885.7201803884295,3886.076024428069,3847.4731404182357,3884.2275006256223,1332166,18.799410350762095,17.246535636908973,21.905159778468338,,27.101356168055077,4.658624141559365,,0,0,0.0,0.0,0.0,0.005645057770978568,1.0,0.9444463519533969
2021-06-02,3916.245675619167,3922.6585759351515,3906.479914059141,3906.479914059141,1867055,25.45787826030213,19.98364984470669,36.40633509149302,,23.27451826247045,16.42268524678633,,0,0,0.0,0.0,0.0,0.005728916092050396,1.0,0.949857005857181
2021-06-03,3864.950984114447,3871.1108155448924,3859.414953505721,3871.1108155448924,4810253,30.916551983232473,23.627950557548616,45.493754834600196,,19.17734788894164,21.86580427705158,,0,0,-0.0,0.0,0.0,-0.009053956321894208,1.0,0.9412570420141049
2021-06-04,3877.911315547574,3877.911315547574,3871.2040475243007,3871.2040475243007,3320297,34.57668009755865,27.27752707088529,49.17498615090537,,20.506397030706992,21.897459080020077,,0,0,0.0,0.0,0.0,2.4084037851368478e-05,1.0,0.9412797112843326
