date,open,high,low,close,volume,k,d,j,ma,rsi,kdj_momentum,ma_slope,signal,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2021-04-02,3630.0137496511175,3673.8313552806703,3627.4337295463984,3644.335507848613,3198649,0.0,0.0,0.0,,,0.0,,0,0,,0.0,0.0,,,
2021-04-05,3650.8274110587217,3653.1535055569075,3648.2426726683066,3653.1535055569075,1773295,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.0024196448678515114,1.0,1.0024196448678515
2021-04-06,3666.2535285555573,3666.2535285555573,3630.2314452727483,3651.7082627744726,3434279,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.0003956151254626006,1.0,1.002023072494281
2021-04-07,3652.8178548982896,3687.7633958825754,3635.4253239485597,3657.7788293991453,4190902,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.0016623909107296164,1.0,1.0036888265423367
2021-04-08,3668.8118216048438,3718.299398521638,3656.368181335716,3677.365397652882,4905555,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.0053547710693471195,1.0,1.0090633504333326
2021-04-09,3745.189469939255,3780.062477934705,3745.189469939255,3747.817349272045,1147129,0.0,0.0,0.0,,,0.0,,0,0,0.0,0.0,0.0,0.019158267944797913,1.0,1.0283952564742098
2021-04-12,3711.995473138147,3711.995473138147,3680.9713813575463,3696.7630349216342,3038131,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.013622412618460977,1.0,1.0143860319556501
2021-04-13,3634.50568134651,3660.473413438076,3628.5909023336026,3631.5390903398365,3588097,0.0,0.0,0.0,,,0.0,,0,0,-0.0,0.0,0.0,-0.01764352866701402,1.0,0.996488682921422
2021-04-14,3657.6137431657594,3682.1639938041485,3652.237987376556,3652.237987376556,4808825,50.0,50.0,50.0,,,0.0,,0,0,0.0,0.0,0.0,0.005699758841032354,1.0,1.002168428101892
2021-04-15,3660.802728667357,3660.802728667357,3656.284021639673,3660.478265310734,4221082,40.35057135320364,46.78352378440121,27.484666490808507,,,-19.298857293592704,,0,0,0.0,0.0,0.0,0.002256226993602173,1.0,1.0044295475615115
2021-04-16,3661.9567786789517,3661.9567786789517,3653.888102963534,3658.683913968262,1599997,33.52274806139492,42.36326521006578,15.84171376405321,,,-26.521551446012566,,0,0,-0.0,0.0,0.0,-0.0004901958739863543,1.0,1.0039371803415869
2021-04-19,3697.1555481128566,3711.1355584227776,3634.0377362734403,3682.8899276548536,2592486,34.29772088691087,39.67475043568081,23.543661789370987,,,-16.13108864630982,,0,0,0.0,0.0,0.0,0.006616043980781416,1.0,1.0105792728806684
